Zeilenbeschriftung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeilenbeschriftungen,MAR,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE
2005,465850.6563,25921.63477,383938.625,2890.050537,83766.80469,1909510.5,1847660,48414.00781,3794.270996,3796032,1303561.5,145437.0156,13416.49805,1684540.75,47611.05859,34687.70703,616222.8125,162755.375,172715.375,30743.20313,54585.05078,423223.9375,3067.075928,6826.983398,88987.78125,6341005.5,10727.11914,89080.34375,21850.54883,66886.03125,9586.22168,4703907.5,1523704.875,753943.875,25002166,41110.24219,115089.2578,251614.875,26885.32617,1462050.25,14719.12402,9211.388672,132710.2656,11353.71777,107846.7734,1529614.875,12559612,3348.004883,870.380127,822609.3125,252648.7344,1942416.125,512547.6875,647551.0625,5863370.5,91556.44531,161758.9844,822328.5,8537.013672,9281866,119275.8906,7368616.5,107055.5313,285412.0313,24407.51953,10165.11328,6332.750977,10982.23535,1650414.375,2937.723145,239725.5,1360514.5,82945.66406,317792.625,119964.7422,605693.6875,3067106.75,10938176,546426.5625,3871055.25,258166.0156,66800.32031,782691.5,9811736,76336.67969,159415.75,26161492,816389,151684.6875,32476.72266,59535.78516,4036.267822,6038313.5,335687.2188,37110.67188,328057.0938,7183.591797,3105.539551,186947.7969,12958.71484,166078.0313,125429.6094,176514.7969,46087.44922,88967.02344,55641.55469,5265.927734,5358153.5,95190.03906,22472.14844,26915.21289,81241.03125,20947.82813,108523.1797,25496.18164,54048.36328,2158.279053,41971.8125,36200.23828,1535214.25,31709.01953,53911.65625,3104679,87761.38281,2458941.75,890029.5,125037.8984,395918.625,203450.3281,765383,85934.5,638229.0625,1151850.75,1747203.5,1514633,159561.2344,62160.37891,218918.0938,692436.6875,11525772,14506.32129,1934418.125,139255.5469,92908.9375,1013280.625,13028.2627,40794.4375,429449,728.2474365,28229.49023,384272.2188,289819.4688,1346811.5,22798.51563,10774.74219,309474.7188,1208.55957,22567.1582,18233.85352,2983969.25,119252.1172,257226.7813,62623.19141,342142.1875,2135293.25,2482813.25,177084.0938,71423.51563,2576775,141058.3125,56084544,314474.875,2214.666504,1076984.5,2626.258301,793904.6875,204450.2344,1189730.5,92065.24219,81461.10156
2006,508077.8125,28037.54297,413600.4063,3147.699219,108180.1016,2014161.125,1943604.5,50119.38672,4862.887695,3904559.25,1423073.875,145676.0469,13718.32227,1895296.75,49375.29297,37246.07031,693604.625,187326.7656,185541.7031,36667.12109,72964.49219,422243,3371.855957,8043.319336,92398.84375,6865377,12416.88477,91713.42188,23502.82813,74642.53125,10080.36133,4961967.5,1829122.875,807561.9375,28461476,43821.28906,122379.2891,250907.8438,31186.94922,1538829,14649.94531,9955.931641,142918.875,11969.45703,122183.8594,1671550.875,13519404,4189.255859,1030.384399,908983.875,280591.5313,2015205,551710.0625,725927.375,7409383.5,108699.5234,179097.5469,892311.4375,9091.635742,10627863,120710.2266,7952251,107335.5078,313596.5,25851.74609,10593.40625,6376.492188,13584.19238,1926316.125,3484.328613,264186.0938,1454308.5,90881.92969,388363.0625,125415.6094,687281.3125,3592208.25,12408470,719891.6875,4149314.75,299218.3438,65126.07422,796242.5625,10982278,90109.95313,182666.6875,27380048,841329.3125,164669.3438,32661.4375,65445.5,4769.555664,6566572.5,359386.5,42853.64063,339423.2188,7368.271973,3781.272461,214790.0156,13530.13867,190682.1563,148039.6563,235178.9375,55618.07813,87295.22656,60799.98438,6290.87207,5497676.5,109374.3047,24390.43164,30695.375,100709.5313,31408.21484,114483.1172,27518.49023,57529.51172,2156.083252,45926.74219,38735.17969,1617478.25,34690.87891,56114.65625,3439548.25,90719.40625,2796922.25,972915.6875,134453.0156,417496.4375,236233.0625,845285.5,93448.64063,666400.3125,1238197.875,1725755,1717801.25,171744.4844,64469.08203,284750.4375,838499,12420202,16298.94238,2135606.75,160988.8594,99223.03125,1107775.625,13464.76465,48134.90625,542010.6875,684.1601563,31292.63477,430899.3438,297713.7813,1544930,23987.6543,11050.43457,329449.7813,1510.660034,25655.1582,19385.92773,3166536.5,131916.1719,262136.2344,74718.42188,365391.0625,2936162.25,2643226,196326.4688,82179.90625,2574278.5,150050.1719,57575360,334180.0938,2766.018066,1187281.75,2811.102783,867242.875,220351.0469,1276014.75,99179.75781,77878.74219
2007,590372.6875,30025.5332,475123.8125,3543.586426,118847.3828,2174954.5,2122918.25,51722.70703,6320.828125,4011202.75,1527605.375,136570.6563,13726.35938,2072113.75,51840.19922,40863.24609,793781.5,213525.5625,200825.8438,43699.71094,71534.09375,423755.0938,3739.058594,9566.432617,95842.39844,7804774.5,14322.70898,96623.05469,24579.80469,86271.42969,11215.78125,5201214.5,2030339.875,879532.625,32760308,51276.08594,131761.8438,242469,41233.26563,1637334.875,14186.52344,11188.87012,155388.9219,12562.41797,135361.0313,1793111.375,14432730,5290.032227,1251.920898,950982.5,316565.5625,2094010.125,587201.0625,838848.25,9000325,122715.3594,196873.625,936555.6875,9885.421875,11747999,121266.8828,8262503,105010.1172,362672.5313,27786.04102,11333.00293,6403.185547,18730.42969,2085866.375,4217.911621,289608.5938,1557624.75,101116.7813,446225.8125,130336.3516,769035.5625,4459982,14209925,892384.375,4478827.5,330206.3125,60027.375,814218.25,11957171,106753.5703,209006.0469,28428450,858982.9375,184301.875,33055.32422,71143.8125,5700.644043,7104061,367797.2813,51748.22266,354705.9375,8185.934082,4616.982422,252960.375,14985.05859,214949.625,159161.9844,245106.5625,71407.97656,83514.15625,68629.35156,7869.416992,5645387,112691.3828,26085.39453,33696.35938,124665.5625,29904.39063,120618.0391,30416.91602,62247.80469,2149.333496,52457.02734,40923.21094,1734080.875,39965.41016,59823.05859,3752368.5,93989.96875,3101571.75,1031220.313,146671.1875,438812.8125,277228.9688,942103.0625,104871.8281,695687.4375,1370830.625,1669572.625,1875271.125,188478.2969,65662.82813,371513.3438,951230.125,13363214,18484.78516,2449892,200420.4688,107697.4688,1221352.375,14174.45313,57205.13281,569611,588.2304688,34966.56641,470702.875,294360.9688,1751348.25,26843.17773,11258.41309,345632.2813,1818.565186,28698.38086,21748.82227,3466193.5,150061.5156,267270.6563,89865.21875,408334.25,3926303.5,2914769,234361.8438,100401.4141,2582036.5,165686.3438,58915348,359153.9688,3534.251709,1390071.625,2956.346436,943592.6875,231577.4063,1440943.75,116258.2266,74809.17969
2008,728976.75,32061.74609,581048.6875,3978.468506,132814.6875,2332290.25,2376898.25,53598.26953,8258.066406,4103279.25,1680925.25,129617.2734,13707.2168,2321675.75,54668.81641,45267.05859,923264.875,255546.6875,217741.6563,51355.99219,80373.40625,431282.0313,4289.449707,11666.99512,103049.6094,9228336,16659.77344,103339.8438,26220.43555,101651.3125,13190.54785,5423415,2200972.25,972022.875,37980100,65174.33594,145420.1719,227821.2969,55371.23828,1727397.25,13693.27539,12537.83496,169920.0938,13137.28418,149736.8594,1954655.5,15340329,6627.495605,1573.862427,1084136.75,356521.6563,2187894.5,632011,985986.625,9543972,141398.1406,216921.7656,1061397.375,11777.8877,12598844,121441.8828,9497508,101062.375,436359.2188,29468.86719,12389.83105,6398.984375,28996.01758,2200111.75,5097.188965,314139.3125,1674421.625,113124.6797,465014.8438,135276.75,899181.0625,5886271.5,16356620,919513.8125,4844007.5,408328.25,76494.0625,833481.9375,13138231,126800.3594,237565.8906,29375160,869439.8125,213345.5,33856.16797,77413.09375,6785.941406,7639979,379205.1875,61393.35547,373703.3438,9022.889648,5755.171387,303684.9375,17393.30078,239784.3438,176191.1563,301510.625,90271.95313,79180.45313,82464.50781,10132.73535,5820346,126260.4063,28768.1582,35514.85156,157167.0156,32282.81445,127897.1875,35516.25391,66849.75781,2147.3396,61889.23438,42571.20313,1874078.625,48872.79297,66495,4070204.75,97642.88281,3364743.25,1136731.125,161500.4063,455691.5938,335095,1062258,119935.0234,736930.1875,1553209.625,1857920.875,2018885.5,210460.0938,67886.89844,471424.2813,1168628.875,14336653,21311.13281,2876409.75,269968.5,118466.4922,1352397.625,15189.29492,67724.53125,630595.8125,504.3602905,39115.62109,520152.0313,315192.5,1892560.25,31877.73438,11361.30273,361214.375,2109.03833,32053.36133,25849.75,3881932.25,175102.3906,284069.0313,109719.4375,474019.4688,4189650,3257676,298562.75,127280.6016,2592410.75,189507.0781,59981816,393285.6563,4670.562012,1694534.125,3099.539307,1014482.75,238556.7031,1697245.625,146846.25,71387.66406
2009,928108.3125,33503.96484,731489,4073.150879,147522.8125,2493885.75,2614003.75,53848.50781,10563.45605,4165241,1866903,123718.5938,13892.46094,2542662.5,57746.61719,50590.22266,1073224.875,288617.1875,224246.1563,59120.94141,88784.07813,436931.4375,4805.666992,13849.88574,111137.6719,10984343,19223.45117,110339.3594,28188.88867,120737.6953,16104.52734,5772218.5,2436028.5,1071182.25,44643404,89613.16406,159650.0781,211245.6563,76124.73438,1808669.375,13115.54102,13768.91699,181434.3438,13587.74316,158077.8438,2024680.75,15955056,8159.59668,1968.716553,1166382.375,379778.2813,2283256.75,673702.9375,1134583.625,9909416,159285.7656,243275.9219,1168292,13831.84863,13114334,120269.0859,10571957,96057.69531,521767.1875,30669.04102,13665.93457,6366.464844,50143.70313,2273038.75,6019.137695,334098.1563,1794421.625,120908.9688,486135.4375,139566.8594,1022461.438,7931891,18727688,908743.75,5182617,490192.375,82302.24219,850730.625,14589400,147746.3594,269531.1563,29137498,873123.5,250573.9688,34855.67188,84738.52344,7986.800781,7596408,377967.4375,71480.14063,399352.6875,10118.40723,7044.688477,363706.4688,20465.45898,245083.3438,193566.0781,276320.9375,109511.4063,74213.80469,96471.96094,12039.89941,6621185.5,134274.5156,31649.99805,37993.48438,202088.9219,30772.83789,131296.5625,41346.25781,71605.26563,2135.443115,74399.55469,41771.45313,2018665.5,61846.16797,74705.11719,4364685.5,99286.70313,3471765.25,1256175,176727.7188,473785.4063,391353.625,1186268.375,134958.8594,766260.3125,1753153,1958089.875,2140690,232757.8125,70502.5,568015.1875,1334738.5,14483429,23865.04883,3342941.25,398141.2813,129238.5781,1487597.25,16287.81348,78937.00781,616719.875,445.3031921,43488.93359,551431.9375,326776.2813,1966367,39486.32031,11410.42578,377996.8438,2230.122803,35652.16016,31920.39453,4336732.5,206525.3594,311193,136372.3281,564103.0625,4137217,3662217.75,382825.5625,164111.2344,2551359.75,214515.1563,60510720,436435.7813,6094.065918,2084083.625,3234.504395,1083555.25,239509.1563,2020725.125,194597.2031,70095.96875
2010,1171190.125,34614.17578,906812.8125,4100.594727,163120.375,2619715,2876207.25,54532.48828,12565.77539,4241993,1974955.375,122581.7656,14188.48242,2837390.75,60880.21094,56276.91797,1234244.875,358049.6563,233892.2031,65629.75781,100617.8984,446344.375,5264.347168,15635.55176,119856.5703,12942057,22017.99805,117019.4844,31289.72266,141058.7969,19796.97266,6160862,2323142.75,1181123.75,51907732,131729.1875,173103.0625,191139.1563,103686.9063,1894346,12540.39453,15211.59082,193023.4375,13979.44141,177290.1094,1949590.125,16566225,9458.460938,2374.648438,1285956.375,413635.1875,2383546.25,712876.125,1295158.375,10397201,169005.4375,272075.3125,1193029.5,16184.13574,14135247,120441.9844,11924992,93692.08594,609547.5,32083.80859,14764.92578,6314.339844,84666.22656,2055301.375,6870.106934,351259.8438,1917344,129202.9531,487488.4063,142101.4688,1061558.5,10484265,21301734,1060507.25,5502156,607580.75,65932.07813,868753.125,13689293,165454.1719,296563.0625,28888310,880149.4375,292414,35843.6875,89775.92188,9095.360352,7595314,388792.4688,79813.23438,421199.9375,11328.07422,8356.886719,431402.0938,23870.38477,295784.4375,196212.3125,295564.375,128515.6406,70998.08594,108696.6328,14113.86035,7604639.5,144844.5625,35220.33594,44660.22266,264555.2188,30731.46875,136814.8281,48024.41406,76241.04688,2115.377197,87515.03906,40432.27734,2180990.25,76270.57031,84230.86719,4590671.5,100970.2813,4060762.5,1343586.625,193038.5156,492855.4375,438697.2813,1309276,152531.9063,810137.625,1961290.125,2252855.25,2367201.75,255069.2188,72439.5625,666916.6875,1396356.5,14651546,26238.96289,3861117.25,617112.25,139264.0781,1624696,19438.22852,92151.83594,620589.1875,416.8471069,46661.13672,557856.5,350882.9063,2103405.5,48526.60547,11675.51172,397627.6875,2275.690674,39623.67969,39013.95703,4826366,242044.375,342621.8438,162481.7969,656896.1875,5028124,4088598.5,492416.625,208795.7656,2507857.25,242504.0781,61054648,482233.2813,7672.583984,2506444.5,3372.681152,1161342,235899.5,2367531.25,258780.9844,70862.25
2011,1356419.25,35534.96094,1046118,4075.667236,173394.25,2741501.75,3099233.75,55731.41797,13455.83594,4348664,2107997.25,131371.3281,14417.86621,2881892.5,63203.62109,61479.85156,1390265.125,360970.5625,244149.9844,69530.01563,114522.125,458664.625,5685.92627,16148.15332,129147.4453,14173476,24239.4707,125625.9531,34588.46875,155429.4688,22662.47266,6584164,2663062.25,1292031.125,58610932,166422.7344,183661.7656,176630.375,124076.9141,1986112.375,12178.37598,16405.67969,203608.3125,14323.69434,175184.4219,2134181,17233948,10801.67578,2580.431152,1398277.625,443888.2188,2474707,756604.25,1416576.125,10458074,186502.125,306460.1563,1236101.25,18086.88086,14813058,120726.9844,11398220,94160.14063,678324.9375,34759.72656,15259.1377,6297.64502,121166.0938,1979632.875,7217.288086,367318.25,2034452,139775.25,545861.5,146385.6406,1111350.25,12243238,23749638,1124610.625,5843048.5,699811,64544.36328,894681.3125,15249784,173689.2031,317451.8438,28615420,891500.125,319778.125,36762.4375,95919.07031,9908.171875,7565400,406046.3438,88743.21094,440278.9688,12890.79492,9415.717773,489020.7813,26041.5293,300871.9688,218689,355876.7188,142759.5156,70017.57813,117014.2969,16048.73828,8831397,131035.0469,40688.10547,46848.65625,333220.0938,33427.16406,147267.1719,53944.83203,79968.20313,2092.61499,96305.42969,38902.15625,2325646,84842.92188,93141.89844,4579608.5,103542.3438,4188708.75,1396886.375,206731.2969,515576.9375,480246.8438,1392917,173278.75,866464.75,2108260.75,2357119.75,2354295.75,270300,75317.73438,803338.1875,1653618.125,14850185,28498.71875,4363696.5,797808.125,146880.8438,1737728.5,23111.41992,108011.9531,632378.0625,412.7615967,49890.26563,584258.375,366662.5,2151252.25,53061.28516,11890.08887,412067.7188,2288.967041,44179.77734,44013.87109,5139581.5,272940.3438,377651.75,177479.9531,714156.1875,5209663,4309665.5,580579.9375,246805.7813,2478182.25,261827.5,61672612,526183.8125,8543.199219,2741270.5,3486.864746,1220712.375,218353.8594,2596087.25,305255.5313,70500.79688
2012,1416277.875,32822.875,1107735.25,3655.837891,163361.375,2612142.75,3156028.75,61172.03906,12685.4375,4862428,2366319.75,150966.4375,13180.72656,3198966,62226.17188,61112.64063,1522656.625,387243.3438,314083,66475.47656,114323.3594,446906.8125,5937.806152,14889.00977,135574.625,14178964,25045.96289,138809.3125,38247.03125,157598.0938,23253.93555,7023821.5,2795723,1383793.875,63397776,175984.1094,182872.4219,110790.9609,132704.7813,1976564.125,11642.47949,15899.79883,210644.6563,14575.48242,188410.7813,2203981.25,18135912,11950.14648,2538.001953,1392568.875,470294.0313,2309707.75,795891,1494905.625,10755960,188676.375,309434.625,1311024.25,18563.28516,14971654,109874.4219,12555421,121871.2109,718719.25,37777.125,14057.55762,6212.992676,140502.4531,2391202,6957.567871,375073.0938,2113565.75,152746.1406,590023.5625,146716.2656,1192303.75,12729774,25450348,1190114.375,6046859.5,725709.4375,69837.49219,978570.75,17351088,164516.8438,302758.5,27965012,928390.3125,326521.1563,41889.89063,104989.1953,10209.28125,8102998.5,426787.75,99505.69531,457454.875,13311.3584,9996.998047,527837.9375,26396.70508,321272.0938,234439.7969,375621.6875,151261.8594,76610.20313,109394.2891,16540.74414,9095415,135257.5,47954.58594,50218.23828,278203.9688,35042.16406,155398.6875,59805.03906,83178.1875,1832.102173,94158.71875,34753.80078,2460413,81754.84375,101522.25,3928328,107292.7891,4337546.5,1538078.625,214621.2031,554460.8125,493927.375,1456188.875,203254.4688,943863.5625,2111940.75,2480005.75,2471046.5,266756.25,73600.39844,934266.1875,1796223.5,15563808,29684.4082,4601948.5,492063.5625,147832.1719,1796339.75,22736.81836,122390.1172,623443,4813.899414,51129.35938,627144.5625,425718.625,2295762,47874.64844,12660.42285,414588.7813,2454.719971,41049.94531,41973.49219,5215776.5,286661.6875,408794.3438,140549.0313,642909.125,6185293.5,4257215,500709.9063,230774.625,2965044,269012.0313,62435580,572227.8125,8494.566406,2743113.75,3665.716064,1270884.375,166384.5,2610133,277846.3125,54658.97656
2013,1392401.5,28567.58203,1103819.375,3300.050293,170890.8594,2564190.25,3166597.5,66889.35156,11986.78711,5402773.5,2448908,158833.5156,12689.83496,3244034.25,66340.5625,65543.54688,1658249.375,381212.3125,279038.5,67769.88281,123105.6875,491409.6563,6425.098633,13792.0498,144313.1563,14193204,24763.45117,157855.2031,39330.77734,157499.5469,25260.32813,7443675,2615295.25,1565825.75,68379848,179447.6719,189430.4531,198719.2656,127841.3984,1988578.75,12635.79688,15490.80664,214141.2188,14672.71094,196146.0938,2212210.25,18967338,8222.007813,2471.138184,1418508.375,495423.875,2358042,847052.1875,1505560.375,10506893,194410.4531,309505.7188,1293886.75,20620.76563,15860023,115006.0469,14047743,141087.6563,755428.5625,36273.03516,12844.83008,6007.121582,141465.7031,2638888.25,6784.671875,367179.5,2319683.5,161235.6875,579116.125,145478.1719,1263014.875,13209199,26769772,1245708.625,6014899,807918.9375,75712.13281,1062165.875,17177916,163179.0938,304175.625,27233252,952707.375,350446.2188,47221.73047,116254.4688,10257.72168,8594314,479280.4375,109536.3516,479861.5625,15743.53711,10406.4082,574935.4375,25234.68555,335504.0625,223653.7344,391384.4688,160330.875,82521.71094,101638.0859,17649.92773,9370242,142722.9063,45753.12891,56332.58984,448818,36385.33984,159563.4531,74814.67188,86002.20313,1565.141724,91935.98438,34044.06641,2597711,88633.54688,102578.8984,3689254.75,111279.3047,4696970,1589876.875,224015.9844,598674.5625,539747.75,1472303.875,236797.1406,1022427.188,2118068.25,2569084.5,2588537.25,264593.375,83408.83594,1053231.875,1718680.75,16298533,32156.82422,5009194.5,451944.4375,135345.125,1867905.875,17569.05664,131115.2031,661529.1875,4032.007813,52392.81641,651014.9375,453743.0313,2497897,45453.51953,11177.60742,412085.6563,2652.756348,39674.22656,42321.71875,5297230.5,293210.6875,448706.5313,81455.42969,566336.4375,6979871,4259246.5,442747.0313,216088.0938,3490555.5,277738.9688,63232880,627691,8537.058594,2543152.75,3610.943604,1321143.125,169212.8438,2668322.75,267679.9063,59488.94141
2014,1337083.75,26377.2168,1219780.25,3035.810059,211204.3906,3567263.25,3204576.5,94606.44531,11352.88574,6004095.5,2550435.5,223600.1563,13673.97559,3208622.25,67093.82813,62999.30078,1828391.75,397034.0938,288766.3438,69575.25781,127401.2813,629745.8125,6864.697754,12840.66211,156672.7344,14292413,25140.39648,162192.4531,43194.89453,161217.125,27053.44336,7889559,2807961.25,1510721.625,73028176,200063.4063,196692.5938,239121.0938,135386.4063,2030563.375,12105.26465,15984.11816,218221.6094,14820.2168,187135.9063,2254206.5,19777244,8601.514648,2475.245117,1422894.875,527240.0625,2459741,909502.4375,1447854,10877926,197834.3125,360833.1563,1259012.75,23197.85547,16363345,134062.2813,14052817,160512.7188,747934.375,35541.0625,12989.60742,6057.532227,144822.2813,2726219.25,6612.303223,375946.6875,2380775,175086.6719,575485.875,145589.2344,1256729.625,13831939,27900646,1292371.375,6126217,1001340.875,79712.54688,1149322.5,17346424,158744.7344,303384.0313,26727056,1185970.5,387142.625,74972.85156,130778.1016,10513.6748,9173718,557469.4375,121213.2031,504659.6875,15624.32227,10624.76465,624534.8125,25651.87109,339768.0625,244216.4375,428047.75,174397.2031,123360.125,98218.32031,21156.4375,9726639,154549.3125,47726.16797,51219.35547,537631.5625,36623.32422,162362.4531,87260.74219,89491.09375,1450.053711,90234.32031,29903.86523,2762005,93139.42969,104313.1094,3570506.75,115767.5547,4627473.5,1639558.125,231420.5156,650210.875,552594.875,1531370.25,280429.4375,1101532.125,2138567,2673441.25,2739387.5,262844.0625,86463.89063,997294.625,1655918.375,17092118,33860.67578,5103766,400356.125,135238.0156,1924312.625,16129.25293,142051.7188,652138.25,6154.489258,54132.64844,724223.0625,448670.125,2481393.75,43660.03516,13772.54785,415161.375,2844.26123,48228.3125,42508.21484,5367139,532515.1875,495112.4688,74165.5625,497870.0313,8251150,4259364,404925.6563,204043.6875,4043566.75,282334.75,64124200,695659.625,8011.6875,1803541.125,3817.077393,1392460.5,169380.0313,2727571.5,265958.9063,57715.58203
2015,1401094.625,23630.02734,1204097.5,2850.427002,209133.0781,4088713.75,3234959.75,80520.22656,10892.72754,5897907.5,2696989.25,211147.7188,14103.90137,3290149.75,69432.88281,60657.24219,1999870,407637.5625,297085.6875,70277.65625,127161.6172,574858.5625,7731.262695,12102.42676,170339.5156,13952505,24904.53516,159174.5781,47105.0625,163059.9375,27770.03516,8333818.5,2960074.25,1747526,75872464,217906.6563,202993.375,264618.9688,141854,2056294,10680.18945,16564.13477,221008.9375,15011.56055,200722.7813,2255350,19994848,9326.683594,2500.74292,1417751.25,584770.3125,2490573.75,966464.5625,1651674.125,10962670,194160.625,403752.9375,1231949.875,25734.8457,16506730,136659.9219,15216962,192503.5469,702460.3125,37525.21094,12697.43555,6061.278809,142205.6094,2679372.75,6484.459473,415737.5313,2453276.25,193234.125,594486.5625,162579.6875,1307003.125,14473701,28751646,1329451.5,6275914.5,825483.6875,81976.6875,1127497.125,17921584,155404.9063,334563.3125,26747970,1009700.125,416040.5938,60981.73438,145634.3281,10880.97656,9639723,644773.0625,134362.1563,517372.9688,19531.64648,10535.18359,642643.6875,27492.76367,347367.4688,260022.5938,410074.75,186576.8438,97739.80469,101635.1328,27791.61523,10208794,147868.3906,46168.42969,53031.44922,560310.9375,41270.07031,160673.4688,97425.10938,89373.14063,1400.219727,90822.16406,26106.30859,2950856.75,90935.84375,108333.1875,3288902.5,121441.9219,4641059.5,1644394.875,257135.7031,635209.5625,638637.0625,1590108.375,328832.0938,1188474.375,2206549,2824923,2708540.25,266320.0938,103107.5469,1066946.25,1632861.375,18390230,34737.40234,5953650,326759.75,137906.3281,1976148.75,18948.3125,151442.1719,568245.6875,4870.22168,56398.27344,719076.1875,459790.3125,2525695.5,38747.30859,13871.86133,409389.375,3072.600586,49935.73047,43716.66406,5460709,323714.0938,532055.375,94797.34375,439830.1875,8913575,4192868.75,379280.125,186337.0781,4875920,292663.1563,65057788,756616.75,8561.65918,1761539.375,4159.698242,1479631.125,768517.3125,2753442,263845.9375,61790.62891
2016,1424017,20386.87695,1149589.375,2621.856201,219219.4531,4157003.5,3183677.75,87297.3125,10399.88281,6006131.5,2797338.25,226274.1563,16071.95996,3400537.75,72821.14844,66440.28125,2188867.75,412716.3125,318826.5,71015.66406,122302.4453,598473,8597.585938,11500.20703,181133.0313,13505046,25698.25781,166942.8281,51245.82422,163885.2969,28443.77734,8527152,3064897.25,1800800.875,80571544,214802.7188,209305.8438,283186.2813,143572.2031,2056220,11634.64355,17551.20117,225579.3281,14832.89355,204635.1719,2348605.5,20227082,9246.369141,2497.276855,1506761.125,633909.5625,2414112,1031335.063,1711493.375,11464665,199348.9219,429207,1265614.5,26781.50391,16967790,122252.7578,14695206,239987.9844,513163.1563,47333.60156,11921.80957,6078.294434,127881.8359,2568974.25,6385.548828,435768.375,2492740.75,210900.6719,591322,155441.625,1386697.375,15060464,29931854,1509385.5,6416570,744426,88932.66406,1175137.75,19327484,151915.8906,314469.1875,26883298,1037559.188,439421.7188,69137.02344,161762.7188,11425.75684,9949075,717307.25,146845.5938,534666.375,22321.06836,10869.78223,705958.5,27445.96289,365540.1875,269390.1875,446021.5,196040.8594,105629.6484,95803.42969,40691.96875,10410085,153666.0313,49717.74609,57455.12891,609054.875,38199.875,158434.5938,98384.51563,91550.42969,1340.490112,90996.73438,24878.58008,3118402.5,84975.88281,111932.625,3066709,127882.3594,4667429.5,1670264.25,270758.9063,662688.25,695033.9375,1590707.5,380372.2813,1266208.25,2293114.25,2944387.25,2950568.5,266002.75,110417.1797,1250711.25,1594981.875,18726002,41274.77344,6480304.5,237858.5469,136900.25,1999486.375,19388.9375,166433.375,614735.0625,4127.354492,57531.77734,743381.3125,486670.875,2619055.5,34318.27344,15344.73047,405732.0938,3365.709473,59662.51563,43350.65625,5411433.5,339823.7813,571817,85601.875,384156.8125,9337856,4114637.5,346519.9688,172151.0781,5774449.5,299146.9063,65974044,819613.125,8303.445313,622800.5625,4324.238281,1559861.5,901722.25,2773613.5,280310.75,64844.19141
