Summe von AggValue,Spaltenbeschriftungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeilenbeschriftungen,MAR,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE,CUW,GUY,SXM
1970,36174.97656,392.9817505,28822.79883,64.76747894,6225.113281,67416.99219,95676.97656,,305.2166138,273622.1875,114421.9297,,2733.639893,162639.5,6089.265137,5598.337402,105277.6563,35702.97656,3704.491943,3289.965576,,,500.6888123,591.3508911,8463.645508,345910.9375,3487.457764,6327.253906,569.1039429,576.4332886,2673.153564,453304.1563,210305.1094,69343.375,1098888.25,13937.85938,10848.99219,56346.75781,2567.303223,102590.5313,786.5523682,463.4967041,11835.16602,288.535553,5120.395996,,1253853.625,1099.712891,285.9828491,100476.0156,14197.6416,99426.67188,30846.29688,39605.83984,406009.7188,,17643.32031,73422.5625,2082.517578,902698.4375,3824.311035,900147.4375,,40566.69531,11889.91113,1400.34668,872.4355469,545.8037109,95914.69531,184.6116943,16942.49414,39639.27734,6771.353027,,6581.10498,57845.71094,143915.6563,805719.0625,29939.96875,171456.6406,44136.01172,3649.619385,40962.85547,723978.5625,12960.70508,5199.085938,1432025.75,,20033.95508,,12739.8291,169.4649048,76988.67969,70816.48438,2004.700195,16574.0293,3120.61084,477.7707825,41391.06641,1334.67749,,8175.135254,,1701.979126,,12035.2373,310.9900818,454667.5625,,3826.452148,1116.507202,20229.3418,,1652.287842,6237.037109,4432.70752,126.9990845,3930.724121,5337.820801,39853.52734,4725.344727,9196.993164,161446.3594,16818.1582,248515.5156,52405.95313,10237.27734,48134.29688,4202.664063,112568.9375,8306.327148,51246.24219,86676.09375,180163.1094,73763.90625,7078.792969,1480.442871,8369.616211,59867.03906,,3936.200439,107568.8047,18090.0957,10114.87695,11145.79199,3648.165283,3400.377441,,140.6300659,2003.903442,,,162381.3281,1067.804321,403.8447571,20053.05273,18.40638924,5125.524902,3935.378418,91752.74219,,,13114.80371,13797.12988,250205.625,77571.75,23442.06641,10319.89355,,23447.38477,5378396.5,,325.6331177,103731.5781,68.81528473,40268.11328,,196889.3125,9984.15918,15210.11816,,2553.852295,
1971,38592.23047,446.1152039,30987.24219,63.52794266,6456.324219,77599.46875,98180.76563,,329.6151733,284739,120623.9688,,2841.530029,169561.8125,6237.214844,5180.993652,103526.2109,38233.92188,3815.294678,3587.206299,,,539.3283081,1171.564697,9019.53418,387936.9063,3611.226318,7202.828613,586.4344482,742.5507813,2577.738037,477614.625,219286.5938,78507.66406,1204924.75,14839.31641,11027.9873,56148.53516,2901.489014,113404.5313,825.9007568,490.3009033,12392.82324,304.6242981,5654.856445,,1296873.125,1176.108521,311.8045959,103585.3281,15328.04492,96587.60938,32936.98047,40696.06641,425191.2188,,18387.33398,75177.64844,2312.478271,957984.1875,4036.05835,916806.875,,42418.96094,12458.42383,1398.751709,846.6148682,570.4934692,103868.4063,195.1947784,17703.07813,42563.24609,6893.229492,,6782.108398,62146.58984,155323.5625,838611.625,31007.82031,181498.1094,46683.37891,4386.493652,45892.40234,743495.6875,13415.17285,5180.472168,1523471.875,,21775.41602,,13941.99805,180.2906342,90903.6875,77026.27344,2102.880127,18080.61523,3283.745361,501.4608154,41149.92188,1247.908081,,7902.874512,,1835.192993,,12547.5957,330.6906433,474082.9063,,3965.505127,1214.083984,20400.24805,,1733.785645,6699.464355,4499.85498,130.2177887,4187.928711,6075.245605,48873.625,4965.175293,9492.37793,181099.1094,17443.50781,263740.9375,58547.41406,9982.539063,50543.92969,4373.40332,114629.875,9266.825195,54309.14063,92243.39844,193583.8438,79376.14063,7468.775391,1702.108032,9523.739258,67771.48438,,3896.630615,130832.7969,19278.2793,10147.84375,13431.54102,3704.76001,3488.378418,,147.2018127,2136.623047,,,164859.875,1124.476074,693.8513184,22165.96094,20.48931503,5236.316895,4188.679199,96533.25,,,12633.87793,15087.42969,257540.5625,88591.02344,24760.60156,10219.7002,,23544.44922,5554756,,336.0393372,103146.375,61.01457596,40574.61719,,198192.125,10137.49609,16581.17969,,2598.030762,
1972,39485.96094,488.2218628,30737.00391,71.39857483,6704.356445,73025.00781,99528.625,,357.4688721,293662.9375,127841.5703,,2542.362061,180456.125,6530.553711,6391.443359,98313.98438,41334.5625,4075.720947,3416.848877,,,487.933075,939.7300415,9170.65332,434291.8125,3686.895264,8015.489746,595.8382568,941.473877,2476.342773,504324.6563,226387.3281,78520.03906,1168375.5,15527.04395,11576.05566,54297.73438,2907.724365,124292.9219,849.2129517,503.6376038,13217.04883,329.8046265,5960.036621,,1360294.75,1227.279053,336.1061707,108263.6016,18494.86523,109762.7422,33294.91797,43400.15234,459406.0625,,19233.57813,80491.67188,2497.295654,1009346.625,3977.384521,946076.375,,35960.66406,12682.18164,1414.541138,907.0672607,585.013916,114498.7188,216.448349,19034.56055,46796.23438,7330.08252,,6914.337402,63984.73438,173842.5781,865521.8125,33497.21484,212321.0469,51731.39453,4344.928711,51139.06641,781141.9375,14765.11816,5565.068848,1663832.5,,24028.61328,,11747.00098,190.6567993,102549.7969,79564.32813,2173.361816,20013.15234,3434.476318,509.5072021,42320.07031,1534.857666,,8529.408203,,1985.110962,,12309.0625,340.3435059,511869.6875,,3473.380859,1355.87793,19723.25391,,1795.724365,7030.493652,4655.59668,132.989563,4378.874023,6678.155273,52637.35547,5077.796387,9190.139648,194502.5469,17005.72656,275134.8125,65672.77344,10338.2002,53528.74219,4783.525879,117107.3828,9880.575195,55631.15625,97845.57031,202936.2656,85665.54688,7966.129395,2037.358887,11431.5752,75312.64844,,4079.210938,153918.75,18617.99219,10549.30566,15418.33887,3874.881592,3682.925537,,150.7470245,2113.299561,,,169495.0938,1316.498779,748.9561157,27754.58594,22.85476875,4745.937988,4372.930176,100748.1094,,,14541.94727,17703.44727,280128.1875,101287.3203,26362.77539,11248.65039,,22825.27539,5847313,,423.0764771,106937.9688,61.28569031,46329.80859,,204062.2188,11238.03418,18577.64648,,2569.833252,
1973,40279.24609,559.1889038,33386.03516,74.0796051,6939.364746,84735.5,104678.3984,,379.9157104,306831.7813,133109.2656,,2753.43335,192112.3906,6960.013184,5965.502441,82861.22656,44659.67969,4757.822266,4001.5271,,,544.7830811,908.2895508,10048.37598,490722.9375,3498.04248,9289.478516,601.2625732,1141.718506,2759.593506,541707.75,231912.3438,75862.53125,1269198.75,16378.47949,12009.83008,59747.5,3439.197754,137262.0625,903.3321533,509.1667175,14038.92578,392.0899963,5850.483398,,1427258.625,1280.02478,358.6335144,111612.8359,20276.56055,120251.6641,37145.00781,43460.58984,490597.3438,,19613.9707,85733.88281,2768.932373,1077390.625,4778.170898,1008146.25,,40389.87891,12767.05566,1531.618652,891.3861694,625.7094727,122382.4375,231.3013916,20082.25,52324.80078,7861.166992,,7299.166992,66670.92188,199273.4531,912842,34974.65625,228073,63205.73828,4825.140625,55159.88672,844062.6875,14954.84863,5256.548828,1789254.375,,24583.90625,,9434.658203,197.9037933,124734.2891,81824.59375,2352.404297,21440.06836,3602.445801,517.2855835,44630.69141,1865.82959,,9317.55957,,2449.621582,,11835.4873,339.655365,552544.875,,3546.111084,1452.316895,20297.26172,,1948.69104,7210.469238,4506.158691,134.1798706,4586.410156,6495.744141,59680.10938,5244.397949,7874.275879,234974.7656,19340.17188,297011.0938,68346.07813,10142.78711,57446.28906,4271.900879,122555.5938,10240.30273,60158.69141,105798.7109,211003.0625,94235.24219,8361.293945,1887.01355,13258.77734,83125.66406,,4235.847656,194633.9531,18430.20508,10062.61621,17087.19141,3997.906494,3872.044922,,156.0290833,2268.998047,,,176032.1719,1269.844116,783.8840332,25300.90039,24.89185905,4470.239746,4279.702637,109115.0859,,,14879.8418,17835.70703,291991.0938,115870.7813,28250.34766,11627.30176,,23196.37109,6179186,,376.4350586,121265.3125,64.13387299,44469.02344,,229726.1563,11210.68457,19376.29688,,2665.263184,
1974,42640.5,649.1333618,34559.40234,72.29262543,7271.992676,88221.34375,110070.2734,,338.1336365,297450.0938,135194.2188,,2764.987061,193778.8594,7471.446777,6406.243652,84047.34375,48551.47656,6188.187988,3790.398682,,,591.1278076,724.3756714,11104.08984,532544.875,2880.437256,11734.63672,623.6587524,1194.658569,2506.219727,555181.6875,234041.2656,71841.61719,1300513.375,17550.04102,12233.09082,63807.1875,4211.347656,149353.8438,915.8761597,517.1428833,14317.48535,446.9983215,4356.604004,,1439266.25,1217.802612,324.0837097,107063.2734,19677.67578,154624.8906,45392.22266,45065.47656,510034.7813,,19973.82617,87457.09375,2769.219971,1123290.875,6809.611328,973146.1875,,46150.42969,13313.45703,1615.095703,849.479187,646.5144043,114527.0547,195.7786713,20775.60352,51538.50781,7533.015137,,7941.936035,69897.05469,226182.7969,912713.625,34249.42969,293109.6563,74767.08594,5041.572266,56601.22266,895254.0625,14381.47168,5094.870605,1771706.375,,26905.13477,,8589.329102,199.3355713,147291.9219,89347.17188,2436.73999,21032.67188,3728.568604,506.7245789,47185.90625,1906.575806,,9124.899414,,2491.788574,,11728.23145,342.8451538,590581.3125,,3463.664063,1454.46521,20942.0957,,2061.767334,7211.300293,5081.103027,134.6474915,4448.5625,6897.40918,66662.94531,5478.225098,8800.300781,266735.6875,22535.83984,312283.2188,69997.05469,10637.49902,58876.15234,5773.807129,127196.9219,10394.93652,65530.57422,111950.4219,227634.75,94080.80469,8862.355469,2142.05957,16501.625,93140.10156,,4344.222168,303151.0313,22264.05664,10852.66016,17330.74609,4006.236816,3942.975098,,164.8156433,1999.206299,,,177230.2188,1348.965942,755.3966675,31196.5625,26.18250465,5138.092773,4697.655273,112857.2813,,,15946.51074,19661.24609,333962.8438,122114.375,28954.11523,11142.22754,,23542.07422,6145901,,328.5591125,159205.3438,64.72561646,46870.16016,,242593.8125,10758.30273,21471.16211,,2805.996338,
1975,45060.51172,700.7422485,32458.76953,75.90225983,7567.76709,112466.3984,108460.7656,,314.8480225,304033.5938,136563.3594,,2731.13623,192318.5469,6372.101074,6304.741699,80794.07813,53686.69141,5476.742188,2792.471191,,,582.9382935,784.7804565,11676.33008,557324.1875,3432.30835,12111.67676,608.6356812,1346.660034,2478.001221,563524,213621.2656,60991.58594,1363548.875,18256.3457,12692.07813,52158.03125,3974.062256,158509.2188,987.8920288,435.5406799,14787.17578,481.4347229,3506.175293,,1445837.75,1384.111206,342.1860352,105830.2188,20563.38086,166684.9844,49809.5625,50259.65625,515115.9063,,20583.79102,85953.75,2826.325439,1125141.875,7410.145996,956727.25,,41211.23047,13655.43359,1701.64502,1015.640198,690.4467773,122410.9609,228.9534149,21357.5293,52234.07031,7750.306152,,8070.725098,73451.46875,236425.2969,1002495,36006.23047,280969.4063,85928.67188,5107.490723,59543.84766,888659.625,14131.18848,4762.645508,1872699.625,,27036.74023,,8230.323242,205.660553,170592.7813,77205.94531,2602.626221,14511.10254,3421.892822,493.1112061,45928.85547,1895.579102,,7896.910645,,2701.479248,,11746.96387,318.5779114,624746.5625,,3780.080078,1818.532471,21811.28906,,2202.398682,7373.833496,5761.395508,143.8899994,4473.251953,7275.857422,64545.89063,5598.008301,8066.418945,275716,20658.93359,316202.875,78251.53125,10795.97949,58029.16016,7366.997559,131718.0313,10676.82422,68810.08594,122511.9219,241126.0625,89451.03906,9287.461914,2121.445801,16367.34082,102368.4922,,4354.663086,277947.9063,25561.69922,11196.58301,18537.39063,3970.222412,4148.842285,,173.8038025,2188.210693,,,181926.7813,1845.357422,843.1334229,37127.14453,29.27143288,5948.606934,4610.157715,119086.7266,,,15994.68359,21085.08789,360945.1875,123328.0859,31462.37305,11844.93848,,24454.23047,6134044.5,,296.6813965,155262.5313,68.35501862,42714.92969,,243932.1094,11880.77832,21038.13867,,3156.205078,
1976,49967.26563,766.6348877,31391.4707,76.89713287,7818.527832,135036.0469,108488.6484,,287.9093323,316927.5313,139917.4844,,3015.194092,205447.9688,6838.224609,6362.787109,91523.63281,56779.57422,7090.15332,3121.161621,,,545.5250854,990.0626831,12168,603285.1875,2727.329834,13306.04395,663.4594727,1524.004517,2458.890137,596033.3125,210603.4531,63465.3125,1307677.375,20514.95508,12074.52051,47051.35156,4192.286133,168650.5625,985.338623,440.9454956,15978.95215,533.8832397,4402.324219,,1521273.5,1449.876099,359.1934509,111793.2578,23497.97656,168049.6719,53255.67969,52021.71094,537583.3125,,21350.86914,85635.125,2853.643555,1177582.375,8919.275391,1003536,,37246.9375,14721.58887,1674.872559,1097.622803,691.147644,129775.8984,247.9947815,22459.46094,59820.96094,8856.094727,,9134.853516,80342.15625,256119.0156,989806.875,37691.40625,302861.7188,99489.78906,5115.694336,59596.14063,975801.5625,13315.54395,5492.168457,1988845.375,,27575.5625,,8158.386719,222.2385864,185410.1406,85189.23438,2672.241455,6174.775391,3735.598145,635.6390991,42617.78516,2237.568115,,8494.101563,,2812.866211,,11885.77637,344.1890259,658495,,4201.757813,2230.520996,22773.65039,,2270.002441,7849.926758,6237.036621,138.5083771,5961.556152,7317.836426,71911.92969,5702.588867,8699.053711,287761.5625,22276.4043,332955.6875,88250.15625,11229.61914,59615.60938,8787.203125,138739.7031,10761.53027,69309.59375,130301.7734,247970.6563,94842.39063,9955.072266,2522.052002,16486.55078,116438.0938,,5039.373535,327584.8125,29059.67383,12094.51465,21097.5918,3903.447021,4334.414063,,177.7650299,2342.033936,,,182969.9375,2158.361816,996.4055786,32440.77344,32.45560837,5604.166992,4690.506836,129406.3906,,,17761.75195,22493.94922,398793.2188,142179,34491.86719,12412.53223,,24714.91016,6464279.5,,348.3850403,163520.6875,68.30726624,46715.20703,,243731.5625,12448.33984,20995.69531,,3297.486084,
1977,51660.46484,789.8707275,32863.49219,76.49986267,8156.3125,170991.5156,115876.1563,,321.7600098,321378.9375,145612.3125,,3444.185547,207102.6094,7084.69873,7066.715332,98522.39844,59793.89844,7144.195801,3058.511719,,,590.9066162,916.1107178,12644.2666,617498.8125,2770.12207,13171.28125,709.4737549,1723.745239,2586.952393,612469.3125,214214.6094,69322.19531,1402558.375,22013.13086,13638.60938,49160.67188,4240.910156,176841.4844,1030.484619,419.2984924,17850.37109,557.475647,5523.240723,,1574319.375,1264.088989,358.7864075,114386.7188,23254.5957,185921.75,55015.13281,55069.08203,560765.5,,21701.39063,85752.90625,3058.280762,1224649,8177.888672,1046106.188,,42677.45703,14277.50781,1701.509033,877.8858643,743.6503906,131956.5625,227.7798004,24367.89258,66559.86719,9921.892578,,9422.412109,89894.21875,275220.1563,985823.375,41409.83594,340012,82028.57031,5758.036621,59528.34766,1025202,12596.59766,5512.480957,2118972,,30901.90039,,6990.404785,225.0373688,201867.8594,82077.84375,2625.901367,13419.16211,4003.890137,700.9718018,41403.41797,2486.775146,,8537.513672,,3051.519531,,12133.2002,364.5235596,684272.625,,4372.577148,2468.091064,23768.84961,,2487.76709,7801.888672,6151.994629,136.8410492,6253.562988,7386.746094,77069.61719,5678.174316,9731.18457,314666.9688,25921.33398,335758.0625,89196.86719,11526.89648,57276.96484,9873.058594,143307.5781,10680.92188,68259.07813,134909.9531,255661.4688,100296.1406,11162.5293,2460.401855,13406.2168,125047.3906,,5238.437012,322493.5625,32688.28711,12156.20801,21851.83789,3943.864258,4495.421875,,214.8296967,2490.580811,,,178208.0938,2168.10083,903.3632202,23691.50781,35.90813065,5321.401367,5574.710449,143669.4063,,,18315.2832,23455.10352,391531.75,153703.6094,33554.34766,12905.02734,,24506.28516,6764340,,341.9240417,165846.875,71.92916107,54235.72656,,237888,10847.5752,18878.35742,,3151.694092,
1978,54833.19531,906.7666016,29549.97266,82.02297211,8501.085938,167346.3594,113830.6406,,325.559967,336176.2813,144919.25,,3481.200684,215356.3594,6878.222168,7769.73584,101226.5313,63106.83594,8016.766602,3939.425293,,,613.0464478,933.8120728,12655.99707,641876.8125,2663.844238,14468.40918,765.3325195,1927.781372,2642.445313,637106.5625,217319.8594,74456.91406,1614265,24126.29492,17030.04688,48255.09766,4181.506348,189846.125,1049.510986,459.1898499,18714.64844,635.4920654,6144.213379,,1624749.75,1325.510742,402.8880615,117481.5234,23338.99414,209207.3125,58151.81641,58616.16797,577320.75,,22089.38477,89047.40625,3192.813965,1279007.625,9045.977539,1118682.75,,42588.92188,15213.21094,1800.255127,1024.135864,699.4307251,141341.8906,258.4315491,25438.6543,73187.07813,10642.32031,,9805.415039,100756.4375,300207.4688,964505.6875,45238.30859,240710.7656,97596.82813,6013.323242,62101.53516,1084275.375,11942.34375,7041.912598,2273140.75,,33445.09375,,6978.071777,246.9274292,220490.9063,86804.89063,2660.712402,12164.99414,4192.192383,845.9244995,41535.27344,2780.88208,,8998.345703,,3320.556885,,11881.64453,391.0737,748640.5625,,4333.851563,2887.615723,24678.27344,,2593.996826,7979.473633,5397.314453,140.6347656,6420.055176,7678.794922,82774.83594,5814.395996,10256.45898,328591.75,21457.78906,346746.0625,97964.60156,11952.85059,56661.46484,11762.63965,152831.5469,11521.5,66143.92188,143502.4688,258562.0938,102767.1563,12294.42969,2884.671875,16325.26758,134591.9531,,5421.75293,330604.7188,33124.625,11943.24219,26743.48828,4064.911865,4801.443359,,233.6066284,2808.959717,,,182222.5,2062.640381,1127.233276,22735.75,39.64573669,5487.700684,6322.566895,157762.0625,,,20861.11133,24995.24805,378414.625,176034.0469,34222.45703,12687.75195,,25721.52344,7138520.5,,383.1831665,165829.3906,77.49523163,54727.68359,,247979.7188,10191.43457,20815.60938,,3025.552979,
1979,57708.76172,1045.745972,30551.35547,88.77042389,8729.451172,204455.4063,121296.6094,,398.9448547,347887.0313,149722.2031,,3534.162354,220391.3438,7162.32959,7874.654297,107397.9375,67796.49219,6967.441406,4512.208984,,,643.1956177,916.9954834,13088.77539,684853.5,2737.681641,19474.61133,803.4772339,2152.600586,2590.249756,664773,224135.0156,80128.82031,1694557.5,24388.56445,17911.18945,55169.57422,4833.080566,196734.5469,1130.878296,476.0505371,19464.53906,734.1383667,6973.899902,,1689691.5,1316.185425,340.4860229,120827.1641,24002.69141,224949.5781,60799.50781,58803.97266,582282.375,,22577.22656,95646.375,3722.182617,1327218.75,9638.200195,1183203.375,,39987.6875,15001.39258,1737.310547,966.27771,661.5856934,143539.6406,250.368866,26841.82031,80461.88281,10863.51465,,10448.7041,108306.2891,328135.9688,896979.6875,46953.94531,227190.7344,122601.9063,6247.712891,64182.93359,1179827.625,10939.58887,7773.403809,2414159.75,,33209.32031,,6104.128906,268.0559082,230542.4375,110484.25,2574.071533,14302.41797,3501.265869,850.2600098,37983.77344,2539.354004,,9137.271484,,3505.023682,,12657.07422,410.4367981,830758.125,,4934.805176,3119.915039,26145.13281,,2706.087891,8172.623047,5850.825195,156.9632568,6019.627441,7515.615723,90702.26563,6028.918457,11493.02051,344977.3125,13346.33691,355195.3125,105745.8672,12527.06641,56146.89453,13310.17188,159013.4531,11832.88184,67722.46094,146121.5,260031.3906,107120.7266,13088.34277,2719.913574,18963.33398,146565.2344,,6078.30127,370447.1875,31715.62695,12757.43359,31194.46484,4073.307861,4783.308105,,272.118042,2775.385498,,,186654.3594,1998.626709,1328.302368,20116.70117,42.95067596,4348.489258,6654.039063,166190.1719,,,22037.13477,26733.23438,371860.3125,193469.6406,34584.85547,10790.08496,,27978.9043,7364004.5,,392.5815125,180416.2969,84.82028961,58636.63672,,258402.7188,9878.088867,21788.71875,,3024.062744,
1980,58014.74609,1158.847656,31178.47656,90.35993195,9260.68457,322841.5938,122182.0703,,324.0381165,360795.875,149388.875,,3639.0896,228897.1719,7671.224121,7908.827637,107734.9063,69228.66406,8403.47168,5636.074219,,,711.4119263,699.8024902,13134.93848,687080.0625,2564.728027,20006.24805,800.3820801,2330.931641,2400.727051,674516.8125,232879.3281,84871.9375,1730788.25,21669.91406,19953.19141,57487.95703,4758.429199,207268.7344,1248.872314,510.255188,19463.37109,806.6135864,7320.138672,,1697499.125,1365.886108,364.4082031,119332.0234,22681.56836,228370.75,63807.08594,60951.06641,602432.875,,23963.2793,100164.125,3659.966553,1347289.375,10224.92285,1198470.375,,40376.89063,15629.43262,1741.974243,929.0267334,700.7744751,145527.8906,259.9150391,28066.30469,85216.11719,11004.41895,,11102.38281,117528.4688,366509.75,925823.9375,47779.48828,155814.9063,126178.8594,6538.605469,65070.42578,1255948.5,9730.053711,8689.362305,2548291.25,,34815.35156,,5913.749512,281.9736633,215315.375,90312.78125,2849.477783,15158.58594,3796.008057,801.880188,38075.29297,2228.575928,,8743.459961,,3659.126709,,12834.84277,524.0673828,922787.5,,4765.453613,3039.574707,28100.80273,,3140.581787,7926.709961,5822.47998,169.4897003,6036.096191,7719.348145,99089.99219,6219.540039,11346.69043,376510.375,18269.96875,365268.0625,112736.1016,11994.31641,56337.11719,14774.07129,170840.3438,12827.22656,74669.9375,160141.4844,235539.8125,110422.3203,14695.90137,3088.122314,20599.05078,151230.7656,,6187.039551,423249.1563,32646.70117,12233.36035,32172.21094,3837.590576,4435.279297,,223.4536133,2455.345947,,,185078.7656,2073.79126,935.8217773,19172.00195,46.24326324,4062.028076,6160.716309,173764.875,,,23432.08984,29332.79883,369498.4375,207446.5,32848.51563,10221.10449,,29823.94727,7341787,,386.3887939,182420.9063,92.67845917,61542.90625,,286721.5313,9437.675781,23137.10742,,3060.639893,
1981,59142.41797,1247.07312,30805.71484,93.64125061,9632.572266,310732.5625,123073.5859,,348.5062866,376393.5,148456.2188,,3887.024414,215930.7344,9738.036133,8468.40918,110135.1328,74765.25781,7654.070313,4645.754395,,,667.0698853,702.9821167,13512.0127,711346.1875,2537.799561,18998.79492,948.3630371,2644.535645,2811.522949,694192.75,231541.8125,89147.48438,1747576.875,22778.42188,22548.61719,55201.98438,3866.568604,208584.875,1223.431519,548.5894775,19295.22852,871.1658936,7354.336914,,1656873.125,1383.3573,417.5007629,114809.4531,25786.59375,251713.2031,65791.95313,71317.96875,572464.25,,26831.20703,101224.6719,3568.717041,1318136,9603.022461,1172273.5,,37917.86328,15450.83496,2067.785889,1045.014893,726.3930054,145794.5938,241.1931,29041.26758,89737.66406,11280.51465,,10689.13086,119069.3047,397277.9063,919979.875,48300.05859,140463.6875,119339.2031,6814.258301,68988.89063,1233826.75,9580.865234,8756.103516,2540813.25,,35620.42188,,5855.605957,297.0920105,228231.375,75887.00781,3296.505127,15044.13086,3307.998291,743.2071533,41054.25,2323.977783,,8304.75293,,3922.516357,,12519.76758,504.8234863,995977.0625,,5457.249512,3404.554443,29888.28906,,2887.255859,8535.337891,6156.880371,173.0847473,6286.958984,8024.905762,105046.8047,6310.842285,10826.18457,353479.3125,19383.75195,352141.25,113027.8594,13344.85742,58090.16797,17135.72852,181617.6563,13860.23633,80955.4375,168138.9219,222706.1563,109499.9922,16330.71387,2716.744141,19154.33594,149700.7656,,7098.762695,428337.4063,34699.3125,12626.13574,31180.69336,4127.289063,4220.484375,,200.8001404,2530.48877,,,187116.7813,2232.289795,846.9631958,18790.13477,51.33874893,3671.676514,5572.907227,184199.8438,,,24375.72461,31107.58789,413993.125,219478.1563,29393.73047,10798.48535,,30169.92578,7524190,,415.317627,182199.1406,90.31036377,63106.08203,,300071.9375,10777.0625,28335.0332,,3104.730957,
1982,66768.14063,1353.783447,31218.00977,94.99145508,9687.836914,286306.5313,129375.3047,,375.4953613,368875.9063,150489.75,,3848.725342,211063.7344,7084.713867,8501.688477,110377.3047,78017.33594,6471.319336,4934.541016,,,697.0177002,715.1503906,13273.00391,730612.6875,2645.679932,17907.56445,1000.940796,2860.141846,2843.731445,678507,231994.5,78338.0625,1877716.5,23479.60938,25696.91406,56492.86328,4350.610352,210563.5781,1328.653687,596.7636719,18082.91602,952.4025879,8037.498535,,1630394.375,1495.343628,442.1321106,117609.7344,26541.00977,263496.8438,64939.14453,73001,557666.0625,,29529.78516,103023.1875,3489.126221,1324084.375,9082.131836,1178597.875,,32600.06641,15904.33105,2223.189697,1078.385254,769.213562,142375.7031,260.7752991,28741.00977,92609.79688,11443.01367,,10184.48047,120258.4844,404497.7188,901673.8125,49393.76953,172940.6406,115313.9844,7135.195313,71436.29688,1222152.75,9607.44043,9435.138672,2518343.5,,37078.27344,,5846.166992,290.9863281,246584.7344,68817.76563,3571.118408,10082.3623,3320.448975,774.9625854,40977.73828,2501.004639,,8532.860352,,4058.794678,,12720.90332,734.3972168,988052.1875,,5986.356934,3752.321533,31784.52734,,3429.793701,8522,5843.358398,183.7753754,6523.018555,8470.125,112060.0469,6541.648926,10993.30664,309567.0313,18647.00391,343919.0625,112022.25,14206.7168,58862.6875,17902.08594,191595.5,14032.15918,81808.64063,177838.125,221127.0469,111021.6563,16421.00391,3188.431885,16221.48438,157207.0469,,6873.469727,361919.75,37199.77344,15019.80859,34367.58203,4470.121094,4198.98877,,209.1067657,2396.993652,,,190413.4844,2398.709717,755.1740723,19454.06055,57.8864975,3962.680176,5498.728516,192041.5781,,,25348.71289,32077.60742,411480.25,227183.1875,29845.20898,12191.35156,,27240.15625,7380424.5,,443.6492615,172597.0781,92.65792847,63172.94141,,305185.5,11289.28223,30042.0625,,2678.319336,
