Summe von AggValue,Spaltenbeschriftungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeilenbeschriftungen,MAR,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE,CUW,GUY,SXM
1950,12662.17871,,,,,,50511.76563,,,114696.0469,41518.45703,,,73079.47656,,,,,,,,,,,6707.473145,85323.54688,,,,,,176409.8125,80791.86719,,,,,25129.19141,,40697.98438,,,3239.699707,,1532.689453,,357997.5938,,,44725.94141,,,11352.92773,13537.25293,109208.0547,,7835.280273,25994.63477,,317923.9063,,503021.4688,,,,,,,,,7084.10498,,3313.787598,,,,,358789.2188,16794.14648,,,1359.860229,6253.920898,214976.9219,,,236721.0938,,9688.041992,,,,,,,,,,20831.8457,,,4043.380371,,,,,,139605.5625,,,,,,,,,,2392.79834,,,,,58341.02734,4704.378906,86290.03125,30406.76563,,22645.83789,,47288.51172,1845.793945,17484.53906,28306.9082,,23996.56641,,,,,,,,,,,,1251.349854,,,,,,71584.64063,,,,,,,23781.18555,,,3681.507568,,70565.67188,,,4882.23877,,14341.93652,2487508,,,29629.19727,,,,77631.1875,,,,,
1951,12504.02441,,,,,,51700.11328,,,110977.4531,43585.21484,,,75181.19531,,,,,,,,,,,7382.917969,87631.28906,,,,,,182325.5156,88299.20313,29986.09766,,,,29593.24219,,41317.53125,,,3337.616943,,1623.074463,,399758.125,,,43644.69531,6103.237793,,11805.72754,13968.68359,128593.25,,8880.632813,29409.90625,,336081.9375,,518355.1875,,,,,,,26709.21289,,7117.118164,,3392.108887,,,,,372340.4063,16539.26563,,,1331.621094,8184.39502,233771.1719,,,263308.3125,,11238.06641,,,,,,,,,,22490.27148,,,4197.038086,,,,,,150291.5938,,,,,,,,,,2485.607666,,,,,58977.125,5367.938965,89913.75,31451.31445,,20778.48828,,47636.91406,1757.340332,18806.17383,28883.45508,,26523.32227,3703.472656,,,,,,,,,,,1217.953857,,,,,,73347.78125,,,,,,,23010.17773,,,4084.976318,,87262.35156,11698.23242,,6083.42627,,16741.79883,2688159.75,,,32992.24609,,,,80374.78125,,,,,
1952,13571.12988,,,,,,47280.32813,,,110426.8906,45118.83594,,,77680.42188,,,,,,,,,,,7341.844727,97869.17969,,,,,,199436.0313,88759.66406,32608.26172,576916.1875,,,31835.04102,,44301.77734,,,3786.804932,,1826.834106,,439732.8438,,,44865.28516,6379.554199,,12976.14844,13544.67969,135437.3906,,9171.652344,30379.42383,,347803,,520745.3438,,,,,,,26353.30859,,7340.518066,,3414.796631,,,,,384929.4063,17384.13867,,,1325.70813,8122.475586,243274.6563,,,292238.5625,,10494.13184,,,,,,,,,,21598.93945,,,4690.179688,,,,,,157435.5156,,,,,,,,,,2565.984375,,,,,59861.76953,6220.363281,92972.39063,33539.54688,,21893.93555,,47017.58594,1934.234497,19962.64258,31804.4082,,27779.49805,3588.061523,,,,,,,,,,,1317.733643,,,,,,74939.46094,,,,,,,23055.74805,,,4304.87207,,97926.5,13595.44824,,5749.849609,,16022.05859,2795585.75,,,38293.89844,,,,75522.45313,,,,,
1953,14089.15039,,,,,,50378.66797,,,124582.2969,47730.43359,,,81065.5625,,,,,,,,,,,6044.528809,101674.3438,,,,,,209610.9375,92451.41406,33544.91016,650393.5625,,,36095.20703,,48209.01953,,,4564.071777,,2067.76709,,478234.2188,,,48077.10547,6430.05957,,13772.60254,13643.21387,130734.3438,,9841.553711,30269.49805,,363269.625,,550404.8125,,,,,,,30117.87305,,7645.672852,,3689.082031,,,,,406354.375,18069.44141,,,1540.052368,8281.423828,262611,4966.192383,,307397.4375,,10148.68457,,,,24681.03906,,,,,,22123.59375,,,4333.826172,,,,,,155605.4688,,,,,,,,,,2543.855225,,,,,62686.76172,6579.72998,101351.9766,35679.24609,,22739.95313,,49301.32813,2124.101318,21081.87695,35686.75,,29380.33008,3406.448242,,,,,,,,,,,1440.963867,,,,,,78563.21875,,,,,,,21399.66797,,,4430.137207,,109693.3438,15212.18945,,4748.230469,,16926.80664,2928556,,,39514.19141,,,,83842.85938,,,,,
1954,14881.32227,,,,,,52633.07422,,,133412.6563,51001.19531,,,84604.74219,,,,,,,,,,,6272.417969,110126.4297,,,,,,208320.7813,98463.03906,35848.53906,602422.25,,,37282.20313,,52677.375,,,4757.443359,,2308.148193,,517334.9375,,,49612.13281,7057.45459,,15276.82129,14158.6416,147424.1875,,9908.066406,33415.57422,,382673.625,,570292.625,,,,,,,30702.35938,,7790.962891,,3433.177246,,,,,422968.3438,18295.17969,,,1699.421875,9881.837891,273421.0313,5521.012207,1507.38623,323044.3438,,11195.8418,,,,25566.36133,,,,,,23637.39063,,,4207.418457,,,,,,172522.0625,,,141.6377411,,,,,,,2508.724609,2392.555176,,,,69552.86719,7130.960449,107211.8125,36598.60938,,24934.16211,,49719.55859,2260.183594,22426.89648,38293.53125,,30601.73633,3723.977783,,,,,,,,,,,1457.443115,,,,,,82393.21094,,,,,,,23323.15039,,,4713.737793,,99977.21094,16631.46484,,5169.871094,,18643.19141,2910510.25,,,43570.00391,,,,90949.55469,,6206.739746,,,
1955,14721.41309,,,,,,56270.61328,,,138949.9531,55802.47656,,,87987.39063,,,,,,,,,,,6663.809082,118162.9688,,,,,,224663.3594,105341.3828,34937.56641,661626.0625,,,39765.77344,,54317.03906,,,5171.393066,,2361.237793,,586749,,,49299.67578,7123.13623,,15767.97949,14621.56348,154753.8438,,10103.99707,35955.01953,,402249.25,,588934.5625,,24298.97656,,,,,32718.56641,,7825.634766,,3489.495361,,,,,430654.4063,18698.26367,49512.44531,,1919.556519,11227.45801,291161.9375,6042.924805,1261.751099,348957.0625,,11808.58887,,,,27445.58398,,,,,,25498.57422,,,4514.647949,,,,,,184785.5625,,,147.8726196,,,,,,,2631.048584,2537.185791,17221.0332,,,66921.80469,7635.66748,115221.7891,37088.59375,,25825.67578,,48841.61719,2421.106689,23485.62695,41323.66406,,31620.89453,4042.339844,,,,,,,,,,,1533.320557,,,,,,84454.80469,,,,,,,21535.57813,,,5134.633301,,108833.0156,17887.54492,,5190.397949,,19165.20117,3119068.25,,,44934.10938,,,,93986.51563,3917.186768,6369.911621,,,
1956,15012.70898,,,,,,57369.76172,,,140938.2188,59770.51172,,,90628.07031,,,,,,,,,,,6262.168457,122161.9375,,,,,,242715.3906,113187.7188,34199.19531,705842.8125,,,41089.20313,,55409.07031,,,4995.188477,,2656.016113,,633719.6875,,,50228.28516,7633.774902,,16215.33594,15073.09473,165414.375,,10524.72363,36689.97266,,422147.25,,599574.5625,,25019.5332,,,,,35512.21094,,8321.868164,,3924.843018,,,,,447109.9375,18422.23828,53708.50391,,1922.028442,12499.90332,302123,6695.879395,1754.263672,372289.3125,,12164.73047,,,,28012.34766,,,,,,23616.30273,,,5010.07373,,,,,,196361.875,,,192.5044556,,,,,,,2707.312256,2701.165771,18229.45898,,,64632.81641,7584.873535,119874.8672,38553.14063,,26388.69531,,51898.28516,2509.700439,24178.9668,42731.26953,,32894.47656,4131.434082,,,,,,,,,,,1615.995239,,,,,,87378.47656,,,,,,,22558.93359,,,5664.924805,,109120.2578,19271.81055,,5218.133789,,19059.41992,3184018.5,,,48605.19141,,,,99694.60156,4421.546387,6955.971191,,,
1957,14832.19434,,,,,,60171.92578,,,141741.0625,62839.86328,,,91899.77344,,,,,,,,,,,6120.524902,132737.9375,,,,,,248109.0781,117480.1875,37692.73047,729378,,,40721.85547,,55192.71484,,,5338.405762,,2705.033936,,670471.4375,,,52652.375,8129.949219,,16723.74805,15658.50586,172340.5,,10410.19727,37017.32031,,445595.7813,,609784.375,,24462.87305,,,,,38242.34766,,8740.530273,,3998.053955,,,,,448314.25,18282.39648,61852.10156,,1926.280762,13494.0625,315015.8125,7547.157715,1851.003296,398755.125,,12705.98047,,,,30511.48828,,,,,,24513.74023,,,5168.865723,,,,,,210485.9844,,,182.2794037,,,,,,,2825.546875,2913.82251,18430.91797,,,63952.17969,8207.453125,123946.1641,40215.35938,,27515.91406,,51797.36719,2771.377686,26040.25,45404.34375,,34236.77734,4080.270752,,,,,,,,,,,1692.62854,,,,,,88990.45313,,,,,,,25503.34375,,,6171.754883,,132754.875,20902.64844,,6052.441406,,19646.79102,3252465,,,52995.94141,,,,105315.2266,5009.319824,7686.125977,,,
1958,15969.2168,,,,,,64713.64453,,,153543.9844,65802.03906,,,92133.72656,,,,,,,,,,,5868.075195,141161.5469,,,,,,255517.3594,113750.7891,39324.66016,745099.0625,,,40695.80078,,55247.03516,,,6036.638672,,2411.564209,,697558.5,,,54169.14844,8040.541992,,17070.60742,16137.13281,180164.6563,,10497.29395,37370.39063,,462416.2813,,615616.125,,25981.83984,,,,,40359.74219,,9296.584961,,4193.414063,,,,,480169.6563,18186.86719,69003.49219,,2154.02832,14748.05469,331895.3125,7764.789063,2144.076172,431091,,12981.1377,,,,31856.4043,,,,,,25769.20898,,,5152.424805,,,,,,221343.3281,,,268.0344238,,,,,,,2761.32666,2967.790039,18387.65039,,,68237.66406,8284.97168,125116.8125,40445.36328,,28660.78516,,51998.25,2859.086426,25820.77148,47403.03906,,34814.69922,4358.018555,,,,,,,,,,,1783.093872,,,,,,92521.66406,,,,,,,26394.08594,,,6769.835449,,146472.2969,22593.54688,,5811.627441,,18696.53711,3228752.25,,,56418.78516,,,,105984.1094,4960.829102,7709.841309,,,
1959,16668.82031,,,,,,60581.76563,,,163421.5781,67823.16406,,,95046.97656,3371.13501,4883.57373,77824.39844,,,,,,,,6224.898438,147250.3594,,,,,,265259.3125,122554.2266,38755.03906,709001.1875,,,40627.30469,,58292.30859,,,6043.128418,,2571.731445,,756829.4375,,,58632.20313,8993.84082,,17971.44531,17565.48242,175170.5781,,11126.65527,40254.22266,,474598.25,,634981.3125,,30176.65039,10096.90625,,,,41869.15234,,9835.019531,,4316.575684,,,,,484695.4063,18885.00195,77066.00781,,2218.510254,16634.92578,355380,7986.382324,2462.668457,470748.5,,12575.31152,,,,32308.12305,,,,,,26960.2832,,,5194.103027,,,,,,226009.8594,,,306.9707947,,,,,,,2857.839355,2863.301514,19658.49805,,,76035.19531,8405.083984,132519.7656,41674.45313,,29994.44141,,55636.10547,3033.463135,26258.12695,52069.55469,,36643.97656,4403.688477,,,,,,,,,,,1844.635864,,,,,,97935.90625,,,,,,,29110.64063,,,7321.136719,,142995.2344,24625.50977,,6066.169434,,18018.64258,3452001.75,,,59500.50391,,,,107298.1016,5608.970215,8714.637695,,,
1960,16707.80078,,,,,,65001.01953,,,163815.375,71811.03125,,1920.344482,94902.82813,3686.548584,4866.008789,84070.71875,,,,,,,,6355.062988,160814.6406,1877.898438,,,267.9861755,2040.328491,268950.4063,130307.9453,41185.13281,668069.375,5806.906738,7993.597656,43226.07813,1149.99353,61454.39063,330.5561829,242.8383789,6489.643066,,2364.410645,,814018.9375,,,60325.72656,10366.44238,119033.0938,19135.00195,18414.10352,195453.5,,11652.93848,43334.87891,1113.867432,508478.8125,1747.209961,657585.625,,32567.03711,11154.02832,905.4055786,505.8985901,288.5630188,42307.99219,,9883.572266,16585.85352,4234.461914,,5822.237793,,132177.875,522233.6875,19165.02344,82184.10938,,2184.578613,17028.88672,384018.2188,8249.334961,2540.569092,528216.8125,,13411.48633,,,,32588.54688,,,,,,28567.01172,717.0235596,,5077.375,,,,7697.745605,,243282.6719,,3458.330322,109.7817307,,,,4058.952637,1874.418457,,2563.562744,3149.169678,20788.29297,2397.183594,6837.700684,84621.92969,8391.449219,140448.1094,41019.65234,7627.390137,33215.76172,,55815.25391,3123.71582,28795.98438,51891.44922,,38830.70703,4476.066895,,,26867.375,,2958.059082,,,8336.789063,2514.95874,,1777.472046,,,,,,97401.5625,,216.6391754,10849.27832,,4232.34375,1804.389526,31972.81055,,,8107.472168,6878.818848,140516.6563,26198.72852,11314.75488,6033.318848,,18699.12695,3540698.75,,,55081.71094,,,,110542.3672,5621.804199,9289.723633,,,
1961,21747.33984,,,,,,67339.90625,,,167788.4063,76145.32031,,1679.246338,100462.1641,3786.097412,4645.18457,84746.82031,,,,,,,,6546.188965,183701.1563,1973.785034,,,294.4950256,2213.847656,280358.5938,140495.9063,40270.02344,569134.875,6167.347168,8281.427734,36698.48438,1118.537231,65321.63281,360.352417,287.0291748,6458.209961,,2639.730469,,840632.75,,,64411.86719,10163.88574,100861.1953,20001.58789,19572.0957,219145.5938,,12238.73242,47267.73438,1141.903442,532654,1855.182983,676164.9375,,31299.75,12039.62598,856.2052612,537.6730957,295.3439941,48165.32031,,10524.11133,17410.09766,4458.956055,,5696.336426,,144871.4063,542261.0625,20321.41992,86019.875,,2272.669678,19104.27734,415976,8658.573242,3081.834961,586466,,13480.34473,,,,35297.32031,,,,,,28576.34961,743.5335693,,5145.308105,,,,8197.21582,,250905.2969,,3499.352783,142.549408,,,,4208.3125,1864.276611,,2887.749268,3247.651611,22739.29297,2432.505127,7355.819336,87346.21094,9041.345703,143585.1875,43417.37891,7700.080566,35262.82813,,58815.75,3523.335693,31009.88281,54686.875,,41213.54297,4773.776367,,,29757.46094,,2861.562012,,,8497.388672,3055.865967,1910.994751,1922.41626,,,,,,103857.6797,,219.1727142,11404.54492,,4478.611328,1973.980225,34208.53516,,,9358.84082,7183.490234,143331.9688,28808.52539,11730.94141,6204.299316,,19122.73633,3630272.5,,,56381.19922,,,,115381.0234,5857.80957,9850.139648,,,
1962,25322.79297,,,,,,68889.10156,,,176918.7344,79228.70313,,1854.448486,109009.625,3711.922607,5024.634277,90983.17188,,,,,,,,6721.623047,198406.9219,2110.071289,,,328.6005249,2214.986572,300346.375,148575.2656,50875.77734,616336.3125,6618.006836,8346.206055,45353.79688,1538.045532,68612.10938,443.2253113,246.210144,6985.566895,,3126.137695,,875999.125,,,68889.91406,11371,52485.65234,20736.73242,20811.57813,241519.2188,,12820.90723,48541.63281,1171.578979,571775.25,1969.070557,689227.5,,31579.88672,12549.21191,872.8352051,545.5311279,304.0523376,47692.20703,,11052.66113,20184.1543,4755.066895,,6092.293945,,136917.0156,566382.375,21484.83398,84965.54688,,2401.29126,21240.27148,442910.4688,8893.768555,3247.448486,645799.5,,14838.76172,,,,35940.86328,,,,,,30848.46289,884.571228,,5441.189941,,,,8776.742188,,260819.2031,,3543.644043,293.4160767,16948.35742,,,4709.626465,2129.322998,,3180.0896,3327.060791,24471.72266,2894.365234,8150.537598,90991,10285.23047,151812.1563,44784.92969,7940.700684,36604.33984,,63341.01172,3949.76709,33954.73047,59282.31641,,44756.89453,4812.474121,,,32622.2207,,3165.892334,,,8791.730469,3900.555176,2261.868164,2224.057617,,,,,,110163.9531,,234.2608948,14468.98047,,5192.888184,2050.629883,36557.40234,,,9097.71582,7380.685547,152756.8281,31226.48438,12913.95703,6373.576172,,19573.33008,3852552.25,,,58869.36719,,,,121379.2266,5953.455566,9796.635742,,,
1963,29653.5332,,,,,,66452.4375,,,190072.5938,82431.60156,,1907.501343,113974.7813,3921.793213,4852.578125,96370.50781,,,,,,,,7235.577637,211859.7031,2083.994141,,,345.2979736,2089.88501,317077,155650.625,52632.92578,691066.4375,7545.346191,8895.993164,43680.74219,1727.793335,70565.15625,483.5192566,206.4036255,7404.74707,,3186.456543,,897609.1875,,,70216.75,11121.72949,62272.42578,21216.26758,22533.13086,263997.9688,,13127.78711,49225.36719,1348.83728,608212.25,2427.382813,716701.9375,,34569.00391,12955.79004,921.1185913,594.2491455,345.1828003,53856.77344,,11775.41992,22848.87891,4871.276367,,6031.419434,,126129.8281,602449.5625,22482.78906,90315.39063,,2715.378174,23783.10352,463448.3438,9607.082031,3456.398926,699231.9375,,15181.08203,,,,39955.03516,,,,,,29740.66602,987.4537964,,5532.891602,,,,8795.304688,,284272.2813,,3473.32959,52.92269135,18947.71875,,,4781.988281,2015.268799,,3257.668457,3375.650879,26439.35352,3105.415527,8858.058594,96816.97656,11212.20898,154683,46847.72266,7976.411621,38888.29297,,67454.625,4257.753906,35930.35547,62855.04688,,47262.70313,5069.838379,,,35253.96484,,2822.776611,,,8900.538086,4723.211914,2458.983643,2313.890381,,,,,,116207.0391,,261.5967407,12830.06445,,4661.054199,2188.253174,39034.52734,,,10031.14648,8143.611328,167209.2813,34351.61328,13936.12402,6483.472656,,19162.0293,4019658.5,,,64336.875,,,,131937.0625,6290.034668,10002.86523,,,
1964,31584.80078,,,,,,69475.60938,,,199226.1563,86282.27344,,1938.896729,121865.4453,4141.383789,5028.683594,95269.96875,,,,,,,,7652.899902,220949.1563,2080.61084,,,368.4106445,2186.830078,338549.8125,164851.3906,54260.83984,778861.8125,8746.913086,9203.999023,39646.36719,1844.755493,76194.44531,548.909729,223.3524475,7778.962402,,2737.617676,,964674.625,,,75939.59375,11470.33887,65276.28906,22896.32617,25480.23047,277118.4375,,13904.48242,50854.08984,1561.810059,648111.1875,2691.870361,758724.6875,,37005.74219,12011.25781,1025.294678,610.2851563,348.1683655,57765.76953,,12178.15527,24818.21094,5171.99707,,5972.013672,,120190.7188,644214.5625,23158.30469,96791.04688,,3054.364502,26042.58008,476457.7813,10108.45117,3975.996582,778516.75,,16543.92969,,,,43477.70703,,,,2060.642822,,31465.86133,1059.622437,,6006.952148,,,,8947.623047,,321208.5,,2800.25293,263.1828613,17732.08008,,,4967.694824,2754.077148,,3714.824463,3352.260254,28732.93945,3504.701172,8752.790039,97000.44531,12594.55371,172735.1406,49812.57422,8786.399414,40556.37109,,72414.27344,4471.919434,38210.44922,64092.41797,,49068.27344,5218.957031,,,37408.41016,,2500.263184,,,9164.59082,4908.790527,2527.934082,2467.825439,,,,,,124762.4453,,284.9376221,15992.67383,,4689.357422,2520.165039,42240.90234,,,10747.80469,8370.138672,172263.2813,38799.63281,16145.3623,6992.662598,,19855.2207,4252923.5,,,71486.42188,,,,140921.1719,7128.624512,9687.570313,,,
1965,31295.09375,,,,,,77955.89844,,,201510.5,89254.97656,,2006.337646,126369.7031,4512.785156,5008.779297,93674.22656,,,,,,,,8066.375977,235124.6875,2191.829834,,,356.1485596,2218.953613,358850.9688,168636.0781,52509.61328,861736.1875,8363.174805,9721.759766,45398.47656,1830.551147,76241.89063,577.8170166,235.8641052,8620.227539,,3521.871094,,1014527.813,,,79500.39063,10748.60254,69740.8125,23649.55273,26453.80859,293117.3438,,14935.4248,54115.78906,1337.384033,679365,2930.407471,778927.5,,36473.28125,12442.30469,1146.87793,643.6079102,378.436615,64144.23438,,12621.64844,28170.64063,5590.810547,,6020.394531,,140324.5,634524,23624.55273,103697.7578,,3338.782715,26260.41016,490878.7813,10409.25586,4510.508301,829537.5,,17478.11328,,,,45844.82813,,,,2223.135742,,31255.56055,1087.53125,,6156.631348,,,,8920.957031,,337554.625,,3061.815186,617.4130249,19126.41406,,,5040.697754,3207.87915,,3508.878662,3887.973389,30598.16602,3649.619385,9121.610352,109005.4844,14163.02539,179888.2188,52407.80469,8659.537109,43190.38672,,79526,4908.868164,40708.15234,67125.13281,,52575.08984,5533.421387,,,41216.375,,2658.957764,,,9354.914063,5241.255371,2589.223877,2624.772461,,,,,,129242.2734,,263.2449951,15759.98828,,4913.572754,2879.890869,47175.89844,,,10391.33398,8724.650391,176195.6875,44328.15234,16431.00977,7054.678711,,19861.65625,4528655,,,73095.22656,,,,148778.5156,8556.837891,10682.87305,,,
1966,30465.66211,,,,,,79723.92188,,,216166,94214.13281,,2083.693359,131137.2656,4668.053711,5055.856445,94547.83594,,,,,,,,8781.902344,247165.1875,2334.279541,,,392.6666565,2230.480225,384657.9688,172956.6875,59015.44141,887917.125,9434.416992,10227.07129,48721.25781,1734.334473,80481.28906,645.828186,296.4043884,9160.838867,,3701.95459,,1046369,,,82163.625,11156.85547,63045.01953,24468.08203,27517.60938,315906.125,,15521.2334,56154.73438,1383.466431,718350.8125,2761.647217,799774.0625,,36149.28516,12694.79395,1170.987793,591.7664795,420.8884583,69388.70313,,13393.4707,29687.83789,5826.993164,,6047.241211,,118230.9766,635244.375,24164.64063,112263.9688,,3592.849854,29282.17773,520583.4688,10652.11523,4768.687012,917989.4375,,19310.54883,,,,52228.98828,,,,2457.466064,,33984.55078,1162.169434,,6347.79834,,,,9458.685547,,358321,,3080.281982,720.0622559,18793.87695,,,5113.482422,3215.107666,,3620.404541,4503.271484,32853.84375,3884.595459,9051.667969,109934.7188,14381.91211,186511.9063,55031.43359,9346.78125,46260.61328,,88110.99219,5323.44873,44017.97656,70164.02344,,54077.89453,5567.843262,,,43623.03906,,2888.618896,,,9994.038086,6255.824219,2666.706055,2815.120361,,,,,,132475.9219,,257.0544434,14255.75391,,4721.60498,3176.31958,55318.39844,,,11090.99219,9152.487305,203157.8125,48187.75391,17872.42383,7457.540527,,20706.88281,4827971.5,,,74698.125,,,,156114.9688,9020.557617,10482.99219,,,
1967,31695.94922,,,,,,82712.75,,,226229.7188,97729.79688,,2354.719482,136990.3438,4895.703125,5592.560059,92003.17188,,,,,,,,9463.265625,269569.125,2622.999023,,,462.5207825,2223.850586,396579.6875,179028.6406,62846.36328,916764.625,9992.787109,9361.222656,44894.52344,1781.749268,83766.55469,720.7591553,333.2534485,9672.71875,,4124.140137,,1041135.25,,,87164.46875,11606.88574,70165.29688,26415.07813,28640.3125,333149.125,,15858.17285,58081.94531,1590.216675,756496.3125,2974.632813,821557.0625,,33784.64063,12380.82129,1170.149292,684.2957153,473.1834717,73166.42188,,14014.17871,30761.51367,6106.82959,,5950.159668,,125849.7188,687076.875,25865.28516,129408.2969,,3482.576416,29670.4043,560840.125,10783.23047,5443.945313,1016845.313,,20256.55859,,,,55379.45703,,,,2637.523438,,34522.49609,1267.442505,,6693.458496,,,,10017.33203,,378598.7813,,3216.688477,807.7124023,17328.50195,,,5778.354004,3597.062988,,3939.612549,4675.20459,33834.33594,3909.969238,9260.848633,94285.98438,15462.89648,197928.9219,58576.51563,9157.930664,44387.13281,,90356.88281,5888.968262,46444.37891,72129.875,,58502.32031,6035.885254,,,48744.08594,,3096.55542,,,10030.41211,7229.651367,2535.211914,3034.123535,,,,,,138373.4844,,277.9502869,15995.42969,,4601.012695,3341.707031,57087.96484,,,11629.50977,9237.854492,209252.875,54892.07813,18996.00977,7355.183594,,20197.05469,4959432,,,76517.02344,,,,167890.3125,10806.43066,10636.26758,,,
1968,34054.38672,,,,,,85226.78906,,,243944.7344,102357.2578,,2377.424805,143708.6875,5315.811035,5747.735352,95141.875,,,,,,,,8409.673828,298504.3438,2749.45752,,,517.7741089,2538.010498,419136.2188,185830.3281,64667.00391,891927.625,11434.15625,9789.192383,48745.47266,2046.438477,89227.09375,691.4356689,371.1139526,10328.81641,,4281.098145,,1104639.625,,,92602.82031,11429.92969,79194.71094,27799.4082,31774.54102,357068.5625,,16669.06641,61478.78906,1787.25354,790992.5,3073.501953,858731.875,,34115.16406,12443.24219,1252.759033,723.4018555,505.1386719,78243.60156,,15143.81152,32528.78711,6571.328125,,6118.900391,,131599.0625,719395.0625,28008.33008,140344.0625,,3220.277344,31308.06445,599277.375,10923.97754,5519.653809,1148293.125,,20272.02734,,,,62089.39844,,,,2745.295654,,37667.16797,1277.96521,,7106.987305,,,,10926.27539,,411231.0625,,3505.890869,927.4054565,18123.78906,,,6086.573242,4175.245605,,3222.301025,4801.557129,35585.51953,4064.223633,9460.130859,94620.39063,15722.98047,213003.8594,61360.80859,9235.111328,44514.13672,,95381.875,6353.263672,46500.15234,77076.90625,,66666.40625,6240.606934,,,52395.97266,,3333.000488,,,10287.52051,8228.759766,2816.13623,3192.937988,,,,,,143975.6094,,330.8983765,16787.42773,,4596.851563,3447.339844,61369.91797,,,12465.09766,10075.48633,224472.4688,61357.42578,20468.35156,7776.844238,,20601.15039,5203597.5,,,86079.85156,,,,173932.2188,11624.4668,9885.260742,,,
1969,38094.73047,,,,,,93200.625,,,262454.1875,107560.9688,,2281.883301,153086.6094,5538.365234,5845.373047,98735.65625,,,,,,,,8637.511719,303391.5625,3169.517822,,,499.7631226,2550.443604,440169.5,196518.8594,69119.89844,978135.75,12540.00391,10425.49316,54485.86328,2257.908936,94971.44531,680.7391968,407.1299438,10891.72656,,4901.806152,,1190581.125,,,98837.61719,12364.59277,85981.21875,28598.86133,34313.62891,390009.875,,17687.56055,67838.99219,1860.27478,848504.6875,3222.182129,875413.75,,36917.42578,12278.32813,1225.77832,798.8259277,531.2325439,87342.02344,,16002.9502,36112.14063,6588.888672,,6325.173828,,134252.2813,793896,29444.94141,146868.7656,,3390.448975,36261.87891,636556.875,11393.42676,5704.362305,1291699.625,,21643.48438,,,,70803.39844,,,,2938.871582,,40160.10156,1278.885864,,8145.052246,,,,11370.55078,,426929.9688,,3605.028809,994.2763062,18868.25781,,,6441.690918,3913.394775,,3249.436035,5154.464355,36684.26563,4355.828613,8735.543945,117403.2188,16491.07422,232730.7813,63719.01172,9713.449219,49163.32422,,102759.8203,6949.425781,48568.96484,81327.34375,,68683.03906,6563.240723,,,56141.47266,,3662.019287,,,9285.950195,9558.251953,3001.000244,3309.023682,,,,,,151403.2969,,309.7670288,19877.50391,,4690.057129,3875.761475,67896,,,13264.22754,10492.61328,234906.7188,67709.63281,21553.04883,8474.00293,,21950.42383,5366857,,,90596.78125,,,,186050.9375,11091.05078,12472.58887,,,
