Zeilenbeschriftungen,MAR,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE,CUW,GUY,SXM
2002,0.29325366,0.336210907,0.31922847,0.363336623,0.431758523,0.236714736,0.252655745,0.28570658,0.901880145,0.515273213,0.658465505,0.264917552,0.195314541,0.611821592,0.288374662,0.252838552,0.230666339,0.277153075,0.465539634,0.711286366,0.240147859,0.248865053,0.678279996,1.440412998,0.335181028,0.294092715,0.601599336,0.389916539,0.201685563,0.28463611,0.398582131,0.515400887,0.812670171,0.345461845,0.272689551,0.804406047,0.379792154,0.161368489,0.724509299,0.318481028,0.175015002,0.340260565,0.406153768,0.597590029,0.465114921,0.427419245,0.682397187,0.407618314,0.98030436,0.789974034,0.306274325,0.189927742,0.313435405,0.280792862,0.601605892,0.513804257,0.392428011,0.6736781,0.382939994,0.742099285,0.669539511,0.742182016,0.302147657,0.269042403,0.309932768,0.351672351,0.256072968,0.741113007,0.524294317,0.801866353,0.383662283,0.466514379,0.367843688,0.44143948,0.165678471,0.466330886,0.290431738,0.247076243,0.70832181,0.2862674,0.147835165,0.652294755,0.441911459,0.522639096,0.725040972,0.404388011,0.757867694,0.30476746,0.346623361,0.239058897,0.239430025,1.025759816,0.437982857,0.296590328,0.183256119,0.457995683,0.355698466,0.879721045,0.2526398,0.274032772,0.44278878,0.623596966,0.439187646,0.377184927,0.260483772,0.398024261,0.518557072,0.619217515,0.320788354,0.300668985,0.429224372,0.18011716,0.209863603,0.246036112,0.571917832,0.18215096,0.357272565,0.271214247,0.514013886,0.254502922,0.23245424,0.256977618,0.742607474,0.2848171,0.752630293,0.878130317,0.160492331,0.521775246,0.288529098,0.204052612,0.373413116,0.317045838,0.244701311,0.413750231,0.483425617,0.239253551,0.362663627,0.515475035,0.341146648,0.323356658,0.326143503,0.255818099,0.291414082,0.304674536,0.387558997,0.320752144,1.094241858,0.309215575,0.397813886,0.391013443,0.420422137,0.453305066,0.729964137,0.304501861,0.278768361,1.070033908,0.721806049,0.331295222,0.324327886,0.243762538,0.206952289,0.32634908,0.708051682,0.295188814,0.434895933,0.374802917,0.277368516,0.351207286,0.251974761,0.330405682,0.624258161,0.235286623,0.887112021,0.584134817,0.761031568,0.226399601,0.70963043,0.264819384,0.283945799,0.103929102,,0.343155921,
2003,0.338821203,0.346326292,0.329560012,0.374943137,0.473526388,0.249526531,0.303313434,0.296426684,0.846223235,0.626073122,0.779309511,0.348311961,0.108788699,0.718549609,0.340850651,0.322312653,0.244136274,0.375876993,0.407214522,0.661964595,0.296764761,0.284348726,0.682258368,1.39446044,0.308606893,0.31460318,0.827159524,0.395928085,0.228658572,0.364105016,0.498287439,0.580318689,0.934359372,0.35819748,0.279041857,0.626140535,0.413182437,0.206282869,0.843158364,0.302689284,0.277288556,0.386208743,0.382579535,0.614277482,0.622021616,0.476102829,0.791812778,0.396849126,0.909139514,0.931814373,0.240947187,0.216069087,0.318909466,0.261531442,0.732494831,0.580661237,0.385594487,0.79353863,0.480210662,0.912026525,0.643821299,0.809560835,0.313997626,0.27453354,0.504395008,0.292731762,0.30015859,0.630460382,0.626464844,0.76571095,0.390642822,0.434207499,0.379210442,0.517840028,0.175063595,0.537977993,0.359827101,0.26446256,0.881515205,0.265248507,0.212000251,0.745814383,0.487037063,0.638730586,0.650838733,0.379714102,0.810853601,0.327998698,0.397504479,0.273837775,0.23992601,0.780248761,0.46020633,0.312349617,0.200116292,0.411981404,0.396641642,0.963562906,0.242308691,0.414643973,0.510457456,0.748736084,0.4841097,0.397943228,0.285490811,0.39436233,0.545438766,0.574476719,0.34967947,0.316045076,0.501349807,0.139684483,0.336969316,0.258431584,0.536123991,0.221020833,0.372694582,0.349501431,0.484395534,0.260874361,0.374382257,0.326185465,0.560702145,0.294047803,0.888085842,0.969931126,0.179964423,0.668731689,0.288417578,0.218278274,0.388384432,0.310982585,0.248129472,0.449136645,0.573863983,0.251048207,0.353793383,0.346852958,0.413213551,0.356490284,0.318355024,0.291874111,0.323042333,0.384833366,0.343287706,0.311715275,1.067127109,0.355449528,0.446947604,0.413666189,0.521919072,0.550381064,0.855466723,0.431297868,0.160149187,0.799494684,0.745784402,0.389618784,0.379369885,0.263571411,0.223168418,0.414370447,0.590013742,0.344855785,0.497626752,0.388288021,0.292344838,0.354954153,0.259169221,0.319698751,0.636014283,0.223606884,0.816499412,0.586048126,0.797119141,0.230560645,0.61278522,0.383140743,0.346698552,0.815040112,,0.358634382,
2004,0.394468695,0.355327547,0.380945116,0.392943829,0.530968428,0.262392938,0.34766683,0.337551951,0.809961855,0.726561308,0.838904917,0.422042608,0.102329671,0.777923822,0.360440165,0.357737124,0.255628586,0.408731848,0.318104059,0.682147264,0.471038848,0.342949539,0.687774479,1.364335299,0.304860979,0.358560652,0.851302803,0.417923152,0.244725898,0.397594631,0.545520902,0.644571602,0.999417782,0.411815017,0.290289164,0.788932025,0.472622156,0.327307254,0.878687561,0.353986531,0.291959167,0.45097962,0.403738201,0.647344053,0.654670715,0.524198472,0.84309715,0.502292514,0.89900893,0.972541749,0.282438725,0.277878374,0.335826248,0.237451866,0.777025819,0.623096108,0.314565688,0.840183318,0.540795147,0.912828445,0.563961625,0.891072929,0.373331696,0.314282924,0.461224169,0.321538717,0.33578974,0.674166381,0.661007226,0.7429443,0.409020454,0.450487554,0.384661466,0.560275733,0.210448563,0.601091683,0.329555184,0.287387222,0.964241087,0.303757161,0.219757497,0.813537478,0.538402021,0.698098063,0.661666214,0.356486946,0.865135789,0.395238757,0.421619952,0.327758431,0.242688283,0.774801731,0.476750284,0.331079215,0.219347596,0.401441962,0.47484985,1.028958917,0.265410513,0.515312254,0.562503517,0.797879457,0.533331394,0.436477721,0.375185668,0.34634465,0.461857021,0.582366347,0.359043688,0.489372522,0.543922544,0.134710863,0.41720292,0.25854519,0.572506607,0.305629045,0.383486986,0.370507091,0.24807775,0.280929923,0.467134625,0.334303975,0.595429778,0.316285312,0.940939307,0.986193478,0.203484759,0.804305911,0.226231232,0.2591061,0.37060684,0.334324867,0.270221829,0.468748122,0.618883848,0.289377958,0.383527696,0.368236244,0.438974053,0.4231354,0.32474947,0.303901672,0.386833251,0.423955381,0.396386027,0.307455152,1.045809627,0.46091494,0.475171417,0.427467555,0.566931188,0.576625764,0.96956414,0.488559663,0.462094992,0.475046128,0.800840259,0.429401606,0.416201144,0.284536272,0.366990864,0.429532558,0.580293298,0.382039458,0.552622736,0.428926796,0.34166649,0.40200308,0.303649724,0.362913489,0.661419094,0.308302045,0.802383304,0.59004426,0.812670469,0.234896034,0.390723556,0.469013214,0.404430568,0.024764761,,0.371574014,
2005,0.429273397,0.363223255,0.475227177,0.395411611,0.505482733,0.270230204,0.401725739,0.452336699,0.785078168,0.771472692,0.819221497,0.415107876,0.333819538,0.755907834,0.370636612,0.362959921,0.247320771,0.410066307,0.326152325,0.687692106,0.47158277,0.405027151,0.681871951,1.339938521,0.32188946,0.459647357,0.86024785,0.424292296,0.268148303,0.360910445,0.566367745,0.700160682,0.936704576,0.458482355,0.302394539,0.749149203,0.489912063,0.31505084,0.811859012,0.408860952,0.361576915,0.46770364,0.408830881,0.694350958,0.629157543,0.549780846,0.810670257,0.3689408,0.832946658,0.97046119,0.468508154,0.295739412,0.336488903,0.271637946,0.758342326,0.593903959,0.298641115,0.816011488,0.577973187,0.8522861,0.407328635,0.858218491,0.412903905,0.372767299,0.339370489,0.35130915,0.333333105,0.728475034,0.663657784,0.714197874,0.423526585,0.45840013,0.385729641,0.557618022,0.236006603,0.60943687,0.319789559,0.281484514,0.966869652,0.298116922,0.294578642,0.863139868,0.575563192,0.691915512,0.682939112,0.323443353,0.843228996,0.43658042,0.433225214,0.376965761,0.250772655,0.71960634,0.513222337,0.34879002,0.242791161,0.292988449,0.494480073,0.978162229,0.299603879,0.547732651,0.575759828,0.757456124,0.553827107,0.494606853,0.411196381,0.371531248,0.460351765,0.603826165,0.35999912,0.454630971,0.5643152,0.133201331,0.489633322,0.280824214,0.542066932,0.354527563,0.412042648,0.440796584,0.21888414,0.320114404,0.507892311,0.421261966,0.423489034,0.332724065,0.892721832,0.991053581,0.23131524,0.884516716,0.327875376,0.292740822,0.370449424,0.358159542,0.303697407,0.508936346,0.597072601,0.356477529,0.387434393,0.41290763,0.482400656,0.459211946,0.337773681,0.338272452,0.468243539,0.403783143,0.394505978,0.318174064,1.00408721,0.40120995,0.531218171,0.475247353,0.560718775,0.548428297,0.986384392,0.481520593,0.518083572,0.272836626,0.834033668,0.474144936,0.451039553,0.306419015,0.367095262,0.442770272,0.650233984,0.352651179,0.560444534,0.440964073,0.348255962,0.393242151,0.371161819,0.429990709,0.689508855,0.373313755,0.769219041,0.610876739,0.828598082,0.230097845,0.225798756,0.493286341,0.511771917,0.00600171,0.509703994,0.396665841,0.416868478
2006,0.432558566,0.380074769,0.510694921,0.41708985,0.467563778,0.282743454,0.437906951,0.550056398,0.743674755,0.816059351,0.83640486,0.421134591,0.377000242,0.779247463,0.388956994,0.371902704,0.290561467,0.427046984,0.359560013,0.715655744,0.425165206,0.446049333,0.734502852,1.319280267,0.3828426,0.518378019,0.829341829,0.460277528,0.275163919,0.350165963,0.564449728,0.786709487,0.897809505,0.501337826,0.31894806,0.753322065,0.497269988,0.455543369,0.914807141,0.420738697,0.392551035,0.493319541,0.477577567,0.715767145,0.645617008,0.576017976,0.826961637,0.302156568,0.816770434,0.993199408,0.45055443,0.307768703,0.366245985,0.297756165,0.721224844,0.618591845,0.354727834,0.863391995,0.561607659,0.854290128,0.487097949,0.914788425,0.46506831,0.39207232,0.35214591,0.383539826,0.350036085,0.892080367,0.668653548,0.71426928,0.43396166,0.490206242,0.408512414,0.536746979,0.29691878,0.5958516,0.37319082,0.285533726,0.921669364,0.333287835,0.342863768,0.920328438,0.607266724,0.690804899,0.676369071,0.282556027,0.807939053,0.519672692,0.441608101,0.420041174,0.270015508,0.790725648,0.558148444,0.390840203,0.18801257,0.301338166,0.500633657,1.059713721,0.318592787,0.521996558,0.591740608,0.789370835,0.635739803,0.535664141,0.465091825,0.379787117,0.4679524,0.650950372,0.362628192,0.430410415,0.569724381,0.13516514,0.411120445,0.307045132,0.520499766,0.35672155,0.448111326,0.417336315,0.197186634,0.33691439,0.486107856,0.430470049,0.428541631,0.373970926,0.912115276,1.025882483,0.247632906,0.870863676,0.217162237,0.324550539,0.375885457,0.376022488,0.345826358,0.571235299,0.593200386,0.394755036,0.392399311,0.390961498,0.475177169,0.51480931,0.303678691,0.334931076,0.515377462,0.431718022,0.416648269,0.344125986,0.968560576,0.382626832,0.633500993,0.522370756,0.555987,0.588595033,0.994181871,0.462982923,0.473320395,0.523009241,0.902531981,0.447356611,0.454328269,0.33096844,0.510075152,0.466487706,0.57621789,0.364603966,0.499193817,0.441818327,0.341390669,0.363256186,0.426259607,0.462062836,0.729928553,0.471527427,0.750796795,0.637208521,0.929452121,0.250080854,0.293211222,0.498566866,0.609019399,0.035154149,0.537536204,0.427783728,0.436827153
2007,0.47112143,0.403896987,0.583606899,0.472586632,0.507028341,0.318419099,0.49027577,0.733034134,0.726183534,0.976504922,0.935769498,0.501411736,0.373458773,0.858316123,0.445596099,0.44447735,0.305466294,0.508632064,0.388719887,0.691196978,0.490950346,0.525780559,0.768273175,1.265218258,0.419226497,0.596195996,0.964101672,0.482900828,0.311351091,0.376834393,0.516777158,0.877188504,0.908143163,0.528274596,0.349694431,0.798564315,0.559780777,0.499456406,0.997974157,0.48742646,0.477369785,0.533071697,0.528984249,0.792693496,0.703835845,0.64500618,0.916855514,0.314050287,0.794481814,1.132237315,0.489083797,0.378478438,0.389643848,0.322627723,0.737295032,0.714141071,0.389170766,0.98604393,0.596979499,0.928005695,0.582100332,1.033519983,0.556152821,0.276803881,0.563708723,0.445411295,0.379796475,0.914366364,0.740190148,0.698298156,0.444247395,0.493436277,0.43748787,0.575928986,0.376270145,0.677787542,0.386476815,0.313301831,0.903543413,0.400048941,0.436577767,1.230009198,0.725489914,0.75725317,0.687446773,0.348701984,0.808468103,0.579585373,0.544826627,0.547109723,0.305208683,0.809876978,0.595254838,0.429072022,0.186367184,0.323463738,0.423429906,0.817772746,0.335121334,0.530941963,0.679420471,0.885004759,0.827704608,0.563649893,0.602479994,0.480485529,0.431292534,0.693314672,0.42979002,0.530114949,0.640198529,0.15093258,0.509497523,0.338293761,0.531501114,0.412854761,0.480302006,0.419380993,0.0995242,0.378619939,0.515578151,0.479061574,0.487526745,0.395707279,0.982988358,1.206178427,0.312098265,1.031443477,0.250972599,0.335906357,0.612626553,0.40430364,0.399751842,0.709261954,0.651021183,0.439585775,0.544481933,0.419198334,0.584738612,0.611454308,0.339810282,0.362964332,0.577278912,0.475064814,0.470547616,0.374072343,0.943002224,0.477336347,0.795108318,0.54042989,0.668165624,0.69762063,1.05672121,0.470951945,0.525015175,0.706981301,0.940584838,0.544173479,0.549555957,0.357851118,0.832001448,0.492187947,0.582066119,0.379078686,0.513976753,0.446512461,0.377785206,0.420319259,0.510853469,0.502701938,0.765431762,0.483128875,0.770039022,0.678257108,1.033335686,0.273156196,0.389145702,0.519025385,0.546971917,0.188766226,0.5688833,0.470561266,0.458018869
2008,0.490559101,0.426553696,0.674398839,0.479830533,0.538295984,0.392103583,0.558401108,0.914871395,0.690834403,1.038797855,0.997518063,0.575427413,0.374833405,0.905397534,0.484277606,0.513415456,0.307221383,0.556762755,0.397984385,0.685396671,0.542553544,0.627341092,0.7705127,1.172120452,0.448990226,0.636899889,0.957329631,0.51472193,0.313746333,0.38091135,0.610235572,0.912103951,1.023952007,0.567040503,0.410458595,0.784819126,0.617621303,0.482767582,0.88979876,0.533068299,0.534126401,0.591130316,0.575185061,0.800866842,0.771851003,0.74453789,0.973777771,0.320706636,0.750496149,1.168543935,0.511757731,0.463729203,0.439808011,0.356575191,0.789547086,0.724256694,0.468020976,1.025310397,0.574427724,1.006823897,0.738482058,0.933469117,0.683554769,0.30848971,0.53407377,0.50667721,0.464518487,0.833665013,0.791873276,0.698592961,0.468354195,0.507302403,0.467856973,0.656146169,0.374840081,0.698210895,0.39434576,0.345727921,0.912960351,0.442803532,0.514519334,0.921643257,0.830732524,0.802530885,0.685017884,0.420999825,0.916356325,0.648732424,0.491926908,0.695907176,0.28355667,0.778855801,0.530680299,0.486837715,0.231356546,0.349569321,0.443042308,0.780836463,0.389987677,0.472667992,0.758376777,0.913000524,0.832158804,0.580012023,0.819927335,0.518597722,0.51688844,0.724441051,0.472903103,0.518365085,0.707086325,0.185201615,0.57347095,0.405618459,0.510124505,0.537195683,0.490812927,0.471801966,0.151881561,0.39594391,0.448371321,0.522051334,0.558200181,0.443547487,1.05079627,1.273034215,0.269438773,1.00892067,0.336668134,0.311743408,0.635398149,0.451127142,0.400408745,0.816383123,0.701342285,0.504340827,0.456864655,0.465327889,0.607840657,0.702074826,0.420642972,0.362655491,0.522880614,0.597144663,0.500647366,0.40757668,0.891979218,0.518090844,1.083775163,0.590959489,0.749690831,0.764379978,1.103272915,0.430026799,0.526005149,0.793152153,0.972061634,0.555649579,0.599765897,0.383054912,0.987115622,0.503398061,0.603635013,0.42860204,0.586152613,0.475450456,0.422557563,0.410364211,0.61057663,0.587699056,0.779227257,0.569109976,0.755637228,0.753590524,1.03175962,0.307185084,0.463200957,0.484510273,0.649822414,0.158030272,0.610119641,0.51393652,0.4814336
2009,0.419372976,0.43279919,0.648416102,0.478487194,0.457454622,0.372285664,0.550701737,0.868420422,0.645318031,1.003146172,0.907164156,0.611863315,0.408535093,0.806224585,0.470797777,0.477512211,0.311117321,0.492661059,0.387740225,0.692920387,0.4618541,0.547245085,0.737856865,1.06633234,0.415078104,0.592052519,0.943905175,0.490177095,0.295916259,0.372727573,0.593681037,0.86149621,1.005592823,0.55261457,0.419745147,0.664260507,0.576527119,0.407685161,0.771182418,0.516857862,0.51232934,0.570248127,0.493332654,0.822710872,0.684619606,0.655645847,0.92289567,0.420226872,0.762594759,1.012475967,0.490301847,0.438048661,0.466156036,0.37433967,0.709541857,0.625967383,0.371753842,0.898572564,0.447299182,0.943047762,0.650780678,0.774354279,0.607746124,0.351845026,0.579336822,0.444211304,0.432486415,0.754519284,0.718302906,0.655025899,0.420733303,0.523278594,0.495244145,0.586138546,0.355416149,0.566743672,0.392370015,0.317629993,0.796114087,0.423010856,0.479477793,0.734613478,0.785448313,0.713718891,0.606468976,0.359578282,0.984004319,0.590304732,0.437205046,0.630893767,0.327848196,0.765759468,0.488953054,0.464260936,0.266079098,0.347307295,0.427190423,0.727793574,0.350233912,0.45682624,0.679582298,0.850048125,0.679353833,0.512792408,0.741165698,0.497444779,0.606603622,0.602620661,0.403894007,0.489077926,0.669196248,0.219564497,0.520838797,0.357142657,0.401603043,0.449495822,0.51045239,0.461553305,0.221233308,0.315211207,0.439177811,0.511130035,0.486359686,0.446152687,1.00490427,1.116401315,0.285124004,0.917027652,0.285407692,0.307956815,0.629510522,0.458070517,0.352047652,0.645689845,0.613817036,0.40519312,0.438542843,0.422857791,0.49835065,0.629371345,0.453967541,0.355120808,0.371030658,0.458131254,0.499608785,0.388825208,0.65290004,0.439063996,1.21110642,0.603722572,0.683129966,0.717446387,0.982451379,0.414645791,0.512762427,0.887244105,1.005066633,0.570126712,0.557077289,0.348264962,0.980315804,0.452385038,0.686141253,0.359067142,0.512144566,0.439327836,0.360083848,0.367541701,0.55886519,0.560753703,0.789382041,0.496558607,0.696775675,0.886816978,0.94141376,0.330102384,0.433163702,0.476105809,0.446744889,0.409130841,0.633834898,0.529696286,0.495184064
2010,0.414767236,0.452776372,0.497218609,0.485195339,0.434249759,0.409519076,0.584754467,0.915419221,0.593765616,1.253097177,0.862937272,0.705367386,0.43461144,0.7450369,0.456406534,0.469603926,0.31367901,0.442947835,0.396443188,0.732642055,0.44371137,0.599763274,0.828010201,0.949881017,0.418625683,0.651512146,0.714839637,0.525035799,0.351674765,0.385917634,0.540426552,0.973342478,1.041912317,0.601300895,0.442116857,0.588187158,0.54651767,0.902677238,0.714888036,0.592123389,0.588603377,0.557095766,0.60855329,0.838191211,0.645292103,0.681338191,0.880582869,0.637082756,0.715171039,0.942165256,0.500852108,0.434269905,0.513119698,0.390928626,0.676546574,0.596037805,0.322481781,0.871094882,0.445091993,0.880837142,0.658312023,0.718480587,0.630077183,0.442950636,0.539392173,0.462232739,0.448567301,0.633859277,0.747909069,0.612402856,0.44021675,0.563272834,0.501259208,0.589028239,0.370309502,0.566422701,0.414295405,0.338994473,0.697158515,0.446242869,0.44426915,0.95164454,0.841410756,0.754978836,0.608860791,0.434643954,1.039264679,0.646244586,0.442946404,0.685903072,0.326016307,0.738503098,0.591330469,0.437966019,0.30678317,0.343493074,0.441328645,0.719089806,0.403231144,0.51799649,0.564460576,0.797527373,0.613795161,0.510051727,0.71163255,0.429702759,0.627471685,0.626305819,0.395543844,0.494575083,0.612434447,0.262152314,0.550790429,0.402831286,0.420172811,0.50665164,0.523399472,0.550595224,0.277311444,0.411807358,0.487720847,0.497422129,0.461506903,0.465168118,0.883036375,1.146467566,0.330840409,1.049721479,0.330632091,0.309522867,0.607611954,0.518663943,0.378427625,0.634034038,0.573351443,0.449957937,0.593793869,0.405891746,0.495170385,0.704963923,0.459283918,0.373862803,0.319222718,0.464529335,0.507110119,0.387825578,0.666665971,0.438373774,1.965041518,0.618913889,0.681025147,0.671393216,1.022164464,0.458169609,0.564265549,0.959025562,0.993021905,0.495844603,0.517147839,0.378811479,0.80035013,0.472968489,0.469731867,0.337061107,0.515117884,0.450798392,0.324685752,0.346416533,0.611571014,0.586931109,0.797423661,0.481027722,0.640264332,0.843843579,0.98239255,0.323538184,0.420040816,0.547537744,0.457811028,0.505314052,0.665498316,0.563477099,0.521001101
2011,0.392365247,0.47611618,0.485339284,0.516490638,0.491193324,0.436187893,0.650579154,0.910020411,0.533097267,1.458425283,0.907932341,0.784349501,0.462533355,0.824174821,0.518085539,0.511392951,0.311795384,0.520990908,0.425069124,0.6604743,0.477691352,0.574347436,0.797446907,0.82323885,0.444566429,0.661864281,0.693390489,0.559947789,0.403777659,0.423294455,0.576369226,1.030297279,1.13709116,0.633270621,0.496093541,0.473056018,0.558153808,0.606714547,0.673737466,0.623419225,0.540286422,0.618745446,0.640204072,0.846680045,0.722346783,0.703049958,0.946033597,0.476556838,0.669980645,1.013355494,0.543396056,0.488301545,0.522517323,0.393200725,0.738048553,0.632946908,0.335646898,0.966877282,0.481010377,0.972603381,0.652085125,0.830591619,0.745308876,0.414538085,0.518923402,0.468157262,0.508448005,0.503502905,0.835510433,0.562417269,0.450492382,0.611612976,0.523357868,0.591825008,0.419162005,0.591915607,0.361306012,0.356440365,0.714071274,0.518912792,0.497512519,1.104787827,0.928131282,0.783140361,0.600102425,0.394540519,1.126782537,0.724388003,0.436583608,0.773094535,0.345371068,0.726091623,0.672700286,0.481326401,0.330796599,0.377196193,0.477721334,0.674048424,0.416362762,0.499505699,0.636289477,0.824754775,0.655018926,0.515559137,0.809911132,0.424799055,0.514583826,0.628219724,0.467283159,0.50072062,0.665852964,0.338026911,0.585199773,0.469389498,0.563523233,0.532597423,0.575295568,0.475157619,0.535482287,0.448674738,0.509808123,0.517636478,0.521024585,0.508928835,0.93172437,1.341126561,0.372945994,1.124351621,0.36070323,0.343844235,0.612573922,0.576271653,0.393088341,0.681307077,0.647204876,0.53174752,0.574629962,0.393795788,0.515994072,0.758508563,0.492220193,0.369958431,0.354816198,0.529177785,0.544475675,0.42329368,0.547956347,0.516965866,0.416208267,0.560059965,0.72523427,0.702933371,1.14003551,0.446727902,0.612250149,1.263386011,1.022549748,0.630838871,0.532060087,0.405103177,0.745948553,0.541813433,0.485488325,0.365015477,0.528946877,0.474878758,0.302787334,0.343015254,0.686734557,0.6487993,0.820810318,0.529710829,0.590512216,0.576239765,0.984592557,0.346473753,0.428936094,0.54704392,0.428326517,0.573387861,0.691393316,0.584742785,0.553999722
2012,0.374423802,0.514194965,0.528886914,0.57806623,0.448253542,0.493265271,0.700083852,0.774894178,0.588870466,1.436276436,0.812964976,0.808409691,0.497764468,0.74176389,0.532336235,0.528190196,0.304385662,0.48559618,0.44013837,0.659263194,0.418406337,0.662274361,0.807534337,0.868992329,0.47712177,0.644179881,0.708216846,0.55758518,0.394634813,0.428711265,0.546601415,1.033604383,1.013661504,0.635264218,0.534018815,0.495533735,0.542374432,0.680620432,0.665520906,0.680955589,0.523784518,0.620215237,0.659451008,0.876446426,0.611909211,0.610765576,0.846252263,0.512846947,0.66365242,0.928143859,0.567810297,0.51580137,0.533406675,0.418481618,0.638256013,0.595126569,0.4435426,0.892161608,0.502369761,0.867850602,0.612066925,0.757591426,0.685006678,0.417219549,0.56411624,0.490912676,0.548899531,0.506040454,0.70382154,0.606763422,0.457580715,0.655548811,0.502013028,0.519480944,0.458512634,0.503175735,0.365124881,0.338131845,0.628568292,0.669563055,0.541729093,0.939872861,0.853817225,0.676882982,0.627627254,0.422417641,1.119523525,0.759316862,0.491139948,0.753958523,0.347422779,0.719813704,0.654984057,0.539616346,0.350967228,0.371732742,0.52349627,0.68026036,0.419476151,0.505685866,0.578723609,0.758456767,0.649055541,0.542898953,0.789845228,0.450327367,0.48930043,0.615524828,0.407541782,0.50335753,0.5909549,0.485150844,0.531923115,0.473704636,0.615039647,0.53300488,0.648184717,0.495672464,0.439306915,0.463370055,0.517934859,0.504762411,0.605179012,0.526632249,0.781058669,1.264527202,0.373218656,1.102423072,0.395721823,0.359019548,0.636378288,0.597149968,0.433789432,0.608169317,0.552404881,0.555028856,0.541648924,0.40692082,0.455227464,0.747919858,0.547049224,0.394838005,0.377160758,0.513620377,0.5716272,0.496407866,0.547957003,0.488479018,0.449105203,0.63256973,0.640000939,0.612402618,1.019109964,0.468096495,0.606823921,1.131579757,0.988498628,0.65680337,0.520991445,0.419830292,0.852587402,0.562904,0.533604085,0.392299563,0.489453495,0.494621396,0.389264315,0.437480927,0.697984397,0.701221287,0.798621237,0.507281423,0.61093688,0.643788695,1.013182402,0.366530269,0.484473646,0.533346593,0.47132194,0.613516092,0.721521854,0.617110491,0.887180209
2013,0.410488933,0.550759077,0.588119388,0.651827872,0.483726323,0.522532165,0.77220118,0.769450545,0.636477411,1.202810407,0.857169151,0.930336475,0.517673314,0.783181727,0.586706936,0.576841414,0.353584886,0.526969552,0.456651539,0.701914966,0.435729116,0.785569191,0.79163903,0.975398183,0.515039504,0.657463312,0.735641479,0.564442039,0.429307759,0.418852329,0.58430779,0.975235403,1.077377915,0.665548146,0.58174628,0.56387794,0.594177663,0.706624985,0.76592052,0.720994949,0.586529434,0.692512214,0.699853837,0.933816254,0.640505135,0.621178865,0.904428065,0.571322501,0.726914108,1.007776141,0.582717597,0.555958748,0.53274864,0.421398103,0.639309287,0.650846124,0.48663947,0.98088026,0.515297472,0.926688015,0.657587171,0.749676347,0.652676105,0.485507965,0.651176155,0.511900544,0.650697887,0.568541229,0.628801167,0.670370996,0.493818939,0.662862062,0.498027474,0.547525048,0.51698786,0.536466718,0.352585137,0.338232577,0.680490851,0.639609694,0.558978677,1.00353837,0.805908442,0.698700905,0.649865568,0.446707696,1.014775038,0.829653502,0.508710504,0.76901418,0.359189361,0.747660637,0.686714292,0.536764979,0.401183367,0.400809556,0.564023376,0.738172352,0.449330091,0.495931387,0.611672044,0.864831209,0.683933735,0.600927949,0.793956876,0.510177672,0.501679122,0.625231326,0.45587042,0.565452337,0.620823145,0.344784737,0.551544785,0.483249068,0.640500784,0.556433737,0.715387225,0.538107157,0.420244545,0.479301661,0.513840795,0.567639172,0.699181855,0.544369996,0.807290196,1.291674376,0.366903812,1.125310421,0.418985188,0.368562311,0.654744804,0.611857891,0.47401455,0.625851572,0.572411299,0.591510653,0.590791523,0.422657788,0.482986122,0.706224918,0.588286102,0.405954897,0.413834959,0.56875062,0.620471597,0.599815607,0.542968631,0.487718403,0.514637709,0.668824911,0.675441742,0.619999826,1.070948243,0.462634772,0.731200397,0.959452093,0.991933942,0.788807154,0.57703954,0.442396134,0.917237937,0.595494211,0.598386347,0.450612962,0.486535162,0.514365554,0.477372199,0.468382597,0.679829121,0.792301178,0.842906713,0.528422654,0.691940606,0.790660203,1.069092989,0.395784348,0.556171834,0.514063239,0.537854791,0.654227018,0.761416078,0.638125658,0.904520452
