Summe von AggValue,Spaltenbeschriftungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeilenbeschriftungen,MAR,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE
2000,671947.3125,10001.37598,862813.9375,1242.889282,116278.5859,2153358.75,2313178,47747.73047,5076.484863,3497693.75,2211959.75,73861.92969,10377.53809,2601961.25,37200.69141,26108.63086,656720.9375,163219.8281,149209.3594,35907.77344,51066.71484,381292.375,6092.016602,9872.128906,108731.5313,9271773,27309.18555,119376.9609,14602.10254,53694.64063,28950.75586,5232190.5,2555740,843595.25,13807774,109987.2969,118930.9766,155199.0625,53779.20703,1216105.625,12514.22949,7456.00293,109183.9141,8063.57666,147153.25,2128386.75,17241400,1880.630981,1974.772217,1248519.125,324571.2813,1297384.25,654006.25,719354.3125,7831236.5,126952.6797,90243.875,896772.5625,17317.11523,13801955,88941.03125,11402752,239171.6094,189410.6406,13475.39648,6281.759277,5421.20166,14963.12305,2249798,4482.402344,271936.375,1781118.75,128912.2578,437491.4063,71297.89063,968067.3125,6459948,9851578,714328.5,3951484.5,361069.0938,70730.23438,715505.3125,15706382,126484.5391,140858.3125,24436208,802758.0625,241127.5313,51273.02734,45595.93359,6248.263672,5225204.5,279231.7813,27983.19336,322375.7188,11936.2207,5607.204102,246304.6875,15563.1084,257642.7969,179535.125,374667.9375,63137.96484,123361.2266,50937.50781,8692.780273,7283199,91215.25,16903.42188,30658.48242,38661.17188,24043.54688,102599.1641,24786.91797,55111.88672,1332.021118,44852.64063,14741.63672,1717335.875,31908.13477,73192.91406,2612651.5,82413.57813,3672650.75,1108578.75,125379.9609,401518,220891.7344,1040625.375,121985.7813,558303.5,1161636.625,1660329.75,2336813.25,169441.0781,64659.1875,132759.7656,976757.375,18437508,8870.621094,2374906.75,143182.2969,68162.14063,973202.875,9246.916992,117794.2188,572368.3125,2432.583496,40371.16016,571299.3125,382852.7188,2297585,29344.59961,12412.33691,277202.1875,862.6977539,11264.75195,27479.38867,4218172,467173.25,239876.9063,31770.19727,220673.3594,3429466.5,2785531.75,95140.30469,39143.09766,8302121,200428.875,49368260,247920.9375,5154.041504,182492.5469,1867.942749,391866.125,246357.5313,1794433.75,159410.9844,58781.48828
2001,696058.5,10458.63379,863955.25,1295.685669,120677.875,2213235.75,2330541.5,48192.85547,5156.803223,3580112.5,2260059.75,76304.10938,10408.83984,2649390.75,38296.03516,26904.29297,700188.0625,174757.6094,152398.9688,37890.30469,55098.26172,381004.8125,6428.964844,10080.33496,109614.375,9471979,27798.04102,119333.7109,16328.15918,57188.85938,29078.01758,5373983,2591129.75,880384.8125,15183588,109485.7422,123530.9453,154513.8438,53908.80078,1220425.25,12516.68359,7741.083984,113509.2969,8583.264648,149633.3594,2144471.25,17504746,1913.347046,1984.406982,1271239.75,334656.7188,1322891,663071.0625,764067.625,8104553.5,129542.1719,94179.71094,918892.3125,17906.01367,14057476,88912.24219,11630291,240066.2656,201159.8906,13842,6746.055176,5445.942383,20845.98828,2304313.25,4573.577148,281760.125,1839382.375,132854.6719,443490.7813,75138.17188,993944,6689026.5,10519204,757467.125,4114619.75,371733.375,72444.98438,739583,16022931,128485.6875,143585.2031,24751466,796749.0625,249601.4688,51396.86328,48156.94531,6661.907715,5516550,283743,29590.92969,326795.9688,12220.23926,5863.283203,253930.7344,16004.44434,260780.1406,182849.5,381055.5625,63324.26563,120937.0703,52121.14453,9344.457031,7450414,92226.32031,17946.71875,31914.44336,42346.26563,24245.9043,103634.8281,25824.13672,56030.79297,1330.288574,46941.95313,14793.48242,1773581.625,33631.41406,73847.02344,2621071.25,84556.54688,3753966.75,1128279,133207.9844,411909.8438,227137,1060104.75,124309.875,571818,1194731.375,1713596.5,2419843,171062.3125,66965.99219,147008.3906,986961.5,18235180,9301.719727,2443131.5,150513.7656,70256.05469,1023760.125,9167.571289,121809.2266,566822.25,2530.721924,42266.07813,579495.4375,393048.9063,2315230.75,29459.99609,13276.80469,283047.6563,940.2383423,12431.50586,27845.55469,4221713.5,456939.4375,244704.5,32408.4375,228230.0156,3493476,2879841.5,98423.54688,41999.68359,8165433.5,203911.3281,50734816,262549.7188,5291.286133,185277.7031,2073.876221,432965.6875,256309.1719,1813708,160967.5313,60054.41016
2002,722760.75,10997.97949,867976.3125,1319.317505,125315.6719,2277132.25,2310202.75,49242.05469,5273.432617,3681222.75,2300148.75,80057.40625,10456.27539,2685413,39228.29297,27738.29297,747268.3125,186212.2813,158227.625,39877.26953,59965.03906,381483.7813,6700.662109,10082.59863,111830.1406,9629394,28682.25977,121877.0703,18382.20313,60684.77344,29154.52539,5510506,2623513.5,916439.6875,16754779,110137.1172,128065.8594,154862.5313,53728.65234,1231190.125,12503.84668,8133.615723,118097.9922,9094.351563,152967.8906,2158050,17693756,2006.293457,1967.385376,1290131.5,346653.8125,1352797.875,678008.0625,811839.625,8385983,133579.6406,97652.14063,938143.375,18442.67773,14286074,89619.28125,11860468,240523.0469,202637.9219,14495.89453,7769.263672,5497.651367,22747.61328,2353935.5,4643.617188,293170.875,1887151.375,135673.8594,451832.0313,79056.26563,1023110.188,6940189,11129446,802099.8125,4280907.5,376500.75,73522.60938,758867.1875,16352394,130698.2734,146524.3438,24968428,792565.3125,256197.8438,51412.125,51719.91016,6997.814941,5829945,292990.7188,32371.84375,331441.5625,12482.27637,6058.804688,263135.5938,16285.85156,264744.7813,185569.125,385239.625,63732.07422,118756.0391,51868.85938,9965.03418,7594324,93196.21094,18993.64648,32668.47461,47040.15625,24659.90625,104387.2813,27455.30273,57868.03906,1334.55481,48947.13672,14659.20215,1827820.75,35115.09766,74652.03906,2636786,86301.47656,3820755,1146404.375,140877.7031,423515.125,234713.8281,1077289.75,126128.1172,585489.5,1229266.5,1755077.625,2492634.75,172707.1094,68522.32031,159919.9531,999472.125,18056172,9788.618164,2510617,161820.5313,72361.16406,1060822.125,9149.96875,125964.1484,564958.25,2614.619141,43548.92578,587011.5,402097.4063,2328260.25,29508.18555,13835.75,291117.875,1047.118652,14772.9248,28252.14063,4238599.5,446769.8438,247439.6875,32741.75977,235016.3125,3602912.75,2969513.75,102092.9375,45199.92969,8039340.5,205054.5469,51925832,276881.5313,5445.219238,186292.5156,2264.57373,478338.2188,269133.9688,1833895.125,163027.2813,60337.16406
2003,752185.875,11609.08398,876801.5,1349.864746,130429.5156,2347621.75,2315829.25,50928.70703,5436.169434,3793366,2342471.75,85811.70313,10794.99316,2718060.5,40348.65234,28789.0957,798756.3125,198775.8438,165312.6563,41976.42578,64906.05078,384457.0313,6860.396484,10019.80566,113254.7891,9753476,28946.64453,122538.9766,20413.18164,64231.19141,28864.38281,5659420.5,2651073.75,955112.375,18678236,109954.8203,131557.7344,155326.5781,53837.1875,1248724.625,12407.9541,8493.458008,123007.0391,9597.522461,156386.8906,2170578.5,17858988,2213.762695,1984.425903,1308499.75,352538.5,1383704.75,692236.4375,854195.1875,8690943,138789.0313,100557.2188,958066.625,18814.3125,14514070,89593.83594,12094840,242715.2656,210226.2813,15254.37012,8651.618164,5574.90918,28518.2793,2416310.75,4835.607422,303246.0313,1933496.75,139028.0625,465079.75,83079.8125,1051027.5,7193683,11775586,850418.25,4452492,392124.1563,74862.34375,774196.125,16655170,132696.0781,150536.75,25157068,789949.0625,260820.8906,51336.78516,55450.66016,7331.405273,6155792.5,307065.1875,35137.03125,336709.3438,12368.83984,6230.450195,276151.1875,16560.75586,269965.25,190161.2344,389537.125,65757.9375,117056.6563,52726.67188,10955.61621,7733109.5,93952.61719,20236.25977,34249.67578,53564.5625,24835.94336,106048.2578,28765.62695,60463.5,1346.385742,51472.61328,14675.77051,1883051,36174.85547,75241.94531,2670523,87975.53906,3880233.75,1163915.5,148693.6406,438121.7813,245666.8281,1097211.75,129868.4531,601273.4375,1269556.25,1795496.25,2550467,175504.875,71088.875,188132.7969,1016347.688,17942146,10351.0957,2599837.75,170238.0469,74568.25781,1090466.625,9178.369141,130163.1094,566032.4375,2715.76123,44164.59375,592313.0625,411746.3125,2341928,29480.94141,13984.79688,301990.7188,1176.816284,16587.17578,28764.01953,4284670,437907.2813,249755.75,34185.75391,241156.4844,3765194.75,3052818,106644.8125,48812.26172,7945859.5,206109.5938,53184000,291421.4063,5679.738281,184554.0313,2416.271484,527344.75,286577.875,1862026.625,166059.6094,61149.28125
2004,784664.875,12261.32227,892691.1875,1413.352417,136398.25,2418306.5,2353516.75,53145.91406,5627.161621,3910282.5,2383225.25,91594.53125,11294.93652,2761351,41309.11328,30105.35547,856532,213193.0469,171577.625,43592.35156,69307.07031,389894.7188,6982.419434,10181.43359,114612.3047,9915966,29262.61719,123445.0313,22732.48828,68335.46094,28675.56055,5831697.5,2683957.5,999422.375,20848848,110399.4453,135857.6563,155598.2188,54383.96875,1272898.75,12355.29297,9014.379883,127757.9297,10073.56055,160309.0781,2184273.25,18013062,2374.169189,2017.365112,1328034.375,359493.4375,1418023.75,707712.4375,899154,9008775,144033.1875,106648.3672,979629.375,19020.66016,14754241,89400.38281,12326425,245580.1406,222517.4844,16277.15234,8883.525391,5601.846191,33795.57813,2478102,5022.947266,312490.4063,1981187.125,144821.1406,478751.5313,86892.45313,1082782.5,7532149.5,12533966,904231.5625,4633872.5,399120.3438,77101.69531,789707.3125,16957444,134752.6875,157301.8906,25328238,792551.25,266387.375,51436.49609,59613.93359,7636.550781,6481699,322431.8438,38932.83984,343734.125,12212.3916,6446.888184,294384.0625,16758.90625,276730.375,194220.7969,397232.25,69546.8125,115618.2656,54393.32422,12409.12109,7893083,95043.79688,21631.46289,35788.3125,62425.72656,25074.33789,107537.5703,29851.14258,62725.41016,1347.152954,53929.79688,14927.62207,1939142.625,37278.33594,75941.125,2676359.75,89853.34375,3936651,1187095.125,156500.6094,453916.7188,260136.4688,1110556.125,134467.125,619726.0625,1310474.5,1841728,2605971.75,178656.1094,73434.73438,214707.2344,1038049.188,17888754,11016.64258,2728628.5,179824.375,77241.9375,1127256.5,9194.529297,133433.8906,569684.0625,2813.932129,45724.89453,599068.375,421963.75,2359169.75,29600.35742,13784.80469,314522.0313,1369.50354,18092.25586,29158.80273,4366565.5,429350.1563,251547.375,35255.25391,247191.5,4023995.5,3164197.25,111901.2031,53026.01563,7884962,208795.3594,54572836,306310.9688,5905.343262,185278.7656,2564.521729,579553.25,306117.9375,1901639.75,168280.8594,59714.65625
2005,819560.3125,13089.74512,913543.9375,1496.364868,142895.9531,2506666.5,2406985.75,56348.78906,5901.947754,4038025.25,2421749.5,97620.98438,11631.88477,2810167.25,42059.41406,31634.69727,923092.0625,233176.8438,181149.125,46007.30469,75132.78906,398057.9375,7143.381348,10336.61719,116362.9297,10079144,29596.53125,124482.6875,24580.77734,72608.15625,28839.78516,6029150.5,2719346,1058703.625,23268102,110634.4688,139945,156360.7969,56143.19531,1305603.5,12312.86621,9438.866211,132743.1094,10565.42188,164816.7031,2200907.5,18165114,2652.822754,2067.488281,1350405.125,371390,1455792,726725.75,953345.0625,9354393,150540.7188,112474.9844,1002029.375,19672.29688,15002391,89312.30469,12577712,249248.9844,234686.0313,17668.01953,9038.682617,5617.102539,39866.42188,2521138.75,5436.510254,322093.6563,2030617.125,149912.4688,492421.9375,90730.36719,1115172,7928477.5,13437015,969754.125,4812345,440781.9688,80584.28125,805459.8125,17257984,136896.9375,168116.8125,25517398,802250.875,276006.3125,51684.61328,64792.04297,7990.786621,6799244.5,345225.375,43228.70313,350666.125,12047.47363,6764.506836,315268.9063,16852.17773,284379.5313,200754.7344,407437.625,77521.48438,114610.3125,55841.64844,14336.00391,8070939,95670.74219,23150.66016,37772.33203,74306.15625,25432.38086,109012.5547,31082.56836,65188.96094,1340.887817,56153.42969,15540.27637,1999116.375,38375.9375,77415.69531,2684144.25,92114.45313,3996148,1217240.75,163932.9688,470005.3438,277652.6875,1138775.625,139585.3281,642217.5625,1352046.5,1895388.125,2658914.5,181891.3125,76100.64063,246145.75,1065861.625,17880848,11843.40137,2904490,195199.8125,80215.07813,1164091.625,9306.695313,136663.7969,573444.75,2932.08667,47442.26172,610926.0625,432174.5,2379216.25,29719.51953,14096.11035,329930.75,1662.525635,19637.76563,29653.58203,4478758,421527.9375,254626.9688,37644.08203,253422.8125,4341694.5,3272268.25,118739.2578,58303.53906,7833597,213241.8594,56084488,322038,6112.203613,188511.9531,2736.750244,636512.875,329393.5,1951202.875,170363.2656,57695.17578
2006,858682.625,13968.67188,935606.125,1622.51416,150049.3125,2614737.25,2475046.75,61026.52734,6421.243164,4167987.25,2459522.25,105547.0938,11937.47363,2858023.25,42767.87109,33317.35938,995964.0625,255688.4219,194071.8906,49248.29297,79590.14844,411769.8438,7304.358887,10420.73438,118678.5625,10269699,30366.33789,125658.5859,26259.92773,77495.9375,29082.01367,6239971.5,2759447,1119500.25,25976578,111498.6406,143975.8281,157733.2031,58269.24609,1351116.625,12334.22461,10004.44238,138256.9063,11064.69824,171244.6406,2219573.25,18365854,3266.523682,2113.665039,1381433.875,389337.75,1495699.875,746741.625,1017268,9729793,159361.9219,119237.375,1024142.5,20047.19141,15264812,89505.3125,12838273,252297.0781,250737.1563,19155.17578,9197.96875,5647.810547,46228.75391,2583640.75,5655.921875,334844.75,2083628.125,156403.6719,508168.5938,94631.22656,1145856.875,8325556.5,14486343,1038852.75,4969888.5,487905.5313,85164.74219,824020.9375,17565988,139526.75,180053.6875,25687838,821449.9375,287914.375,52868,70992.58594,8351.879883,7123341,380547.5,49074.875,357380.8438,11960.94141,7260.256348,339747.3125,17062.01172,294504.3125,204985.0156,417915.5,89947.91406,114254.8203,58011.375,16466.87109,8279480,96569.07031,24976.38867,39741.29688,89852.15625,26218.98047,112578.4375,32365.19727,68062.89844,1326.477417,59085.42969,16797.09766,2062477.625,40308.64453,79023.78125,2730711,94345.84375,4065973,1252370,172389.2656,484190.2188,294867.5625,1188820.75,146333.8125,672217.8125,1397083.625,1965563.75,2707930,185281.5469,78322.53906,310011.4063,1111236,17948068,12956.69141,3127168.5,211701.3125,83905.49219,1206595,9385.280273,141086.5,579407.125,3025.125,48421.14453,624453.625,444205.1875,2406743.75,29854.58398,14329.625,346644.6875,2096.638428,21876.20508,30272.43359,4583184,414296.4375,257070.375,38659.92969,260938.5938,4707135,3373889.5,127152.3438,64141.01953,7819816,219026.7031,57575292,339186.375,6396.84668,194024.1875,2891.925781,696648.3125,352898.5313,2012867.25,173080.2188,55867.94531
2007,906199.5625,14768.88281,963791.25,1823.630493,157553.5469,2797278,2567440.75,66674.14063,7011.499512,4311797,2501365.75,113445.0156,12210.21973,2914184.25,44109.55078,35326.55859,1074084.75,281102.0625,213719.0156,52086.97266,85761.46875,428139.2813,7476.062988,10532.3252,121889.4141,10518991,30720.75391,128567.4531,27437.24023,83286.42969,29244.97656,6451696.5,2803672.75,1185309.5,28985030,113447.6172,147855.3438,159510.5469,65165.68359,1410987,12278.44629,10916.1543,145893.25,11548.34082,178305.3438,2248851,18579110,3859.227539,2169.784668,1410554.75,411703.5625,1542257.625,767262.375,1101159.25,10114356,168925.4219,126137.8203,1051595.125,19942.72852,15556713,90095.14063,13112510,256234.1094,270668.1563,21254.59375,9347.541992,5702.835449,54591.05859,2662564.25,5899.213867,348165.875,2134420.25,166065.0156,525071.875,98642.25781,1177686.875,8774760,15729501,1104379,5168529,489829.5938,88717,846294.375,17871752,141601.0625,192122.6406,25812342,846918.0625,298667.5313,54237.94531,77793.58594,8752.445313,7459716.5,423325,57564.60938,367548.6875,12438.58301,7698.826172,366071.8438,17367.88477,307985.4375,210033.625,430678.1875,105872.6484,114758.3281,61057.70313,19135.97461,8504822,98163.78906,26831.93555,41804,109224.5625,28269.05859,116792.0391,33683.13281,71640.94531,1312.680786,62164.07422,18270.07422,2138305.75,42550.68359,80635.02344,2744379,97116.4375,4161991.75,1295249.25,181195.0156,499807.3438,321521,1237905.5,158256.0938,712472.625,1445651.375,2058670.125,2758138.25,189670.6875,79439.40625,395936.9375,1203351.625,18109160,14458.3877,3406165.75,224995.3906,87974.21094,1260674.5,9458.984375,146102.2813,589651.5625,3184.087646,49989.57813,641126.5,458612.625,2441047,29994.00977,14505.05176,359450.1875,2550.509521,23841.85547,30725.2168,4678201.5,407687.8438,260201.5156,39453.99609,269188.5,5073960.5,3470830.5,137321.4844,70918.30469,7856400,225600.3281,58915288,362127.0313,6675.481445,201872.3438,3034.269287,775196.375,380918.3438,2089985.125,177134.8281,54657.23047
2008,963643.6875,15567.38086,1006915.688,2037.911865,165337.0156,2970638.5,2665784,72985.75,7589.046875,4450216,2542745.75,123454.6406,12491.05566,2969627.5,45445.66797,37364.67969,1161489.375,313376.4063,237343.2344,54329.17578,93164.625,450035.375,7803.199219,10785.38086,126649.6484,10830965,30979.14453,132367.0625,29268.67578,89082.52344,29446.91406,6659251.5,2843588.25,1266726.125,32322166,115631.7266,153864.6875,161444.25,70697.94531,1461577.25,12296.04395,11805.45898,154643.6719,12022.64844,186131.5,2274983.75,18787008,4342.820313,2250.620605,1435327,436833.5,1598253.875,794255.625,1200551.25,10450805,175695.8594,134268.3438,1078018.125,20906.41211,15838762,91126.49219,13337417,257715.4375,292591.625,23245.6543,9464.171875,5733.310547,66266.47656,2724349.5,6073.873535,359238.2813,2180999,176300.5938,543875.75,102762.25,1207722.875,9297967,16946774,1154723,5402258,529373.9375,90894.72656,869309.4375,18130888,143040.7344,203532.8281,25871006,870160.0625,311263.7188,55957.53516,85767.0625,9098.467773,7769014.5,477561.9375,65758.78125,381756.4375,12457.28906,8254.582031,392589.9688,17860.50781,319307.5313,216370.2031,439603.9063,118316.5156,115224.2031,67411.92188,22307.79297,8751870,100520.9375,29604,43378.58984,134470.875,31131.24023,121428.2656,36403.98047,74152.92969,1301.338989,65195.78516,20093.10156,2212668.25,45402.77734,84013.54688,2755053.5,100238.0703,4243510.5,1336390.25,189931.8906,511859.4375,361060.625,1291353.375,173807.7031,767397.9375,1495676,2159050.5,2805466.25,195613.3594,81723.49219,489739.4688,1313915.75,18312350,16522.69336,3716587,235627.3906,92439.9375,1322365.875,9557.423828,149855.5,599956.625,3340.93335,51890.50391,657994.375,474204.4688,2471922,30128.7793,14531.15918,369876.5313,2990.592529,25778.86914,31317.74609,4767893.5,401482.3438,274214.625,40254.6875,278015.5313,5397747.5,3525917.75,148804.4844,77753.67188,7885685.5,234305.3125,59981812,393991.8438,7009.047363,209274.375,3169.74292,852120.5625,411456.0313,2182482.75,182283.0313,53168.32422
2009,1016554.5,16123.44824,1054383.25,2083.062988,172987.3125,3159089.75,2714704.75,76997.95313,8058.981934,4585471.5,2571160.25,131845.3125,12957.26367,3010390.75,46962.74609,39933.05078,1255554.125,335433.25,250757.5625,55821.45313,97677.82031,471828.6563,7962.615234,10875.77832,131330.2813,11097102,30993.39453,135822.2188,31528.63281,95496.82031,29682.13477,6806970.5,2867855,1326847.5,36652620,117916.4609,159345.5156,166348.5,76152.64844,1512358.5,12291.61621,12532.17578,160957.6875,12405.82129,191814.5156,2285786,18897208,4722.165527,2310.224854,1447579.375,455731.3125,1659875.625,817235.875,1274937.25,10658190,176892.3438,147516.0156,1094931.5,21179.38672,16031712,92153.85938,13463969,255596.0781,303817.5,24817.30469,9583.634766,5761.508301,82266.91406,2762201,6117.077148,366603.4688,2217905.25,178928.3281,555416.75,107017.2109,1228303.375,9825417,18271270,1185782.125,5629733.5,547500.875,90112.70313,889114.6875,18289088,143314.5469,217323.0625,25807276,890325.875,325390.2188,57911.34375,93786.875,9402.501953,8062310.5,509946.0625,73731.05469,402283.5625,12548.47168,8694.742188,418353.1875,18319.74023,321145.9688,219601.125,441021.8438,124938.9453,114181.6563,71955.88281,23847.26758,8924399,102890.2266,32312.2207,44438.02344,169135.3438,32702.28125,122612.7109,39237.07813,76498.33594,1289.833618,68674.67188,20721.23633,2276972,48719.94922,87632.64844,2774955,101590.9922,4300422.5,1368544.625,198293.375,520034.1875,394384.4063,1335548,188092.2656,815775.625,1541542.75,2247753,2839267.5,200463.5469,84734.10938,572337.25,1355360.25,18386216,18518.07422,3980940.75,247302.6094,96313.94531,1387394.125,9681.449219,150982.6094,602198.875,3449.654053,53932.08203,664617.25,481119.4688,2483172.75,30372.88086,14521.24609,383418.3125,3187.27002,27793.11328,32126.36328,4809583,395176.4688,299779.6563,41915.60156,287135.1563,5583884,3554814.25,159576.8594,85316.79688,7780252.5,241261.5,60510768,435503.875,7220.423828,214906.125,3299.038818,934348.375,442982.6563,2255573,187412.8125,53690.13281
2010,1062872.875,16532.08594,1090475.125,2103.135986,179376.0938,3312542.25,2797080.5,80693.1875,8279.300781,4723137,2594565.25,140741.0156,13559.51855,3049579.5,48786.46875,43073.88281,1358088.25,349859.9375,266955.5938,56999.30859,100913.4063,499245.4375,7990.758301,10868.77051,136504.9063,11482913,31398.18164,138769.1719,35074.58203,102589.7734,30068.9043,6997023.5,2896271,1396521.625,41481220,122437.3281,164988.6875,171946.6563,82346.88281,1567747.375,12285.87012,13487.15234,167756.3594,12744.77246,197086.375,2295183.75,19046656,4840.449219,2360.559814,1454684.375,480087.3125,1726059.25,844420.375,1354765.375,10828598,177906.0313,163608.7813,1112684.875,21496.32031,16233568,94842.60156,13608539,256185.1406,308332.7188,26439.01172,9659.742188,5803.82959,93877.35938,2773866,6138.969238,373366.7813,2260140.5,181840,561140.5625,110858.875,1240923.5,10409043,19780460,1202053.25,5860177,595435.125,88985.73438,912672.4375,18444618,143560.7656,228933.7813,25730574,910287.0625,342438.3125,59498.30469,100338.25,9608.749023,8376644,545752.0625,79912.00781,421123.6563,12744.9248,9070.552734,448578.9063,18893.4668,323063.0625,223995.1094,439341.6563,129501.3594,113666.7813,74787.36719,25567.74805,9112659,104908.2813,35236.13281,46240.91016,216465.7188,33694.20703,125777.2344,42681.82813,78907.78906,1278.205811,72013.13281,21130.53516,2359699.75,51599.54297,91921.21875,2796960.25,103235.4688,4340137.5,1393712.625,208463.6094,528833.375,421559.6875,1369154,204420.0938,878542.8125,1607367.5,2331664.25,2869750.5,208435.9844,87226.10938,644099.5625,1391894.125,18488934,20579.97656,4275859.5,261116.5313,100048.0547,1456961.125,11148.54004,152594.7969,602608.875,3613.309814,54894.28516,673739.25,484203.7813,2500861.25,30597.35938,14838.03223,400742.2188,3285.764404,30150.89258,33035.46484,4884222,389265.9375,330882.125,43549.48438,296691.4375,5864574.5,3625328.5,171797.2344,93018.5,7674184,250028.8281,61054676,480170.1563,7469.892578,219373.0313,3421.053955,1025582.063,477224.125,2317471.25,192950.4688,56205.3125
2011,1116994,16938.04102,1132092.625,2094.913086,186237.2813,3470319.75,2901287,83560.60938,8353.717773,4886940.5,2624820,154715.3594,14167.78809,3095371.75,50878.19922,46767.03516,1471173.375,362413.7188,279546.6875,58778.89844,104566.8672,530930.75,8024.271484,10819.84668,144130.125,11900607,32032.30078,145134.6875,39003.23828,110741.5,30268.97266,7201987,2926518,1479413.5,46622836,123834.7031,172017.1563,183241.0781,87904.85156,1632660.25,12351.40527,14490.7168,174765.2188,13074.42285,200822.3594,2303938,19250234,5073.547363,2395.481689,1461774.125,503634.5625,1794315.875,878465.9375,1412577.5,10951608,181953.6094,186589.75,1132421.75,22158.5918,16442443,98803.15625,13738178,258197.4063,318786.2188,28882.27344,9751.941406,5835.798828,106329.1172,2759982.5,6140.180664,381471.5,2311783.5,187016.5781,565897.375,115154.3281,1252092,11054544,21474092,1216262.5,6099517,647964.125,88345.70313,942868.5625,18583716,144327.7344,241089.9219,25674480,930069.75,359936.25,60807.61719,107680.1641,9739.751953,8676902,580690.375,87807.05469,438682.0313,14028.73828,9469.683594,488474.2813,19548.4082,327669.25,230340.375,440816.0625,135610.0625,113538.2734,77648.67969,28033.53125,9330673,107592.7266,39045.34375,47253.44531,272324.9688,34493.01953,134473.0625,46807.07422,81295.79688,1265.896851,75386.49219,21349.63086,2450093.25,53960.26172,95854.73438,2809237.25,105908.0625,4387492,1423790.25,217850.5781,538761.4375,454053.5625,1392092.875,224467.7813,946491.8125,1667085.375,2427612.75,2883219.5,216391.5625,90778.91406,741575.6875,1434261.125,18637374,22812.69141,4629335.5,270825.4375,104218.1719,1529518.5,13270.83594,155971.8594,603805.875,3700.981445,56703.80859,687491.6875,486058.875,2524020.25,30663.45703,15117.62695,414651.4688,3329.839355,33724.44141,34469.04688,4967461.5,383825.4688,365982.625,45078.86719,302880.9063,6262001,3686627.5,187593.8281,102053.1094,7586308.5,259057.6719,61672648,524143.5313,7649.200195,224170.0938,3527.335205,1100018.75,490095.3125,2385136.75,200748.5313,58104.98828
