Row,Total,Epo1,Epo2,Epo3
Mean_gross,0.520250844316522,0.26043843705741,0.70579006381971,1.53030738362959
Std_gross,0.0376809273552967,0.0536780862740827,0.141323106367165,0.351423192502363
CI95_gross,0.018739922275544,0.0266958176265494,0.0702844705515677,0.174773918147535
Mean_net,0.905350961107905,0.414405078896889,1.38648913814568,3.39275159750529
Std_net,0.065573106068425,0.0854116305902333,0.277622145722262,0.779119025705099
CI95_net,0.0326115888683285,0.0424779173717299,0.138070312966266,0.387480643654031
