Row,All_impact_calib_m,All_impact_calib_ci,N_calib_m,N_calib_ci,W_calib_m,W_calib_ci,HS_calib_m,HS_calib_ci,All_impact_expert_m,All_impact_expert_ci,N_expert_m,N_expert_ci,W_expert_m,W_expert_ci,HS_expert_m,HS_expert_ci
"USA",3.81053476185892,0.258579802937413,2.14385952812414,0.0188270661798878,2.4652600163516,0.0374415936177314,6.82248474110103,0.062842473675433,16.8899744458857,1.09939675002728,9.60210282709301,0.0266442430197226,12.261873238419,0.418136413640075,28.8059472721449,0.0889352660988379
"China",2.47188680946938,0.168295088734888,1.38800330313535,0.0137386330622616,1.60909919362099,0.0272242258506473,4.4185579316518,0.0458678634261161,10.2197986216682,0.694677728357813,5.80789645255402,0.0173480914525594,7.43866970483843,0.270073888756948,17.412829707612,0.0579184177817163
"Russian Federation",5.16783536444085,0.34653543841951,2.90628399057401,0.0259281813136461,3.34779746055607,0.0515176497558209,9.24942464219244,0.0865506234260518,22.0224678291498,1.43076095711392,12.5189426829814,0.0349409830463722,15.997354065079,0.547233206271264,37.551106739389,0.116636173945258
"Germany",4.66438231496422,0.317001021553923,2.62434709917159,0.0230167723259683,3.01730447330601,0.0457770713297288,8.35149537241507,0.0768265834827103,19.6576644786287,1.279899441097,11.1756488050743,0.030999441128175,14.2705151013348,0.486560769738237,33.526829529477,0.103471551876286
"Japan",5.14411106300316,0.347551432060155,2.89376043914416,0.0255369152213432,3.32944883058433,0.050765121998768,9.20912391928097,0.0852395314807738,23.6512932164873,1.5379075514827,13.4456267405239,0.0373705018986908,17.1736361711045,0.585974785049668,40.3346167378335,0.124738796578823
"India",1.98884764081297,0.134426117044373,1.11672650401954,0.0110824265858188,1.2948325373876,0.0219656857210726,3.55498388103176,0.0370043160723677,8.39123568625497,0.569755759338299,4.76867380620083,0.0142738819851195,6.10868336172942,0.222217927324043,14.2963498908347,0.0476606126345039
"United Kingdom",2.37085432321532,0.163623178411315,1.33443836200844,0.0116166964173526,1.53178931319161,0.0231198417901916,4.2463352944459,0.0387718505922116,9.81444089976206,0.644532145892104,5.58007995482559,0.015504081637248,7.12064008690788,0.243754391563095,16.7426026575527,0.0517463756658817
"Canada",3.4347053294635,0.231416165486914,1.93196667954943,0.0171006026449914,2.22374456560672,0.0339925530324813,6.14840474323435,0.057082186346921,14.5343124167225,0.944223564405788,8.26250682574256,0.0229823036959943,10.5552567938174,0.360279397891556,24.7851736306075,0.0767154333382816
"Ukraine",7.46982637411803,0.511299404158387,4.20346129667497,0.0368686348050044,4.8295961777309,0.0733304737319804,13.3764216479482,0.123054596965423,32.7882036951613,2.14854314725951,18.6411688424212,0.0518992698243941,23.7956475543906,0.814895175070603,55.927794688672,0.173221595125993
"France",1.72255832075947,0.117755474378725,0.96932531031875,0.00846791891556917,1.11373057791991,0.0168471388214459,3.08461907403974,0.0282639535926271,7.14197894352206,0.466322348123536,4.06044005944257,0.0112608554898411,5.18349935759281,0.176885925113003,12.1819974135308,0.037586129502606
"Italy",2.23253159066398,0.153938553928171,1.25653588414413,0.0109512820707836,1.44258925689657,0.0217956398131603,3.99846963095124,0.0365516232214556,9.81728779730889,0.644592670697751,5.58165025783109,0.0155128444226465,7.12311536103882,0.243884787647727,16.7470977730568,0.0517765537189804
"Poland",6.39835701903661,0.430385628201694,3.59875312728124,0.0319367886042208,4.14330666262425,0.0634756728890238,11.4530112672043,0.106606596855186,26.4162618062038,1.71625870015467,15.0170118938551,0.0418169491704115,19.1857762173282,0.655354517670558,45.045997307428,0.139587066726387
"South Africa",12.376385140614,0.828922338955014,6.95905780330447,0.0626837082853997,8.02180763895211,0.124496097001396,22.1482899795855,0.209244381533956,51.4354270873777,3.35154213613648,29.238176349285,0.0820578961130966,37.3706603750163,1.28408396528373,87.6974445378319,0.273917325439436
"Mexico",2.66164298745869,0.178400648670382,1.4967785874929,0.0133964281788568,1.72451677168808,0.0266110191575363,4.7636336031951,0.0447175390499487,11.3236261643868,0.736537016725387,6.43699966136459,0.0180006374376314,8.22591360827545,0.281796688046607,19.3079652235204,0.0600864795297951
"Iran",4.7546814022724,0.31715589903568,2.67153482938114,0.0251192143176105,3.08890123483853,0.0498364110111177,8.50360814259752,0.0838643614515515,20.6906926333974,1.36614823602292,11.7598373586846,0.0338729711490355,15.0486053942099,0.528614652372477,35.2636351472977,0.113090125350343
"Australia",3.01818627237226,0.202195626865692,1.69728527120692,0.0151751920844596,1.95551431396874,0.0301490884493488,5.40175923194114,0.0506564163573877,13.0150923194634,0.845798602282836,7.39852138754589,0.0206710042883931,9.45485696232335,0.323672561618552,22.1918986085209,0.0690020260653245
"South Korea",1.94487488368498,0.12964484817986,1.09325387747515,0.00999567933123009,1.26175857615951,0.0198431612140787,3.47961219742028,0.033369059469253,8.350215803479,0.545398175160983,4.74635902579889,0.0134301527182186,6.06962422803372,0.209902072190176,14.2346641566044,0.0448345279880278
"Brazil",1.8302613818719,0.12212535347927,1.02860032736712,0.00955423406057083,1.1882337744013,0.0189559867832248,3.27395004384729,0.0318956251607373,7.93485126131965,0.521695077361993,4.51007580337593,0.0128973309110739,5.76940558967871,0.201331116271816,13.5250723909043,0.0430561392682718
"Saudi Arabia",4.26427195078691,0.285613226521843,2.39567517798526,0.0227807802390427,2.77144205046751,0.0451730759007672,7.62569862390796,0.0760536319849629,18.0167185133216,1.19717747325846,10.2398227081413,0.0297347999659094,13.1056052629324,0.463601302167377,30.704727568891,0.0992696259752335
"Spain",1.47596942321853,0.101399141912662,0.830609777992457,0.00726876360675883,0.95412375315734,0.0144639171760716,2.64317473850579,0.0242614773188716,6.4224517452161,0.421160252881993,3.65140274122578,0.0101575492395993,4.66085345161585,0.15961724469358,10.9550990428067,0.0339035857848936
"Indonesia",1.36760961258024,0.0915499068959701,0.768377517643909,0.0072775041693074,0.888647110681827,0.0144362650110933,2.44580420941497,0.0242969715818636,5.50257122825315,0.365116024096748,3.12742703853748,0.00906072847993106,4.00238692979396,0.141356294273891,9.37789971642799,0.0302505168346497
"Kazakhstan",6.39446639728161,0.427425635909471,3.59254343279412,0.0340175837882394,4.1554457883654,0.0674798498326989,11.4354099706853,0.113573547860259,27.7887989004272,1.84142816826883,15.7938578824242,0.0457102974430483,20.2135217948999,0.713103039431837,47.3590170239576,0.152611681260841
"Turkey",1.71742998784837,0.114636332348657,0.964944644696442,0.00909955762494142,1.11586832961365,0.0180513943001043,3.07147698923503,0.0303801413717736,6.88139864080064,0.455009422626695,3.91111150809451,0.0112887645368642,5.0051751853702,0.176129638043994,11.7279092289372,0.0376891137655503
"Netherlands",3.06063989689213,0.207112100589133,1.7218202253594,0.0151600622962249,1.98061323048875,0.0301428906448954,5.47948623482823,0.0506028548167231,12.6902073763501,0.825305700253066,7.21438479241396,0.0200320186163524,9.21393452764464,0.31423076528311,21.6423028089918,0.0668649844520491
"Czech Republic",2.40142689088263,0.163865909852878,1.35127857165915,0.0118179714353883,1.55288501328309,0.0235100510401562,4.30011708770564,0.03944599421486,10.2204491976936,0.666778563287234,5.81059302800187,0.0161149406561403,7.41828840496421,0.253081237410493,17.4324661601148,0.0537884068657879
"Taiwan",3.43641080834119,0.23021219047268,1.93243569254233,0.0172984946827628,2.22662808022864,0.034367008621506,6.1501686522526,0.0577446346107486,14.6925329398647,0.95521604763351,8.35203815182419,0.0233521182399701,10.6737429716294,0.365636457734066,25.0518176961406,0.077952420709633
"Belgium",2.20034277304026,0.150990473893778,1.23828197474631,0.0107994950049141,1.4222965678773,0.0214910712270223,3.94044977649717,0.0360461483449108,8.98167859844882,0.587474094215829,5.10644396711669,0.0141651029588426,6.51805832842281,0.222615674744175,15.320533499807,0.0472797480199804
"Romania",3.5324794003159,0.243198055541811,1.98807586012938,0.0173543070836815,2.28297346548178,0.0345366143901053,6.32638887533654,0.0579235436616321,13.7821683429062,0.904333601643633,7.83580435302939,0.0217834871862804,10.0007607915507,0.342402220315405,23.5099398841384,0.0727068366978235
"Argentina",3.04695892282963,0.20362472882982,1.7128289105492,0.015642750258274,1.97647390324845,0.0310509648513875,5.45157395469125,0.0522182843613464,13.1832635034813,0.86204283092194,7.49359216663269,0.0211966534276857,9.58162755368248,0.33129590520799,22.4745707901288,0.0707582015899247
"Venezuela",325.52678265633,22.067467976472,183.120611444382,1.62379151828656,210.695192577844,3.22711408377298,582.764543946765,5.41984080555816,1484.23557871408,96.9205999564847,843.780913201752,2.35596361401,1077.70604602919,36.9265989674138,2531.21977691128,7.86366204517166
"Thailand",3.50963320482837,0.233931882471316,1.972498446081,0.0182203200016891,2.27813518740508,0.0361579899420397,6.27826598099903,0.0608264740078793,15.2514184620956,0.999835025285754,8.66879929488379,0.0246804264349517,11.0882962024917,0.385456162800515,25.9971598889112,0.0823928074210441
