Row,All_impact_calib_m,All_impact_calib_ci,N_calib_m,N_calib_ci,W_calib_m,W_calib_ci,HS_calib_m,HS_calib_ci,All_impact_expert_m,All_impact_expert_ci,N_expert_m,N_expert_ci,W_expert_m,W_expert_ci,HS_expert_m,HS_expert_ci
"Uzbekistan",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Egypt",-10.2676074100639,-0.633374112755936,-5.89838167034804,-0.0176550511110401,-6.23356239844757,-0.0360546197757517,-18.6708781613961,-0.0584052511589475,-171.0101662915,-10.1252154289425,-98.0901374612362,-0.202513351155667,-120.665995908822,-3.31470099649491,-294.274365504443,-0.66994103063744
"Malaysia",0.256017097369017,0.0208831006795443,0.146950064896463,0.000616626499873582,0.155792510352577,0.00125991269094282,0.46530871685801,0.00204290262305352,1.90747101842146,0.149899620701806,1.093206970824,0.00300428124387779,1.34686526178658,0.0493049990667737,3.28234082265382,0.0099532764724946
"North Korea",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Pakistan",0.450219057534147,0.029318952048476,0.258573840424136,0.000832460813054133,0.273512490142069,0.00170040497593713,0.818570842036236,0.00275529832774421,3.24356767546538,0.203346748427393,1.86002572995008,0.00406860605591421,2.28910829588401,0.0666597334419642,5.58156900056206,0.0134663677692915
"Belarus",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"United Arab Emirates",0.0852219354904597,0.0103800212525303,0.0488855804167182,0.000314569248815655,0.0519504980962639,0.000642818043310033,0.154829727958397,0.00104278391848032,0.677916748673291,0.078600795881169,0.388317816368953,0.00157760240440797,0.478960636817799,0.0259146549973773,1.16647179283312,0.00522968606520272
"Algeria",0.109172805869007,0.00839569433339657,0.0626823886633396,0.00025048012662788,0.0663795168417901,0.000511773883950693,0.198456512101892,0.000830013702921187,0.843322938364002,0.0642437301720789,0.483472360322605,0.00128898736279699,0.595367917391262,0.0211586005687602,1.45112853737814,0.00427130562578795
"Hungary",0.62783181885351,0.0385667811484884,0.360655922063439,0.00107913275141981,0.381196985485954,0.00220382919978077,1.14164254901114,0.00357025731675404,4.62645160493103,0.273204965862137,2.65361401890218,0.00546544815875199,3.2645534229541,0.0894718496369411,7.96118737293682,0.0180821648239764
"Iraq",0.651410594668122,0.0471510398410506,0.37401441627483,0.00137554465284349,0.396061849888273,0.00281034519469069,1.18415551784126,0.0045559414488771,4.99506815640243,0.350832896837701,2.86360065086039,0.00702726611427127,3.52614340265054,0.115273644865117,8.59546041569635,0.0232750081185048
"Sweden",0.242979776533848,0.0149939415230322,0.139575846742852,0.000421564373094407,0.14753763555222,0.000860971471883029,0.441825847306472,0.00139492200062922,1.86497557289985,0.110998912331804,1.06967680231257,0.00222086754847032,1.31601067196379,0.0363657839502309,3.20923924442319,0.00734866891408531
