Row,All_impact_calib_m,All_impact_calib_ci,N_calib_m,N_calib_ci,W_calib_m,W_calib_ci,HS_calib_m,HS_calib_ci,All_impact_expert_m,All_impact_expert_ci,N_expert_m,N_expert_ci,W_expert_m,W_expert_ci,HS_expert_m,HS_expert_ci
"USA",1.17081102605155,0.042290224657808,0.667833624906171,0.00184237350043785,0.361265889292394,0.00371046505422204,2.11819122539054,0.00613430949971444,8.61301993331276,0.299643584389599,4.91720185308242,0.0593909949151262,6.15659515235302,0.106489138935253,14.7652627945028,0.0220937738342247
"China",2.02435274274366,0.0867301479385108,1.14574866416657,0.0063426741758432,0.639772563340592,0.0125969996863175,3.64089956040023,0.021170814004539,10.2090178888063,0.489579157093892,5.81210037766344,0.104554660961674,7.37360847437276,0.187934109725944,17.4413448143828,0.0401147124743055
"Russian Federation",2.66953924884579,0.152703811139336,1.50914342531799,0.00911807413502771,0.846262385176335,0.018252510154641,4.79786900021099,0.0304195180421341,13.5375646253191,0.719431701902898,7.70485017841669,0.147635863803717,9.77305965966359,0.265522192600999,23.1347840378769,0.0557392258613722
"Germany",0.579297874591304,0.0217931432254017,0.330980383084959,0.000810061219041602,0.177838675974135,0.00163985691450433,1.04932764711962,0.00269291087338945,4.71306283595558,0.161709333251856,2.69294606161589,0.0312489732564873,3.35984567513436,0.0559020343735664,8.08639677111649,0.0114842579937247
"Japan",0.58324531468557,0.0221228278500749,0.33204589596578,0.00108105838681807,0.18100401004698,0.00217268178027038,1.05373982176057,0.00360275250595179,4.21108928263078,0.157406650095027,2.40209217614143,0.031575104299594,3.01669981644707,0.0567004325678192,7.21447585530385,0.011810411913251
"India",1.18337802480007,0.0495410382772443,0.66997685792849,0.00362595905235178,0.373653612694665,0.00720432673074854,2.12884061926437,0.0121040208415989,7.23653592789694,0.342207777874911,4.12018095573525,0.0732040676845773,5.22569038290882,0.131589042500851,12.3637364450468,0.0280782366237206
"United Kingdom",0.834482222022516,0.0317483524888807,0.477013808104585,0.00112911390873367,0.255803923803178,0.00228672589575602,1.51208018732215,0.00375111510382435,6.05580324371272,0.2066598515133,3.46112538122295,0.0397756001970285,4.3143986576621,0.0710737965955117,10.3918856922531,0.014588749432129
"Canada",1.05274602401092,0.0380903240015741,0.599874484976145,0.00180285400259363,0.325849802848317,0.00362326890714542,1.90316755319213,0.00600668530713703,7.68863872030412,0.275248729152643,4.38742791053146,0.0551767298752712,5.50361188049964,0.0990264312911071,13.1748763698812,0.0206307409650908
"Ukraine",3.2101795459358,0.199418246145964,1.81713334945504,0.0107903349323066,1.01348758254639,0.0216917114112626,5.77555521555545,0.0359849501686565,16.7174709048769,0.932385927067716,9.5180396601069,0.187539228667203,12.0452731899696,0.337305793460478,28.5890998645541,0.0701903404751411
"France",0.468971544457671,0.0175953515661827,0.267824509056881,0.000679525637611995,0.144166496189779,0.00137429107411077,0.849210198982395,0.00226000555791588,3.40361365021133,0.117842564446878,1.94428098508199,0.0228828394372031,2.42791292878044,0.0409667467787344,5.83864703677155,0.00843089575599749
"Italy",0.371440212021977,0.0140617680829089,0.211627122206538,0.000649093986345768,0.114996273285241,0.00130723096420128,0.671467036178326,0.00216239034409206,2.94710987667487,0.108401525938946,1.68162996911492,0.0215233884049801,2.10863927248048,0.038636959198805,5.0510603884292,0.00801424746359668
"Poland",2.23656214508158,0.0840794941426173,1.27647389629008,0.00341323014929342,0.688826091901886,0.0068996624917729,4.04816912480664,0.0113586968711136,16.421339285495,0.579421980856582,9.37753373805286,0.1130336632224,11.7227205201532,0.202575996870891,28.1637635982788,0.0417294226179715
"South Africa",1.91176814893492,0.0702570153198385,1.08759284426102,0.00376567690573268,0.594684994181363,0.00754342856826827,3.45196053508727,0.0125556518574523,17.1598142347315,0.649965578235496,9.78556485590592,0.132503102896438,12.3101392575594,0.238036037096598,29.3837385907292,0.0499099539603165
"Mexico",0.649962939135473,0.0249484571239795,0.369367402915706,0.00139612723487235,0.202824158151027,0.00279461645707936,1.17269675775978,0.00465605655646834,4.97099151837515,0.196590015206793,2.83364457488709,0.0402361046361497,3.57000153705984,0.0723088162493591,8.50932844317853,0.0151826446731244
"Iran",0.75853273329711,0.0309083841628813,0.429873748514838,0.00209552963082745,0.238757268407165,0.00417114718622032,1.36564800526763,0.00699358528755465,7.0475325831798,0.314307278377701,4.01370428954282,0.0664148594641387,5.08142370183315,0.119386941416623,12.0474697581634,0.0253690639992946
"Australia",0.661049389980879,0.024158918591858,0.376097697514697,0.00129123178239181,0.205579803378185,0.00258661320609289,1.19368495666383,0.00430521330610437,5.47861082744835,0.206399933589222,3.12433043145731,0.042079787845748,3.92996693027833,0.0755918431745597,9.38153512060943,0.0158499007807759
"South Korea",1.04018930220836,0.0445840127695493,0.589133217343107,0.00293563537537812,0.327966698937558,0.0058520250069801,1.87198214855558,0.00979651281130745,5.79184882996214,0.261595711184126,3.29800628567544,0.0547924566386373,4.17634328499882,0.098517942439151,9.90119691921217,0.0208635978694409
"Brazil",0.456800341798031,0.0174836363343067,0.259391857976107,0.00106063700679691,0.142905455198242,0.00211672393273907,0.823664855268524,0.00353830274068547,3.46433877410123,0.141281466066142,1.97425944982512,0.0293840289123691,2.49153619154875,0.0528058340616644,5.92722068092982,0.0111584913968577
"Saudi Arabia",0.603632936820998,0.0259089090151172,0.341866336338465,0.00173485697731367,0.190357906711378,0.00345406702311225,1.08627408543801,0.00578946940495577,4.89045865252917,0.22288242809994,2.78469614398397,0.0469701396020963,3.52734114999052,0.0844306010980343,8.35933866361303,0.0179290883527918
"Spain",0.448450079434047,0.0169435393167384,0.255168504726527,0.000872744234653082,0.139401923343004,0.00175169200313253,0.809882078676223,0.00290943727973319,3.16758716961325,0.120824789182023,1.80647319351019,0.0243923816540091,2.27083119719602,0.0438233326623007,5.42545711813353,0.00915069882670423
"Indonesia",0.963517160298519,0.0406828732435265,0.545592876151344,0.002831587539527,0.304033195862638,0.00563438237992846,1.73362988104671,0.00945083210218473,4.96549845732853,0.229076222228433,2.8272887638363,0.0485005827743468,3.58319944730409,0.0871950134430739,8.48600716084519,0.0185402587481279
"Kazakhstan",4.86740290564202,0.272391510751894,2.74822750125558,0.0178927732413425,1.54909703205703,0.0356862012838969,8.7391650561914,0.0597123423878668,23.4491906318794,1.26279859603931,13.3418297954077,0.264381744694334,16.9605778834104,0.475387782654533,40.0451642168201,0.100597482973912
"Turkey",0.565602637216008,0.0229788578762388,0.32056004666002,0.00153944835493017,0.177983929234343,0.0030659515222233,1.01837020630413,0.00513758491229028,4.09202200063484,0.180831535499006,2.33054682802157,0.038103250646411,2.94979129170798,0.0684979368951163,6.99572788217498,0.0145384200211608
"Netherlands",0.576131490963031,0.0212338077192459,0.328561421763829,0.000925586239059229,0.177868473990012,0.00186543116355147,1.042187541786,0.00308198290575396,4.62255522435549,0.16337647007446,2.63877442440672,0.0322976893317372,3.30432419592382,0.0579232252777062,7.92456705273592,0.0120005699554575
"Czech Republic",2.06380866298428,0.117405373717618,1.16700584048859,0.00694013183199569,0.653697532659002,0.0139026130648653,3.71001078868768,0.0231527691621561,9.32234531033357,0.4936634432514,5.30612111100639,0.100895462890128,6.72656120871515,0.181488662813048,15.9343536112792,0.0380346288798312
"Taiwan",1.30849717970511,0.0544437175036735,0.741681373119474,0.00347597169115872,0.411566257004322,0.0069354639379862,2.35626147053995,0.0115984396305689,7.9419732526556,0.348572869855512,4.52337696830706,0.0725890705781869,5.72137839604153,0.1305209354274,13.5811643936182,0.0275838149054157
"Belgium",0.84638830445237,0.0315158386780247,0.483455754310399,0.00120319985218871,0.260047674767092,0.00243257203638258,1.53282345025163,0.00400092792832158,5.92307198151274,0.202732763686722,3.38385725056363,0.0393971780937912,4.22468932693451,0.0705031510264286,10.1606693670401,0.0145191932686145
"Romania",2.46918470666747,0.10061623537182,1.40982563087473,0.00388090309137267,0.759369419080236,0.00787536649933132,4.47084147777982,0.0129101216484902,14.6991335525716,0.554745653016596,8.39572066487846,0.106535609796922,10.4787896175318,0.190914665741791,25.2228903753046,0.0390286871256987
"Argentina",0.71262150348325,0.0257172841267439,0.40570902083423,0.00132325397517421,0.22118065914099,0.00265112092708202,1.2874208622812,0.00441084798945016,5.57284231893767,0.20508314309247,3.17890792406907,0.0417331861548513,3.99495566191204,0.0749289404529893,9.54466337083191,0.0157085757363127
"Venezuela",14.5966180991798,0.524020662675687,8.31155792088762,0.0268449721641697,4.52809076507553,0.0538019388440883,26.3735276018278,0.089478634463355,147.35881717249,5.42470199347549,84.0640109592669,1.10092565667534,105.610076979227,1.97683412101613,252.402363578975,0.414013705157844
"Thailand",0.971755681425911,0.043835081351328,0.549663804014551,0.00304960079564252,0.307611791438289,0.00607011831905987,1.74707892642729,0.0101782899627378,6.09872692034513,0.29181742426628,3.47151319418227,0.0615958466893873,4.40443383826074,0.11075469737483,10.4202337285924,0.0235269863894984
"Uzbekistan",7.3470678577495,0.407680051295918,4.15192022422987,0.0252736905286019,2.3316433747884,0.0505400117080345,13.2009776382464,0.084328708130936,31.336676117478,1.64919051344715,17.8333976407385,0.339940236666635,22.6301082073505,0.6114846066563,53.5465225043451,0.128613105277377
"Egypt",3.54780880251845,0.142758152924225,2.0108994134057,0.00969672352272539,1.11623800233089,0.0193018226140701,6.38807355092793,0.0323614967736734,16.0184216267783,0.710674397551584,9.12323455934988,0.150072942894139,11.5483806399452,0.269780102267799,27.3836496810397,0.057317834991932
"Malaysia",1.08432314461688,0.0495537272639338,0.613012624576577,0.00357214748392703,0.343817928424589,0.00710225191681621,1.94863172297301,0.0119233510413734,6.9446641959545,0.340848739328823,3.95248061481954,0.0723998589603795,5.01918087222869,0.130171421434332,11.8623311008153,0.0277190959946696
"North Korea",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
