,1,2,3,4,5,6
328,11497.33643,8530.001876,9455.762355,12616.53282,9471.400422,8588.464416
329,11497.41197,8530.016005,9455.794054,12616.635,9471.432431,8588.479607
330,11497.48537,8530.029732,9455.824854,12616.73429,9471.463533,8588.494367
331,11497.55668,8530.043071,9455.85478,12616.83077,9471.493752,8588.508708
332,11497.62598,8530.056031,9455.883858,12616.9245,9471.523114,8588.522643
333,11497.69331,8530.068623,9455.912111,12617.01558,9471.551644,8588.536182
334,11497.75873,8530.080858,9455.939563,12617.10408,9471.579364,8588.549338
335,11497.8223,8530.092747,9455.966236,12617.19007,9471.606298,8588.56212
336,11497.88406,8530.104298,9455.992153,12617.27362,9471.632468,8588.57454
337,11497.94407,8530.115521,9456.017335,12617.3548,9471.657896,8588.586607
338,11498.00238,8530.126426,9456.041802,12617.43367,9471.682603,8588.598332
339,11498.05903,8530.137022,9456.065576,12617.51031,9471.706609,8588.609725
340,11498.11408,8530.147317,9456.088675,12617.58478,9471.729935,8588.620794
341,11498.16757,8530.157321,9456.11112,12617.65714,9471.752599,8588.63155
342,11498.21954,8530.16704,9456.132927,12617.72744,9471.774619,8588.642001
343,11498.27004,8530.176484,9456.154116,12617.79575,9471.796016,8588.652155
344,11498.3191,8530.18566,9456.174705,12617.86212,9471.816805,8588.662021
345,11498.36678,8530.194576,9456.194709,12617.92661,9471.837005,8588.671607
346,11498.4131,8530.203239,9456.214146,12617.98928,9471.856632,8588.680921
347,11498.45811,8530.211656,9456.233031,12618.05016,9471.875703,8588.689972
348,11498.50184,8530.219835,9456.251381,12618.10932,9471.894232,8588.698765
349,11498.54433,8530.227781,9456.269211,12618.1668,9471.912236,8588.707309
350,11498.58562,8530.235502,9456.286535,12618.22265,9471.92973,8588.715611
351,11498.62573,8530.243004,9456.303367,12618.27692,9471.946727,8588.723677
352,11498.66471,8530.250294,9456.319722,12618.32964,9471.963242,8588.731515
353,11498.70258,8530.257376,9456.335614,12618.38088,9471.979289,8588.73913
354,11498.73938,8530.264258,9456.351054,12618.43065,9471.99488,8588.746529
355,11498.77513,8530.270944,9456.366057,12618.47902,9472.01003,8588.753718
356,11498.80987,8530.277441,9456.380634,12618.52602,9472.024749,8588.760704
357,11498.84363,8530.283754,9456.394798,12618.57168,9472.039051,8588.767491
358,11498.87643,8530.289887,9456.40856,12618.61605,9472.052948,8588.774086
359,11498.90829,8530.295847,9456.421931,12618.65916,9472.06645,8588.780494
360,11498.93926,8530.301637,9456.434924,12618.70104,9472.07957,8588.78672
361,11498.96934,8530.307264,9456.447547,12618.74174,9472.092317,8588.792769
362,11498.99858,8530.31273,9456.459813,12618.78129,9472.104703,8588.798647
363,11499.02698,8530.318042,9456.471731,12618.81971,9472.116737,8588.804358
364,11499.05458,8530.323203,9456.483311,12618.85704,9472.128431,8588.809907
365,11499.08139,8530.328218,9456.494562,12618.89332,9472.139792,8588.815299
366,11499.10745,8530.33309,9456.505495,12618.92856,9472.150831,8588.820538
367,11499.13276,8530.337824,9456.516117,12618.96281,9472.161558,8588.825628
368,11499.15736,8530.342424,9456.526438,12618.99608,9472.17198,8588.830574
369,11499.18126,8530.346894,9456.536466,12619.02842,9472.182106,8588.835379
370,11499.20448,8530.351236,9456.54621,12619.05983,9472.191945,8588.840049
371,11499.22704,8530.355456,9456.555678,12619.09035,9472.201505,8588.844585
372,11499.24897,8530.359556,9456.564877,12619.12001,9472.210794,8588.848994
373,11499.27027,8530.363539,9456.573815,12619.14883,9472.219819,8588.853277
374,11499.29097,8530.36741,9456.582499,12619.17683,9472.228589,8588.857438
375,11499.31108,8530.37117,9456.590937,12619.20403,9472.23711,8588.861482
376,11499.33062,8530.374825,9456.599136,12619.23046,9472.245389,8588.865411
