1.500000,0.050000,361.997946
1.500000,0.049000,366.854265
1.500000,0.048000,371.821122
1.500000,0.047000,376.896289
1.500000,0.046000,382.083048
1.500000,0.045000,387.384680
1.500000,0.044000,392.804566
1.500000,0.043000,398.346205
1.500000,0.042000,404.013222
1.500000,0.041000,409.809365
1.500000,0.040000,415.738515
1.500000,0.039000,421.804686
1.500000,0.038000,428.012032
1.500000,0.037000,434.364855
1.500000,0.036000,440.867602
1.500000,0.035000,447.524877
1.500000,0.034000,454.341442
1.500000,0.033000,461.322226
1.500000,0.032000,468.472326
1.500000,0.031000,475.797013
1.500000,0.030000,483.301743
1.500000,0.029000,490.992153
1.500000,0.028000,498.874075
1.500000,0.027000,506.953541
1.500000,0.026000,515.236783
1.500000,0.025000,523.730250

1.495000,0.050000,362.502350
1.495000,0.049000,367.374000
1.495000,0.048000,372.349848
1.495000,0.047000,377.439927
1.495000,0.046000,382.638410
1.495000,0.045000,387.952120
1.495000,0.044000,393.384454
1.495000,0.043000,398.938927
1.495000,0.042000,404.619175
1.495000,0.041000,410.428964
1.495000,0.040000,416.372187
1.495000,0.039000,422.452877
1.495000,0.038000,428.675205
1.495000,0.037000,435.043488
1.495000,0.036000,441.562192
1.495000,0.035000,448.235941
1.495000,0.034000,455.069516
1.495000,0.033000,462.067864
1.495000,0.032000,469.236104
1.495000,0.031000,476.579530
1.495000,0.030000,484.103617
1.495000,0.029000,491.814028
1.495000,0.028000,499.716617
1.495000,0.027000,507.817442
1.495000,0.026000,516.122759
1.495000,0.025000,524.639045

1.490000,0.050000,363.014064
1.490000,0.049000,367.895824
1.490000,0.048000,372.883591
1.490000,0.047000,377.982268
1.490000,0.046000,383.195153
1.490000,0.045000,388.520151
1.490000,0.044000,393.965806
1.490000,0.043000,399.533154
1.490000,0.042000,405.226678
1.490000,0.041000,411.050158
1.490000,0.040000,417.007503
1.490000,0.039000,423.102762
1.490000,0.038000,429.340122
1.490000,0.037000,435.723919
1.490000,0.036000,442.258637
1.490000,0.035000,448.948917
1.490000,0.034000,455.799560
1.490000,0.033000,462.815535
1.490000,0.032000,470.001980
1.490000,0.031000,477.364211
1.490000,0.030000,484.907726
1.490000,0.029000,492.638211
1.490000,0.028000,500.561543
1.490000,0.027000,508.683804
1.490000,0.026000,517.011279
1.490000,0.025000,525.550466

1.485000,0.050000,363.527060
1.485000,0.049000,368.419357
1.485000,0.048000,373.421257
1.485000,0.047000,378.530086
1.485000,0.046000,383.753283
1.485000,0.045000,389.091269
1.485000,0.044000,394.548625
1.485000,0.043000,400.128891
1.485000,0.042000,405.835736
1.485000,0.041000,411.672953
1.485000,0.040000,417.644468
1.485000,0.039000,423.754346
1.485000,0.038000,430.006790
1.485000,0.037000,436.406155
1.485000,0.036000,442.956942
1.485000,0.035000,449.663811
1.485000,0.034000,456.531583
1.485000,0.033000,463.565248
1.485000,0.032000,470.769963
1.485000,0.031000,478.151067
1.485000,0.030000,485.714080
1.485000,0.029000,493.464710
1.485000,0.028000,501.408862
1.485000,0.027000,509.552638
1.485000,0.026000,517.902351
1.485000,0.025000,526.464526

1.480000,0.050000,364.042752
1.480000,0.049000,368.944519
1.480000,0.048000,373.958032
1.480000,0.047000,379.078871
1.480000,0.046000,384.312737
1.480000,0.045000,389.662850
1.480000,0.044000,395.132917
1.480000,0.043000,400.726145
1.480000,0.042000,406.446355
1.480000,0.041000,412.297355
1.480000,0.040000,418.283089
1.480000,0.039000,424.407635
1.480000,0.038000,430.675216
1.480000,0.037000,437.090202
1.480000,0.036000,443.657114
1.480000,0.035000,450.380630
1.480000,0.034000,457.265593
1.480000,0.033000,464.317009
1.480000,0.032000,471.540060
1.480000,0.031000,478.940105
1.480000,0.030000,486.522686
1.480000,0.029000,494.293536
1.480000,0.028000,502.258582
1.480000,0.027000,510.423953
1.480000,0.026000,518.795987
1.480000,0.025000,527.381235

1.475000,0.050000,364.557749
1.475000,0.049000,369.470471
1.475000,0.048000,374.495551
1.475000,0.047000,379.627982
1.475000,0.046000,384.873722
1.475000,0.045000,390.236144
1.475000,0.044000,395.718687
1.475000,0.043000,401.324920
1.475000,0.042000,407.058540
1.475000,0.041000,412.923371
1.475000,0.040000,418.923370
1.475000,0.039000,425.062635
1.475000,0.038000,431.345405
1.475000,0.037000,437.776066
1.475000,0.036000,444.359160
1.475000,0.035000,451.099383
1.475000,0.034000,458.001595
1.475000,0.033000,465.070826
1.475000,0.032000,472.312278
1.475000,0.031000,479.731332
1.475000,0.030000,487.333552
1.475000,0.029000,495.124695
1.475000,0.028000,503.110713
1.475000,0.027000,511.297757
1.475000,0.026000,519.692194
1.475000,0.025000,528.300601

1.470000,0.050000,365.073944
1.470000,0.049000,369.998842
1.470000,0.048000,375.034396
1.470000,0.047000,380.178043
1.470000,0.046000,385.436051
1.470000,0.045000,390.810742
1.470000,0.044000,396.305941
1.470000,0.043000,401.925222
1.470000,0.042000,407.672297
1.470000,0.041000,413.551004
1.470000,0.040000,419.565319
1.470000,0.039000,425.719353
1.470000,0.038000,432.017364
1.470000,0.037000,438.463756
1.470000,0.036000,445.063087
1.470000,0.035000,451.820074
1.470000,0.034000,458.739598
1.470000,0.033000,465.826708
1.470000,0.032000,473.086627
1.470000,0.031000,480.524758
1.470000,0.030000,488.146689
1.470000,0.029000,495.958198
1.470000,0.028000,503.965263
1.470000,0.027000,512.174062
1.470000,0.026000,520.590984
1.470000,0.025000,529.222636

1.465000,0.050000,365.592454
1.465000,0.049000,370.525675
1.465000,0.048000,375.574567
1.465000,0.047000,380.730143
1.465000,0.046000,385.999765
1.465000,0.045000,391.386097
1.465000,0.044000,396.894683
1.465000,0.043000,402.527056
