"Counter","Year","Mean","SD","MeanE","NMeanE","HSMeanE","WMeanE"
243,2193,345.74309702693455,473.3592612468147,"Around[345.74309702693455, 473.3592612468147]","Around[14.309378, 620.761916]","Around[608.421765, 354.515328]","Around[414.498148, 174.69205]"
244,2194,341.62827569383796,496.72747374645735,"Around[341.62827569383796, 496.72747374645735]","Around[-1.094995, 668.155006]","Around[610.980493, 356.810778]","Around[414.999329, 175.194112]"
245,2195,336.2810638374212,524.1724793623198,"Around[336.2810638374212, 524.1724793623198]","Around[-19.880554, 722.909811]","Around[613.34627, 358.993609]","Around[415.377476, 175.644843]"
246,2196,329.51662256749563,556.9694104707111,"Around[329.51662256749563, 556.9694104707111]","Around[-42.584617, 787.515022]","Around[615.507905, 361.056786]","Around[415.626579, 176.041203]"
247,2197,320.81430660368665,596.7285692277138,"Around[320.81430660368665, 596.7285692277138]","Around[-70.751179, 864.53447]","Around[617.453722, 362.992947]","Around[415.740377, 176.379999]"
248,2198,309.8852170445829,645.7839632382116,"Around[309.8852170445829, 645.7839632382116]","Around[-105.228248, 958.452228]","Around[619.171545, 364.794395]","Around[415.712354, 176.657872]"
249,2199,399.4286643465291,350.25859056762437,"Around[399.4286643465291, 350.25859056762437]","Around[162.10152, 353.43752]","Around[620.648709, 366.453067]","Around[415.535764, 176.871246]"
250,2200,411.41876137825807,326.92995901623834,"Around[411.41876137825807, 326.92995901623834]","Around[197.180718, 297.371251]","Around[621.87203, 367.960546]","Around[415.203536, 177.016492]"
251,2201,411.0694421709869,331.565358949041,"Around[411.0694421709869, 331.565358949041]","Around[195.672132, 310.694032]","Around[622.827798, 369.308056]","Around[414.708396, 177.089697]"
252,2202,411.1503707759906,335.3608457452606,"Around[411.1503707759906, 335.3608457452606]","Around[195.906538, 322.567562]","Around[623.501777, 370.486449]","Around[414.042798, 177.086804]"
253,2203,414.05197100516494,333.10603912919623,"Around[414.05197100516494, 333.10603912919623]","Around[205.077787, 320.456558]","Around[623.8792, 371.486205]","Around[413.198926, 177.003569]"
254,2204,414.17241672520277,335.62813929084774,"Around[414.17241672520277, 335.62813929084774]","Around[206.403754, 329.407832]","Around[623.944784, 372.297419]","Around[412.168712, 176.835579]"
255,2205,415.50464630712133,335.08370387136637,"Around[415.50464630712133, 335.08370387136637]","Around[211.887332, 331.25733]","Around[623.682722, 372.909813]","Around[410.943885, 176.578161]"
256,2206,415.8795977860122,336.4391123911122,"Around[415.8795977860122, 336.4391123911122]","Around[215.046313, 338.328086]","Around[623.076719, 373.312727]","Around[409.515762, 176.226756]"
257,2207,416.1888974060041,336.43521534890255,"Around[416.1888974060041, 336.43521534890255]","Around[218.581126, 341.496332]","Around[622.109996, 373.495129]","Around[407.87557, 175.776386]"
258,2208,416.2420971286335,337.22223494776915,"Around[416.2420971286335, 337.22223494776915]","Around[221.946727, 347.645763]","Around[620.765333, 373.445624]","Around[406.014232, 175.222048]"
259,2209,415.49344648457685,336.866473676345,"Around[415.49344648457685, 336.866473676345]","Around[223.532812, 349.321757]","Around[619.025096, 373.152471]","Around[403.922431, 174.558668]"
260,2210,414.4743157598557,336.623561622415,"Around[414.4743157598557, 336.623561622415]","Around[224.960955, 351.829692]","Around[616.871301, 372.603601]","Around[401.590691, 173.781042]"
261,2211,413.38338711374695,336.3927075080919,"Around[413.38338711374695, 336.3927075080919]","Around[226.854952, 355.241679]","Around[614.285666, 371.786654]","Around[399.009543, 172.883742]"
262,2212,412.67850918772245,337.10405783178874,"Around[412.67850918772245, 337.10405783178874]","Around[230.616634, 363.327439]","Around[611.249697, 370.689009]","Around[396.169196, 171.861589]"
263,2213,410.7936836850338,336.5437706501912,"Around[410.7936836850338, 336.5437706501912]","Around[231.576286, 366.196111]","Around[607.744779, 369.29784]","Around[393.059986, 170.709149]"
264,2214,408.4778109399177,335.7395272781432,"Around[408.4778109399177, 335.7395272781432]","Around[232.00893, 368.599583]","Around[603.752303, 367.600167]","Around[389.6722, 169.421115]"
265,2215,406.1816864184262,335.3244194515227,"Around[406.1816864184262, 335.3244194515227]","Around[233.295033, 373.287011]","Around[599.253794, 365.582942]","Around[385.996232, 167.992268]"
266,2216,402.83096899535826,333.72222761762214,"Around[402.83096899535826, 333.72222761762214]","Around[232.23914, 373.663502]","Around[594.231078, 363.233142]","Around[382.02269, 166.41751]"
267,2217,400.2680646750225,333.90114342159967,"Around[400.2680646750225, 333.90114342159967]","Around[234.395222, 381.754771]","Around[588.666482, 360.537879]","Around[377.74249, 164.691969]"
268,2218,396.95519622588364,333.30292906009106,"Around[396.95519622588364, 333.30292906009106]","Around[235.175459, 387.282104]","Around[582.543069, 357.484535]","Around[373.147061, 162.810936]"
269,2219,392.22218896427506,330.8487586232015,"Around[392.22218896427506, 330.8487586232015]","Around[232.593268, 386.305079]","Around[575.844888, 354.060937]","Around[368.228412, 160.770132]"
270,2220,387.85378636877266,329.517302980807,"Around[387.85378636877266, 329.517302980807]","Around[232.024703, 390.242711]","Around[568.557297, 350.255532]","Around[362.979359, 158.565662]"
271,2221,382.63012395848205,327.28074223471765,"Around[382.63012395848205, 327.28074223471765]","Around[229.829342, 391.423015]","Around[560.667306, 346.057628]","Around[357.393724, 156.194226]"
272,2222,377.03224255568847,324.98723196466676,"Around[377.03224255568847, 324.98723196466676]","Around[227.466246, 393.014648]","Around[552.163968, 341.457645]","Around[351.466514, 153.653143]"
273,2223,371.7985253578074,323.90074445699724,"Around[371.7985253578074, 323.90074445699724]","Around[227.1621, 399.473726]","Around[543.038833, 336.447399]","Around[345.194643, 150.939716]"
274,2224,364.2466144528948,319.26736332781593,"Around[364.2466144528948, 319.26736332781593]","Around[220.878382, 394.11592]","Around[533.28625, 331.020591]","Around[338.575211, 148.054631]"
275,2225,357.9210321608728,317.5990578896419,"Around[357.9210321608728, 317.5990578896419]","Around[219.250526, 399.529677]","Around[522.904014, 325.173]","Around[331.608557, 144.997305]"
276,2226,351.28053102070976,316.17753101712105,"Around[351.28053102070976, 316.17753101712105]","Around[217.651379, 406.000737]","Around[511.893682, 318.902989]","Around[324.296532, 141.7692]"
277,2227,342.84720830841826,311.8920683752626,"Around[342.84720830841826, 311.8920683752626]","Around[211.637755, 403.60775]","Around[500.260895, 312.211958]","Around[316.642975, 138.373219]"
278,2228,338.8416133742724,317.9570852331751,"Around[338.8416133742724, 317.9570852331751]","Around[219.855569, 433.219305]","Around[488.015591, 305.104641]","Around[308.65368, 134.813798]"
279,2229,333.05409181806624,322.1222103232097,"Around[333.05409181806624, 322.1222103232097]","Around[223.654984, 455.152514]","Around[475.171816, 297.589407]","Around[300.335475, 131.097797]"
280,2230,325.50518674847604,322.56832888310475,"Around[325.50518674847604, 322.56832888310475]","Around[223.071114, 466.29688]","Around[461.746961, 289.67836]","Around[291.697485, 127.231101]"
281,2231,315.92373619359677,319.9826703392596,"Around[315.92373619359677, 319.9826703392596]","Around[217.262674, 468.936369]","Around[447.760289, 281.386836]","Around[282.748246, 123.222678]"
282,2232,303.146168519695,314.7514987829116,"Around[303.146168519695, 314.7514987829116]","Around[202.71464, 463.470228]","Around[433.229866, 272.732349]","Around[273.494, 119.081149]"
283,2233,294.93895198025825,299.9459541288197,"Around[294.93895198025825, 299.9459541288197]","Around[202.71417, 439.966417]","Around[418.167318, 263.732258]","Around[263.935368, 114.814498]"
284,2234,282.3326458693884,292.1015555248289,"Around[282.3326458693884, 292.1015555248289]","Around[190.367833, 429.801816]","Around[402.569259, 254.399304]","Around[254.060846, 110.42771]"
285,2235,268.2369189112836,285.4795038183439,"Around[268.2369189112836, 285.4795038183439]","Around[174.468956, 421.853247]","Around[386.403184, 244.734038]","Around[243.838617, 105.919686]"
286,2236,253.39342317909666,278.8802268747034,"Around[253.39342317909666, 278.8802268747034]","Around[157.391934, 413.927779]","Around[369.585392, 234.711567]","Around[233.202944, 101.2772]"
287,2237,237.57733199711816,272.24882227285315,"Around[237.57733199711816, 272.24882227285315]","Around[138.753571, 405.835042]","Around[351.94555, 224.260172]","Around[222.032874, 96.467092]"
288,2238,220.63981783120457,265.1676088234222,"Around[220.63981783120457, 265.1676088234222]","Around[119.157582, 396.792291]","Around[332.912731, 213.536526]","Around[209.84914, 91.655922]"
289,2239,199.9638583939134,256.4043741137072,"Around[199.9638583939134, 256.4043741137072]","Around[98.805272, 385.872606]","Around[307.762749, 202.123982]","Around[193.323554, 86.589916]"
290,2240,174.4769266029479,244.02311014096574,"Around[174.4769266029479, 244.02311014096574]","Around[76.292671, 374.1761]","Around[274.676136, 181.244243]","Around[172.461973, 77.347329]"
291,2241,148.26794037949483,231.89757708655583,"Around[148.26794037949483, 231.89757708655583]","Around[52.490494, 362.356367]","Around[241.058661, 159.904164]","Around[151.254666, 67.953996]"
292,2242,121.38640637465272,220.3155775475575,"Around[121.38640637465272, 220.3155775475575]","Around[27.281972, 350.718249]","Around[207.069916, 138.173437]","Around[129.807331, 58.441333]"
293,2243,93.94666949727313,209.75059114089098,"Around[93.94666949727313, 209.75059114089098]","Around[0.584432, 339.852865]","Around[172.963684, 116.174255]","Around[108.291892, 48.871775]"
294,2244,66.11703693548829,200.80879746358806,"Around[66.11703693548829, 200.80879746358806]","Around[-27.755904, 330.459096]","Around[139.12653, 94.107283]","Around[86.980485, 39.362866]"
295,2245,38.19124520080432,194.3597941550433,"Around[38.19124520080432, 194.3597941550433]","Around[-57.838655, 323.645922]","Around[106.151484, 72.332485]","Around[66.260906, 30.081876]"
296,2246,10.534837112395069,191.3561479506968,"Around[10.534837112395069, 191.3561479506968]","Around[-89.96144, 320.543203]","Around[74.885415, 51.397196]","Around[46.680537, 21.26893]"
297,2247,-16.264395336221327,192.9856386029712,"Around[-16.264395336221327, 192.9856386029712]","Around[-124.379504, 322.784382]","Around[46.583053, 32.195953]","Around[29.003266, 13.266836]"
298,2248,-41.31499402340926,200.57787718389446,"Around[-41.31499402340926, 200.57787718389446]","Around[-161.196732, 332.527519]","Around[22.968153, 15.977338]","Around[14.283597, 6.55997]"
299,2249,-63.514115853875865,215.27438557331908,"Around[-63.514115853875865, 215.27438557331908]","Around[-200.882672, 351.530264]","Around[6.376809, 4.454036]","Around[3.963516, 1.82532]"
