"Country","Catm","Temp","DCatm"
"Côte d'Ivoire",408.6629763371642,1.1926075869393822,0.18873468173308763
"Brunei Darussalam",408.6642779968867,1.1926105651332362,0.17862380553970533
"Panama",408.6646464344964,1.1926202357034812,0.17576190008785678
"Cyprus",408.6660140262916,1.1926199263631287,0.16513888465210672
"Albania",408.66810956404186,1.192627069891614,0.1488614179800218
"Gabon",408.66909773238393,1.1926346864217883,0.14118564251264626
"Honduras",408.66814936649786,1.1926417585404894,0.14855224523858943
"Costa Rica",408.6686791480904,1.1926405024522586,0.1444370713577912
"Zambia",408.67119451669384,1.1926487047541867,0.1248984929642221
"Ethiopia",408.6682093896428,1.1926523580622,0.1480860046559939
"Senegal",408.6698002631375,1.1926512159255904,0.1357286084286352
"El Salvador",408.6704914317708,1.1926486546962487,0.13035983165915804
"Tanzania",408.6699277909454,1.1926557300321308,0.13473801322594905
"Cameroon",408.67194047430155,1.192661617922142,0.11910413297400141
"Democratic Republic of the Congo",408.67488101526453,1.1926676255592412,0.09626295174666782
"Afghanistan",408.6735250766669,1.1926754632484775,0.1067954488725689
"Nicaragua",408.67456534886367,1.1926743412509597,0.09871494733534404
"Mozambique",408.67482359526855,1.1926801794179025,0.09670897190106392
"Bahamas",408.67615215942106,1.1926761833192938,0.08638911070484992
"Paraguay",408.6743395926496,1.1926779435402446,0.10046854936442684
"Papua New Guinea",408.67479861879457,1.1926793866068548,0.09690298115847346
"Iceland",408.67649997766387,1.192683461604878,0.08368736989660815
"New Caledonia",408.6763041823848,1.192687937362713,0.08520824496992675
"Botswana",408.67610534937637,1.1926888401039044,0.08675271615281673
"Nepal",408.67600463786187,1.1926963996240014,0.08753501096981273
"Cambodia",408.6758843986928,1.1926984504464198,0.08846899035856783
"Equatorial Guinea",408.6765072521508,1.1926923863126893,0.08363086400972898
"Laos",408.6751844132513,1.192711181601361,0.09390625327268787
"Suriname",408.6791903673882,1.192699708922373,0.06278928344290041
"Mauritius",408.6786066487075,1.1927013584515638,0.06732342336439026
"Benin",408.6783548653135,1.1927055388369348,0.06927919619823326
"Malta",408.67978381441765,1.1927023675588297,0.058179576821001396
"Guyana",408.68030762691467,1.19270672079666,0.05411076896413404
"Uganda",408.6796117538191,1.1927089502693646,0.05951608849132059
"Montenegro",408.68049043121664,1.1927080817968143,0.052690803643797045
"Madagascar",408.6803361779307,1.1927107906024421,0.05388899380783078
"Kosovo",408.67897264095006,1.1927136898282429,0.06448051274167024
"Guinea",408.6812477540226,1.192715077453914,0.04680816243045396
"Haiti",408.6814921004981,1.1927178562809375,0.04491015719977164
"Congo",408.68155297103806,1.192718852203078,0.044437334323758695
"Mauritania",408.6817311461109,1.1927198839334023,0.0430533273739073
"Namibia",408.6814449794243,1.1927199648191606,0.04527617862190804
"Togo",408.681967544054,1.192720729377227,0.04121706379948341
"Aruba",408.682445197069,1.1927193238245333,0.037506808027732264
"Lesotho",408.6824963597428,1.1927234927113883,0.03710939274971803
"Burkina Faso",408.68252890271003,1.1927264376362825,0.03685660939400172
"Macao",408.6829200086352,1.1927250643911744,0.03381862372102889
"Occupied Palestinian Territory",408.68268011594336,1.1927263795905032,0.035682033385781506
"Barbados",408.683330659892,1.1927260240113675,0.030628816166608158
"Liberia",408.6836690465691,1.192727851957772,0.02800033674285056
"Fiji",408.6834024983146,1.1927280735849546,0.03007079828837468
"Sint Maarten (Dutch part)",408.6838570465271,1.1927279111620228,0.02654001322886281
"Mali",408.6830908300564,1.1927289764791327,0.03249173758405592
"Malawi",408.68392410676574,1.1927302434226386,0.026019110754532813
"Niger",408.6838256744877,1.1927313638352117,0.026783701191994115
"Swaziland",408.68426510570436,1.192732125083044,0.023370340119059876
"South Sudan",408.68443101197386,1.1927346228932465,0.022081633307580853
"Sierra Leone",408.68470498165357,1.192734676440047,0.019953524505885507
"Somalia",408.68496576989634,1.1927358652598001,0.017927804888288556
"Faeroe Islands",408.6851062849032,1.1927369648371182,0.016836329279675776
"Greenland",408.68524337556926,1.1927374523230696,0.015771452854858654
"Bermuda",408.68523686124513,1.1927376939829426,0.015822054040095318
"French Polynesia",408.68521088073743,1.1927380226608548,0.01602386231015229
"Rwanda",408.6852367938098,1.1927387142895285,0.01582257785621627
"Chad",408.68535486452384,1.192739536755613,0.014905442332088752
"Bonaire, Saint Eustatius and Saba",408.68574833711256,1.1927404391708425,0.011849073174202095
"Maldives",408.68543109015394,1.1927413286085486,0.01431334602970539
"Antigua and Barbuda",408.6857757627339,1.1927411586154055,0.011636039723830472
"Djibouti",408.6859116444452,1.1927420118157843,0.010580554072698251
"Belize",408.6858957077102,1.192742369478105,0.010704345530396312
"Eritrea",408.6859492851355,1.1927430622882456,0.010288173235291178
"Bhutan",408.6858907332071,1.1927440519060406,0.010742985878630061
"Seychelles",408.68604987263603,1.1927434332416418,0.009506841719203695
"Andorra",408.6861422284918,1.1927438929524612,0.008789450985454897
"Gambia",408.6862450408818,1.1927446880671897,0.00799083724014301
"Cape Verde",408.68628222988144,1.1927450594622195,0.007701964991186506
"Central African Republic",408.6864028769407,1.1927451626735195,0.006764817242008103
"Burundi",408.68636777721537,1.1927454069261745,0.007037460676409428
"Saint Lucia",408.68638378694425,1.1927452161302967,0.006913102225572948
"Solomon Islands",408.6865079964849,1.192745973476518,0.0059482822606829
"Guinea-Bissau",408.68655135983215,1.192746206998094,0.005611449655662
"Grenada",408.68667376808565,1.1927470520888646,0.00466062151309041
"Samoa",408.6867454523825,1.1927474692829154,0.00410380083397933
"Saint Vincent and the Grenadines",408.6867455181645,1.1927475093596625,0.004103289860534097
"Saint Kitts and Nevis",408.68679435364186,1.1927478331473664,0.0037239514998802046
"Liechtenstein",408.6868141304657,1.192747765844017,0.003570331461034075
"Palau",408.6868023889111,1.1927478709015127,0.003661536099880941
"British Virgin Islands",408.6868569817989,1.1927481347955657,0.003237476017121444
"Timor-Leste",408.68678929199797,1.1927484142991422,0.003763268729890151
"Nauru",408.68694619956716,1.192748353521987,0.0025444609428300464
"Comoros",408.6869075352214,1.1927485292600726,0.0028447932081492036
"Dominica",408.68691483993223,1.192748480945411,0.002788052551894798
"Vanuatu",408.68694320250154,1.1927485810548883,0.002567741189516528
"Martinique",408.6869772247628,1.19274859466388,0.0023034671510566112
"Tonga",408.6869526377757,1.192748670031752,0.002494450999307228
"Réunion",408.6869807631754,1.192748785803047,0.002275981894166362
"Saint Pierre and Miquelon",408.68700965524624,1.1927488781990228,0.0020515575335318865
"Turks and Caicos Islands",408.68696894447174,1.1927490035198256,0.002367785802392864
"Micronesia (Federated States of)",408.6869922692267,1.1927489665402784,0.002186606569651267
"Anguilla",408.68700947966215,1.1927490989495608,0.0020529214145659355
"Marshall Islands",408.6870129402392,1.192749122364898,0.00202604075955187
"Sao Tome and Principe",408.68703057732057,1.1927491598514053,0.0018890415552216292
"Kiribati",408.68712252697105,1.1927496611676034,0.0011748060941648873
"Cook Islands",408.6871243728249,1.1927496834488314,0.0011604680922814442
"Montserrat",408.687157466514,1.1927498392150355,0.0009034069051314874
"French Guiana",408.6872065170231,1.1927501677990884,0.0005223982464557048
"Wallis and Futuna Islands",408.6872342142832,1.1927503531117516,0.0003072547933869646
"Saint Helena",408.68724601044255,1.192750396451929,0.00021562600228069642
"Tuvalu",408.68725208686055,1.192750439096747,0.00016842633168380418
"Niue",408.68725370958134,1.192750439955516,0.00015582155587355375
