1,2,3,4,5,6,,,,,,,,,
ID,Year,fossil,landuse,total,Fex,,GCP_landuse,RCP_landuse,SSP_landuse,RCP3.0,RCP85,E_RCP85,GCP_N,GCP_G
214,1978,5.174,1.09037,6.26437,0.0292492,,1.19,1.042696,,1.09037,1.09037,5.105,5.045,5.174
215,1979,5.312,1.0647127,6.3767127,0.0465308,,1.16,1.0318395,,1.0647127,1.0647127,5.387,5.1823,5.312
216,1980,5.286,1.0252096,6.3112096,0.0541693,,1.2,1.025,,1.0252096,1.0252096,5.332,5.1598,5.286
217,1981,5.142,1.0448621,6.1868621,0.0560188,,1.21,1.048775,,1.0448621,1.0448621,5.168,5.025162,5.142
218,1982,5.104,1.1904055,6.2944055,0.0548529,,1.21,1.07628,,1.1904055,1.1904055,5.127,4.997414,5.104
219,1983,5.152,1.2255201,6.3775201,0.0541226,,1.24,1.106585,,1.2255201,1.2255201,5.11,5.049524,5.152
220,1984,5.302,1.2600833,6.5620833,0.0614846,,1.28,1.13876,,1.2600833,1.2600833,5.29,5.198921,5.302
221,1985,5.49,1.2753449,6.7653449,0.0727784,,1.3,1.171875,,1.2753449,1.2753449,5.444,5.385,5.49
222,1986,5.568,1.2872023,6.8552023,0.0831827,,1.32,1.205,,1.2872023,1.2872023,5.61,5.456,5.568
223,1987,5.749,1.2940086,7.0430086,0.0908859,,1.34,1.237205,,1.2940086,1.2940086,5.753,5.59915,5.749
224,1988,5.968,1.3167248,7.2847248,0.1025704,,1.37,1.26756,,1.3167248,1.3167248,5.964,5.813357,5.968
225,1989,6.057,1.3236436,7.3806436,0.1190117,,1.39,1.295135,,1.3236436,1.3236436,6.089,5.8978,6.057
226,1990,6.195,1.3194833,7.5144833,0.1343003,,1.36,1.319,,1.3194833,1.3194833,6.144,6.0361,6.195
227,1991,6.324,1.3809799,7.7049799,0.1391029,,1.35,1.3067232,,1.3809799,1.3809799,6.235,6.0388,6.324
228,1992,6.126,1.3035304,7.4295304,0.1365819,,1.35,1.2907856,,1.3035304,1.3035304,6.118,5.969002,6.126
229,1993,6.191,1.2981006,7.4891006,0.1396404,,1.35,1.2721664,,1.2981006,1.2981006,6.124,6.033176,6.191
230,1994,6.235,1.2895956,7.5245956,0.145195,,1.34,1.2518448,,1.2895956,1.2895956,6.242,6.0706,6.235
231,1995,6.368,1.2750104,7.6430104,0.156397,,1.34,1.2308,,1.2750104,1.2750104,6.372,6.194894,6.368
232,1996,6.564,1.2511025,7.8151025,0.1701565,,1.32,1.2100112,,1.2511025,1.2511025,6.51,6.376266,6.564
233,1997,6.602,1.2181397,7.8201397,0.1702767,,1.79,1.1904576,,1.2181397,1.2181397,6.619,6.40488,6.602
234,1998,6.581,1.2148431,7.7958431,0.1630465,,1.25,1.1731184,,1.2148431,1.2148431,6.588,6.371862,6.581
235,1999,6.668,1.1827892,7.8507892,0.1599972,,1.23,1.1589728,,1.1827892,1.1827892,6.569,6.452153,6.668
236,2000,6.856,1.1488,8.0048,0.1536205,,1.38,1.149,,1.1488,1.1488,6.735,6.636981,6.856
237,2001,6.914,1.132,8.046,0.1490739,,1.33,1.1441792,,1.132,1.132,6.8959,6.696128,6.914
238,2002,7.072,1.2317,8.3037,0.1532646,,1.5,1.1454896,,1.2317,1.2317,6.949,6.849089,7.072
239,2003,7.417,1.2257,8.6427,0.157713,,1.55,1.1539104,,1.2257,1.2257,7.286,7.184562,7.417
240,2004,7.77,1.2429,9.0129,0.1605016,,1.51,1.1704208,,1.2429,1.2429,7.6719,7.517997,7.77
241,2005,8.027,1.1955,9.2225,0.1662832,,1.42,1.196,,1.1955,1.1955,7.971,7.764412,8.027
242,2006,8.29,1.17,9.455,0.179783,,1.5,0,,1.1676,1.165,8.1615,8.012927,8.29
243,2007,8.541,1.13,9.6759,0.1975976,,1.31,0,,1.14,1.1349,8.3523,8.247729,8.541
244,2008,8.719,1.1,9.8235,0.2166772,,1.36,0,,1.1121667,1.1045,8.5434,8.421561,8.719
245,2009,8.587,1.07,9.6611,0.2369709,,1.6,0,,1.0843333,1.0741,8.7345,8.302514,8.587
246,2010,9.043,1.04,10.0867,0.2547602,,1.46,0,,1.0565,1.0437,8.9256,8.740268,9.043
247,2011,9.337,1.03,10.36698,0.2663866,,1.38,0,,1.04813,1.02998,9.18679,9.026311,9.337
248,2012,9.487,1.02,10.50326,0.2762132,,1.49,0,,1.03976,1.01626,9.44798,9.178702,9.487
249,2013,9.549,1,10.55154,0.2874157,,1.53,0,,1.03139,1.00254,9.70917,9.236184,9.549
250,2014,9.619,0.99,10.60782,0.2990513,,1.65,0,,1.02302,0.98882,9.97036,9.303747,9.619
251,2015,9.61,0.98,10.5851,0.311306,,1.7,0,,1.01465,0.9751,10.23155,9.283506,9.61
252,2016,9.613,0.96,10.57438,0.3241427,,1.56,0,,1.00628,0.96138,10.49274,9.281093,9.613
253,2017,9.742,0.95,10.68966,0.3375113,,1.52,0,,0.99791,0.94766,10.75393,9.393783,9.742
254,2018,9.94,0.93,10.87394,0.3513641,,1.55,0,,0.98954,0.93394,11.01512,9.585832,9.94
255,2019,9.94,0.93,10.87394,0.3513641,,,,,,,,,
