"year","MAR","ABW","AGO","AIA","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BMU","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CYM","CYP","CZE","DEU","DJI","DMA","DNK","DOM","DZA","ECU","EGY","ESP","EST","ETH","FIN","FJI","FRA","GAB","GBR","GEO","GHA","GIN","GMB","GNB","GNQ","GRC","GRD","GTM","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KNA","KOR","KWT","LAO","LBN","LBR","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MSR","MUS","MWI","MYS","NAM","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","POL","PRT","PRY","PSE","QAT","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLE","SLV","SRB","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCA","TCD","TGO","THA","TJK","TKM","TTO","TUN","TUR","TWN","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VGB","VNM","YEM","ZAF","ZMB","ZWE"
1950,1139.8711855340516,10.961137010105944,2439.696282545963,1.7651118474375274,663.5629041148968,3516.080418444122,7943.283074629027,0.,6.925639091364815,35403.30349401524,4967.91068251495,0.,102.76951007045409,13076.577771962562,107.56693554669982,160.35374391932328,1984.3052080466005,1278.3803194915308,521.205783128733,87.92266151778495,0.,0.,16.864419449200795,45.29573543821061,383.3901853419957,20238.6228953776,16.59209924037623,52.84879584969531,25.274474359652004,25.20365865271853,65.99457271934989,27182.79018115974,11746.813003671006,-1166.0253937327652,54019.050597718335,254.86930162668614,896.5236601003453,2823.624115283492,275.11238955096087,8794.833817809296,29.42584790241517,45.951791692185225,31.51342497970927,5.460486463746022,619.167776988811,0.,137504.0273859296,19.539544196239575,7.417389360659968,5530.782765930373,837.0458978963125,5201.44086205549,2328.658281090811,-771.4955385153371,12643.959988304065,0.,-244.50880248829708,6804.69914521015,45.966614918696905,55451.11937440885,92.62079976057612,64319.44148521486,0.,790.6502769856343,138.11058368140584,11.315621894195601,37.92836731396977,46.19093692102592,1072.3746495798114,12.999718281958906,382.9099261364354,1026.6191688236868,223.85133132156625,0.,-291.44617674643814,4675.548308194644,6648.772558674769,15450.196004149097,2755.3188461212194,11653.751639075868,863.2598920890086,248.7406181578781,3371.3682803225674,46538.99075509678,475.80030807677576,215.7084101875189,12830.496013893979,0.,1233.0563645451766,0.,463.8743068888298,12.94186077902998,12644.291871763955,1221.81320323639,62.18337730287749,1616.2870328059435,138.99834630012128,9.212704833186137,173.7733501526418,13.11302920749813,0.,1228.8103723227614,0.,59.99305553457384,0.,412.8704321968944,9.064190982823874,14523.730329880054,0.,40.064088631451284,49.41703464879504,207.7987933395516,0.,264.25047654834725,86.51906989102508,313.99176635274944,-3.605175270903601,38.341871508906934,45.42523677420422,1419.7059877215834,124.73391730736603,472.122089265933,2050.857952323393,255.46788566914347,20706.91632853914,8214.372955764964,153.77811651498268,6084.910793292307,183.22282657244932,163.51090649049002,362.5787566037752,1680.830186989595,4211.927265222432,12200.906979340798,3445.7378565504405,462.1723915374805,110.58367184751728,210.69501286526747,1928.2458519464417,0.,42.06036301072709,6046.425046667515,642.4232205021799,634.5909680801997,532.7254908869054,90.52614056541006,139.6033249911934,0.,1.9333500380415103,132.38293687483701,0.,0.,13623.771203010634,24.02486959406906,8.705065298454628,785.2782871563832,0.3851771966233466,106.92767965068765,71.34865563339463,499.0271061159947,0.,0.,78.48753668616973,527.9317821056648,5799.456758008921,701.5120434180244,605.44052720738,-236.17895371677514,0.,2294.831287046545,331475.92989660706,0.,17.776162720893467,728.5170465542142,1.29483007562661,1300.745166266388,-1494.2933553473413,9345.528247816721,87.13211107634015,-235.54911800725677
1951,1672.4057285290692,11.592019993771373,2587.729052895149,1.8927032979220542,694.5213611466788,3695.9683096162917,17082.103353715676,0.,6.9888151757220385,47479.87612481683,7236.502509581944,0.,106.22265239210765,13437.352193459257,117.37864329105582,165.63071912845135,2037.3350337567244,1341.5175257155242,557.1703343324998,88.9280076749128,0.,0.,17.722374625585417,46.26620504972925,1247.6737365668414,27446.853529006825,16.72562570935679,52.97320664391009,27.0465725076304,28.208193561775033,66.76433805249417,29868.38587563194,21475.42681851104,-3572.1417580625857,57336.08786058298,280.18049728678125,957.5759168179738,4391.584815505492,287.19795433754734,8500.883046585455,30.71435360327132,48.83407419171999,69.86446464752316,5.8493436220839214,677.2753372851566,0.,145968.17874363647,21.33745356553544,7.612254296793537,3174.4113703607873,11668.399447081885,5313.374569193053,2944.3268177696937,-724.9604672921851,16811.616517657763,0.,-159.07394673248655,9168.670248634357,49.87852485245958,61113.311917972285,93.68652292503702,100807.81033553206,0.,824.2555497593057,145.59920024651092,11.401047992509348,41.41924915845141,51.08723527275026,-3884.6602128401573,13.476063823750508,434.85772775451915,1085.7235568604628,351.9428310743697,0.,-288.9090764519133,4896.166127024975,6825.412759306491,20069.92145825224,3755.7674491857615,12128.555914756842,948.5977566921374,250.41862568676424,4156.721460916968,57463.06586748606,494.68794956587226,221.602921635641,34853.54487582273,0.,1402.8622861729236,0.,498.4620182826902,13.53438308381402,14034.107152551267,1318.515823111462,64.22935877405416,1656.5885764910781,144.58981811468857,9.415445609380754,315.894492178928,13.229274929064786,0.,723.8592491637428,0.,65.0401938557336,0.,419.59708343496095,9.661316022347535,19740.855501003447,0.,44.23109110870058,52.775941309318,227.30308435438337,0.,283.240653247527,92.47351746398272,329.54402242528613,-3.57197043579788,45.347725265311055,47.167463603980195,1496.698929185004,132.9477422058087,504.65743295943685,13390.263187880511,477.0208163909019,19651.371415182133,7332.252678072546,155.29462769072597,6108.643844602717,200.11534387421352,587.9857659039371,280.2722626382738,2670.3173759198035,4994.030248255833,12802.121496626525,3353.605543753947,590.8857270268363,119.61394605282771,237.29884234798374,1970.019064617809,0.,44.43638506079628,6568.285084608549,686.252857694275,668.8269400246572,584.3517465815976,91.85690762092054,229.70123437201983,0.,1.9420941919534584,138.22215191376063,0.,0.,18959.016260233766,25.506826295201108,9.447458829771634,803.1979423698212,0.41887804652687155,114.88767495056163,72.96898378442938,584.8350590359914,0.,0.,100.09236638653329,542.5411695244911,6420.46052929695,-448.9281661246714,643.9219243354019,-320.5920867792029,0.,2847.4820285623246,397138.20499440376,0.,18.2417641504137,789.053290592984,1.433776433456055,1368.8532322795982,-1476.5795094161876,15877.620283900149,87.68760603589726,-239.9307019064945
1952,1452.1367103387674,12.259214296118074,2744.743966330607,2.029517721024618,726.9241817133934,3885.0595322082954,13506.522094448505,0.,7.052567556012491,22599.959602347924,3922.9548370970006,0.,109.79182321175404,13300.08136944109,128.0853250194882,171.0813508215051,2091.782062023791,1407.7729798889522,595.6165328724128,89.94484939961421,0.,0.,18.62397714405114,47.25746715435571,1211.0884274547643,30444.417953066935,16.860226745076943,53.09791031228451,28.942919801263315,31.570899883328536,67.54308198256876,29459.038646207424,16512.387460372003,-672.8635899682122,9677.839076006436,308.0053602330281,1022.785763810356,6159.734680617497,299.81443260445667,9065.484225304288,32.05928068394951,51.89714512411558,164.5886006523615,6.265892432181644,725.8883308399509,0.,169647.43492171518,23.300795560471414,7.812238600602825,3267.7054155212536,75.92547746223863,5427.717061726522,2578.6063899853434,-512.6479359371297,14867.006692737283,0.,-112.35164003448426,10764.049093888956,54.123351172536445,61160.27427538764,94.76450862518504,76363.19693350606,0.,859.2891586646256,153.49386373840161,11.487119006173998,45.2314276185038,56.50254750787042,2105.0189440652903,13.969863980346588,204.96973940284443,1148.2306951977407,438.16682293169924,0.,-286.3940621494621,5127.193895400211,7006.745820191922,13720.454415007145,2551.5972816470166,12622.704956587113,1042.371726345149,272.8180869769494,3630.8653977663125,58249.15530119871,514.3253656872002,227.658508236922,27620.342154978774,0.,1481.098915761624,0.,535.6286821248341,14.154033070440391,15576.685951793363,1422.8721470600394,66.34265791696089,1697.895024868587,150.4062174761425,9.6226480309968,466.95461271598106,13.346551157587328,0.,964.4082753514776,0.,70.51194140884274,0.,426.4333279821585,10.297778087481248,21927.17714500858,0.,48.83149692141944,56.36315495010058,248.63807593237425,0.,303.5955457866876,98.83776424010011,345.86659382091693,-3.5390714280077873,15.860886919112545,48.97651131444036,1577.867321823851,141.70245382471012,539.434884390138,21446.68336212443,757.0146892006878,16915.495165748056,7527.885672733013,156.82609422022506,5231.469406579476,218.56529343553302,937.9527907634474,273.79589560896056,3040.859569892724,4423.85885676372,13432.961589813873,3867.38869894293,179.53857393378894,129.38163339391735,267.2618578575516,2012.6972455509094,0.,46.94663041228819,7135.186266216944,733.0727932365535,704.9099312838734,640.9810860833122,93.2072374341551,229.92340965584026,0.,1.950877893917209,144.31892606926203,0.,0.,17009.305595302372,27.080196423383654,10.253165861498289,821.5265150947453,0.45552753226392007,123.44023454605644,74.62610959189578,696.3172687875704,0.,0.,90.76820381044672,557.5548406177295,9988.849050300923,1229.4507370695173,684.8491734644431,-49.42717061828807,0.,2323.6055319564075,390322.4854301,0.,18.719560826714655,1107.072182700298,1.5876329256092934,1440.5274915613118,-1459.0756492530345,9921.513002230902,88.24664245271015,-243.8885597921617
1953,1821.3552990333555,12.964809863932032,2911.286029841518,2.17622180110061,760.8387524427962,4083.8249423113157,13968.00873794005,0.,7.116901489239467,31734.20546556369,1097.005200402491,0.,113.4809211849174,13340.306013712834,139.7686156984039,176.71135374481673,2147.684167064377,1477.3006874050006,636.7156188528279,90.97331813721757,0.,0.,19.571447505764183,48.269967235149124,334.7483573931313,20608.5546358953,16.99591099520876,53.22290754418282,30.97222786310755,35.33447532754485,68.33090923655527,35239.243885158096,16064.027258068556,702.9520313235698,58802.43294892309,338.5935239995506,1092.436328316744,7005.620045407544,312.9851471444563,10463.018727672068,33.46309973662596,55.15234427214864,173.50494880355564,6.712104897281151,848.1402374433892,0.,168890.66889521573,25.444792279610965,8.017476764860305,5325.236604329868,-112.16501592882923,5544.520176117832,3409.5977126865837,-323.2808952966443,15919.530936808675,0.,64.73098973644119,8031.313772563997,58.72942615706188,58661.55014888081,95.85489795751346,86101.73595093307,0.,895.811812749409,161.81659078795337,11.573839803911142,49.394474452718555,62.49188976139635,4124.249887910526,14.481758336989117,313.2240019082128,1214.3364865423973,392.7518309637053,0.,-283.9009415755754,5369.12281140362,7192.896418145101,17625.062728824734,2863.2465825275794,13136.986920855881,1145.415755222375,325.03514511796584,2628.1289239149773,66662.32919930271,1112.8622030979204,233.87957157837445,25863.244706083322,0.,1512.7421878509158,0.,575.5665920208385,14.8020527362429,-4212.3094118105655,1535.48794135945,68.52548964360676,1740.2314348802029,156.45659252115865,9.834410283904447,132.3200020338354,13.464867028402068,0.,1395.9279597826608,0.,76.44402002048787,0.,433.38095137662094,10.9761685979135,20882.834306489793,0.,53.91038366488624,60.19419373896142,271.9756002385411,0.,325.41322852042777,105.64001357238203,362.99763485592393,-3.506475430763487,67.41652555067367,50.85494273495556,1663.4376070778744,151.03366997281546,576.6089539008099,22798.647919372073,837.2358874427891,22292.257742499118,8581.016763676307,158.3726635885996,4212.778945234168,238.71626517848563,1271.8830094714904,434.97077650507345,3070.522021051729,5959.567954424958,14094.887095156359,4661.997789369096,327.0489591207679,139.9469511045579,301.0082137725981,2056.2999998349696,0.,49.59868144208008,7751.016041144205,783.0870416907637,742.9395879362819,703.0983566319837,94.57741758472639,210.72481081222486,0.,1.9597013228004698,150.68461989203024,0.,0.,15416.544725632062,28.750618749734883,11.127585954871819,840.2733366227112,0.4953836429743417,132.6294705793414,76.32086873066964,659.2128671214232,0.,0.,40.37544695918132,572.9839830749261,11430.130276614072,1353.7039196916667,728.3777313204046,6.991649516074176,0.,1650.5539407789875,415776.90599294007,0.,19.209872173306735,1049.847822493717,1.7579995372102424,1515.9546728675086,-1441.779285616838,12104.294133218442,88.80924290475923,-240.21448744924055
1954,1452.3985716162715,13.711016933697778,3087.9333196533844,2.3335304139126194,796.335603878546,4292.759485712042,12176.867152591934,0.,7.181822280364145,39209.91986919567,3809.809590381017,0.,117.29397596521676,15417.928261387162,152.51759661987694,182.52663070741346,2205.0802352687315,1550.2622597426416,680.6506483895446,92.01354683607224,0.,0.,20.567119176970607,49.30416031972118,757.1313853445499,25483.59794135735,17.132687177020216,53.34819903076277,33.1438191236802,39.54670761007321,69.12792576299944,25864.864888640237,22532.505410331883,-889.4303112654015,49384.30228820862,372.2194133494827,1166.8300182239982,6664.182574391627,326.7344453103151,12867.93547991007,34.92838953632611,58.61172269570977,131.54364698264453,7.1900934527245965,1086.7992417942196,0.,190415.85814070888,27.786066465940166,8.22810681564664,5924.395549970766,-200.8436217996641,5663.836864332901,4299.99580411852,-403.4884956799506,22674.008611286583,0.,199.08482082765295,10169.947131488763,63.72749325411337,68846.3299241534,96.95783364199087,87325.45040563494,0.,933.8868013979991,170.59059180933173,11.661215291197777,53.94068316919993,69.11610994896125,2008.4903506548435,15.012409915085016,293.7938753844828,1284.248112087098,181.23815805615413,0.,-281.4295241409345,5622.467250516362,7383.992542310327,27106.658284601406,2433.186039808228,13672.222075404192,1258.6462383355683,358.38087782648654,2936.9689609923153,71535.02793741575,718.2450700531172,-236.11857900056566,31517.198231993243,0.,1726.4929007316896,0.,618.4823795027223,15.479740941406135,-275.4020270173787,1657.0169167566128,70.78014174188593,1783.6234882544522,162.75035536490896,10.05083271471932,172.57335793217317,13.584231757844009,0.,1263.5541648971193,0.,82.87515674841404,0.,440.44176824751776,11.699249689239679,23415.950446143164,0.,59.51751738375276,89.97152932252095,297.5036178498776,0.,348.7988238486696,112.91040983549442,380.9771896594839,-3.474179653240242,14.868735837283111,180.93749394195038,1753.6485066708847,160.97935391913325,616.3447996034938,24552.56046159705,1103.6964070489612,25634.42240058974,8743.221187224612,159.93448473518765,7166.520370095939,260.7250875243449,1188.9275379034589,297.0518511044893,2041.7430379006037,6554.678582397988,14789.429784110223,4515.0080757599935,152.7609846686355,151.37503376411996,339.01562117727144,2100.847357280334,0.,52.40054886130781,8419.997380381072,836.5135366115173,783.0209319333389,771.2353918573008,95.96773987982033,178.06308876545427,0.,1.9685646582811955,157.33109502983734,0.,0.,19151.967961343762,30.524079868890567,12.076579161566855,859.447951181035,0.5387269404044499,142.50277902375706,78.05411585380307,768.3372901452385,0.,0.,40.409789431295394,588.8400941810396,12037.439888788882,1412.1885410999967,774.6729353555256,-138.3123864851368,0.,2451.313631797584,368249.44065871276,0.,19.71302598019031,1193.580085050331,1.9466479454911578,1595.3312822221014,-1424.6879587759613,14845.272131515288,89.37543011385424,462.19146671791896
1955,414.5842947038909,14.500172955034515,3275.298987762195,2.5022101101557084,833.4885571595587,4512.383430358706,14309.840214295371,0.,7.247335282738163,39878.73839385377,7872.967807115492,0.,121.23515260605882,14135.536861311703,166.4294746175217,188.5332787700272,2264.0101922528993,1626.8272901191594,727.6173089452495,93.06566996473612,0.,0.,21.61344433594593,50.3605111847387,1864.0459096033774,23338.45267491223,17.270564077934978,53.47378546476102,35.46766964773906,44.26108123296348,69.93423874619839,35383.37535159534,29170.76885307883,263.63715538862743,51535.17107921862,409.1847063041205,1246.289835057465,6875.887920978785,341.08774402308427,13377.277429715105,36.457841778058764,62.28808734597203,181.1459510465238,7.702120966532263,1219.6955519422772,0.,246411.56189547037,30.342770385604865,8.444270405174905,4044.93894458015,27.070468027315655,5785.7212178528425,4547.787801110484,-435.9006848103745,25388.880454179365,0.,254.56184839747584,11304.626508985035,69.15091228019219,75014.34526282153,98.07346004074861,98832.98651430849,0.,8013.407665269453,179.8403357291927,11.749250410542572,58.905319532150315,76.44250594303583,3521.030857768201,15.562506030977033,825.1118710541214,1358.1846808336995,229.84063885676642,0.,-278.9796209151209,5887.765859254476,7580.1655821644235,31259.229984932055,3207.1313438303696,27763.096997850633,1383.0701612521752,534.9910144074784,3721.2972458897493,85067.4191975235,786.090324774932,49.49663349986986,38816.06912472774,0.,2125.183426598698,0.,664.5980831033266,16.188456012342726,57.57916406093864,1788.1645231200273,73.10897727337988,1828.0975070831628,169.29729674268128,10.272017878347071,382.961602597381,13.704654643940103,0.,1098.1897330602114,0.,89.84733670774176,0.,447.6176227883734,12.46996545927584,26367.72897456237,0.,65.70784021024394,351.8243252463528,325.4277315911336,0.,373.86500871945555,120.68117201143355,399.84728577761143,-3.442181330317453,32.67286139192538,77.57701745924464,2164.6058429563927,171.57996884328804,658.8189611492635,36101.16195142339,1012.055807835759,29781.787512789655,8903.850968371873,161.51170806825394,6540.510187481894,284.7630479379104,1306.466206996287,345.01785368503624,2541.434651713069,6540.787764462017,15518.196908032929,3890.824433117945,15.399679165426278,163.73633484854327,381.82211030639064,2146.359781620544,0.,55.36069591230796,9146.717734718637,893.5850801763536,825.2646511257681,845.9755652147305,97.37850041621641,169.65402237005765,0.,1.9774680808469043,164.27073633010968,0.,0.,20510.509383572382,32.40693565424556,13.106505295673685,879.0601207914442,0.5858625338837999,153.11108414132377,79.8267250235076,1044.9206414789296,0.,0.,125.76424935369505,605.1349893837323,13177.482555470284,1054.0091202565563,823.9106317602836,15.979207061984198,0.,1832.1078188510473,442102.8859519623,0.,20.229358622993118,1134.3862375564804,2.1555399438263656,1678.8641148632923,-1407.799238157022,16483.279864339886,2583.6295654130427,1001.8506086558755
1956,191.44778089406464,15.334749912617156,3474.0333902158236,2.6830828507898303,872.3748775420645,4743.243661879518,12721.543443520262,0.,7.313445898545183,33455.17026355432,6529.395249083958,0.,125.30875611013698,17539.718172007648,181.6103232369876,194.7375956375172,2324.5150306283467,1707.173747696077,777.8247909252623,94.12982352929248,0.,0.,22.71299991231149,51.439494564796405,1588.7270656863002,20944.99253648048,17.409550556094473,53.59966754047855,37.95445496329114,49.537456600104406,70.74995662069887,51023.32470135449,35870.551997973234,770.1068445577112,58565.48809937411,449.8210406773742,1331.1607763843058,7229.924947844993,356.0715767578904,13308.480412841629,38.054266021387434,66.19504847796566,237.01357613447726,8.250611452152341,1326.5162821782997,0.,250060.48384187417,33.134726565277276,8.666112907056402,5675.865560331586,142.56963541985897,5910.228492192517,4520.326209031256,-703.4677837989584,29506.373809102166,0.,181.28574028317234,11967.884011904855,75.03588208177734,86485.25822145608,99.20192317705369,98956.05764540005,0.,5997.357756124064,189.5916182255687,11.837950141767578,64.32689512479021,84.54550927657772,5694.5322514222935,16.132759186174155,1513.8392211492082,1436.3779162995852,288.9093386120776,0.,-276.55104461232986,6165.58270040997,7781.55041785317,36743.07940102217,2002.5694778400066,8818.51593026385,1519.794055457396,474.203787218682,3307.9772608508065,91164.13449941576,966.1981390125857,142.86379793565175,50474.37240700307,0.,2230.329535675992,0.,714.1522971434078,16.929618464257373,-3.170049219363136,1929.6920444263305,75.51443705002248,1873.6804697913321,176.10760124065655,10.498070586585413,206.60730231515117,13.826145067142534,0.,1064.093446773386,0.,97.40607716713498,0.,454.9103892394196,13.291453955252905,35588.217120644345,0.,72.54200872084164,448.1234306229792,355.9728424613322,0.,400.73255753132435,128.9867364689626,419.6520324133635,-3.4104777223400333,6.628001811768172,80.78657278727951,797.144019327905,182.87864245653736,704.2201440638255,35487.97599393525,922.1282710737505,34573.84216102742,8266.144231563288,163.10448547925262,5964.324003114511,311.01722600175754,1053.2966154690766,470.22698552071415,3471.4194218436824,6522.77078529929,16282.874917545181,4575.367742417118,-11.886327226497087,177.10706107197484,430.0336468642936,2192.858179911447,0.,58.48806393243649,9936.160492585477,954.5503576047995,869.7874049370403,927.9587846933628,98.8099996435003,397.07245457261524,0.,1.9864117718063312,171.51647491755875,0.,0.,20768.51997835154,34.40593403664741,14.224266554903636,899.1198302397534,0.6371222281014299,164.50910113847476,81.63959015197315,727.4353934506071,0.,0.,154.3655678420737,621.8808110982791,14104.529219786898,1368.5083668820153,876.2778433921612,69.94353296635018,0.,1571.547098873325,444802.2400204204,0.,20.7592152878442,1270.940265147452,2.3868478428227817,1766.7707939942993,-1391.110721997873,16081.544548859529,-36.63514486167696,1272.6966450192722
1957,-277.5645682780669,16.217362069523688,3684.826344534624,2.8770300123815176,913.0754350846182,4985.91504538212,14633.573037227558,0.,7.380159579252904,35733.536394514726,7373.245235712529,0.,129.51923613189592,17141.929636148794,198.17589151224865,201.14608626170866,2386.6368385210953,1791.4883912533624,831.4967194154942,95.2061450910387,0.,0.,23.868493933596483,52.54159536577117,1435.5588827121064,33290.269009966694,17.54965554092496,53.72584595376975,40.61559910385358,55.4428300901875,71.57518908577731,47574.791979254456,37867.9082585118,704.7595393428055,62166.76767136948,494.49298939755226,1421.8113337195064,6958.0634052229,371.7136425935769,11600.998877552454,39.72059485150373,70.34707003703829,293.43429873320656,8.83816154409709,1419.4354409380503,0.,251968.44612266636,36.18358147931491,8.893783514064467,6894.212364691513,179.4291613081332,6037.4151319531375,4402.170025505526,-586.0227933850692,31514.3930193088,0.,261.27419275392276,11341.785349836078,81.42168214609546,98063.97964259959,100.34337075428266,103035.60940469452,0.,3855.16078603825,199.871633666859,11.927319502295632,70.2474660906887,93.50744132018212,6881.083273995522,16.723907990205817,1612.7923973585275,1519.072882758901,335.87025250356237,0.,-274.1436095772515,6456.508452325681,7988.285512925067,31922.531662368274,1216.575536964774,15950.872963841073,1670.0338390009456,496.52523464625756,4078.3252765978104,97775.150720648,1379.0891950624464,153.47378044910147,67689.57289923704,0.,2090.9514700891596,0.,767.4014061758153,17.704713848361962,2279.8079973776476,2082.4210178518915,77.99904219229666,1920.400027501717,183.19186313930277,10.729097957787701,70.28004372784562,13.94871249106859,0.,1352.771213826727,0.,105.60072470430987,0.,462.3219723762668,14.167059950691339,38629.310422881914,0.,80.08698828658362,565.7978156667793,389.38496098792075,0.,429.53092405098505,137.8639095694018,440.43772353279564,-3.379066114888701,32.48965069013548,126.95901228105208,1022.1166128394179,194.9213424633117,752.7500581346358,45654.16947098955,875.5596767824263,35512.76301306661,8317.311071847245,164.71297035763928,6655.190120073108,339.6919493954765,1577.0610531218845,472.64681198984,3982.572617554353,8148.579136149303,17085.233365170483,6360.300321352886,410.8866585709002,191.5696421968114,484.3327100335018,2240.363912137196,0.,61.79209936203756,10793.739152972325,1019.6750207866353,916.7121465279561,1017.8869715592464,100.26254242791128,449.4460806897314,0.,1.9953959132817545,179.0818122896212,0.,0.,21327.835244252463,36.52823918817694,15.437353776657346,919.6372921599905,0.6928668588004356,176.75561837448322,83.49362545211534,1680.6901782788627,0.,0.,314.1465912000722,639.090037755188,18557.09100089947,1351.4077395521235,931.9734801570812,-191.32871662356592,0.,1918.4605274214555,429701.8002821896,0.,21.302950202152147,1367.070371441063,2.6429770606221084,1859.2803377452801,-1374.6200370099978,18461.88208304078,31.1588712948178,1226.8704753416278
1958,665.4760678580424,17.150774156260297,3908.4095241049217,3.084996681972548,955.6748728298735,5241.0018569272215,16377.874222799379,0.,7.447481826052581,42425.34662436822,7103.098985546152,0.,133.87119183790037,12266.175151644973,216.25248651436232,207.76546966163278,2450.418828845257,1879.9672032953677,888.8721502130375,96.29477378413867,0.,0.,25.08277219467334,53.66730888272696,1331.571695545641,31251.894228447753,17.690888033708234,53.85232140237349,43.46332708928196,62.05218473818343,72.41004712034555,41227.820836575935,25274.618112069205,859.8773042779649,74392.08420464164,543.6013313096701,1518.6350924371764,5167.572479623763,388.04285741724743,9422.193505193776,41.45988926630605,74.75952320577267,199.07440044543364,9.46755279079079,853.6190253454752,0.,251391.01125023188,39.51297337827498,9.127435338471344,5472.489397908794,308.61895808916233,6167.338796407683,4179.634981454517,-385.3049498582441,35416.67505742225,0.,735.857877890292,10399.65455500444,88.35093477377495,107073.3707873011,101.49795217541214,94208.68604147295,0.,4371.419564939912,210.70905095144326,12.017363547417062,76.71295937087075,103.41934961493439,8592.927488417015,17.33671811729306,1194.0083901183898,1606.5287532952316,238.28910529375298,0.,-271.75713177086436,6761.161664766172,8200.513009542192,31741.664656326408,1120.9810151149868,24545.420711524494,1835.1256299451488,579.1837259460872,4286.343197120819,99637.03397607687,1272.3477538321713,111.42518740080595,65894.36314657563,0.,1487.3392123441445,0.,824.6209114724988,18.515295729445143,1453.9259477666055,2247.2380026215615,80.56539677155433,1968.2845208067738,190.5611028940766,10.96520946762297,248.7945126925406,14.072366463220533,0.,1351.7537617305534,0.,114.48477736087284,0.,469.85430800840186,15.10034856398488,33932.37075948849,0.,88.41670924081563,427.399303029315,425.93318859719966,0.,460.3988651500358,147.35203077514507,462.2529460781352,-3.3479438185443655,76.26145396366337,116.47207990501488,943.8351476788666,207.75706357690024,804.6243135730492,38922.3449066733,807.5925916862961,28516.20973066741,8698.218108566216,166.33731760537557,6102.545823356253,371.0103841111727,1748.0319631706152,531.5886505133612,2829.985975827105,7727.356601377527,17927.129000287503,5939.488409359998,365.4489523485645,207.21323920845225,545.4879536028884,2288.898801019881,0.,65.28278227808119,11725.334447781963,1089.2428458412214,966.1684623413894,1116.5300700423304,101.73643811738293,243.45080569347374,0.,2.0044206882262188,186.98084547474264,0.,0.,21471.402549575665,38.781457197687246,16.753896638946742,940.6229522327485,0.7534888328328044,189.91380057842161,85.38976589865297,1692.0235115748947,0.,0.,382.56864719441273,656.7754930990195,25312.26815699137,1507.780258183404,991.2090945421241,-127.8549388699521,0.,874.7026853014686,399793.2645104956,0.,21.86092687140581,1257.4094458052477,2.926591137335997,1956.6337558199812,-1358.3248380367295,18443.390385705163,-224.12076683497435,1227.7681575002443
