"Counter","Year","Mean","SD","MeanE","NMeanE","HSMeanE","WMeanE"
163,2113,5.121453342731075,3.607059723763434,"Around[5.121453342731075, 3.607059723763434]","Around[2.544584, 0.966675]","Around[7.703733, 3.833031]","Around[5.116043, 3.555314]"
164,2114,5.00065348006249,3.5320946914257605,"Around[5.00065348006249, 3.5320946914257605]","Around[2.488692, 0.948259]","Around[7.517956, 3.762567]","Around[4.995312, 3.490717]"
165,2115,4.882228061975314,3.4582479166661746,"Around[4.882228061975314, 3.4582479166661746]","Around[2.43392, 0.930105]","Around[7.336135, 3.692874]","Around[4.876629, 3.426475]"
166,2116,4.7661506349494545,3.385512486950737,"Around[4.7661506349494545, 3.385512486950737]","Around[2.380244, 0.912208]","Around[7.158206, 3.623954]","Around[4.760002, 3.362614]"
167,2117,4.652392973176092,3.3138807062405675,"Around[4.652392973176092, 3.3138807062405675]","Around[2.327642, 0.894566]","Around[6.984105, 3.555809]","Around[4.645433, 3.299157]"
168,2118,4.540925503660744,3.243344402216096,"Around[4.540925503660744, 3.243344402216096]","Around[2.276091, 0.877175]","Around[6.813763, 3.488441]","Around[4.532922, 3.236126]"
169,2119,4.431717542020835,3.173895137233042,"Around[4.431717542020835, 3.173895137233042]","Around[2.225569, 0.860031]","Around[6.647115, 3.42185]","Around[4.422468, 3.173542]"
170,2120,4.32473742714392,3.105524386201526,"Around[4.32473742714392, 3.105524386201526]","Around[2.176055, 0.843133]","Around[6.484091, 3.356039]","Around[4.314066, 3.111427]"
171,2121,4.219952564491124,3.038223695858076,"Around[4.219952564491124, 3.038223695858076]","Around[2.127528, 0.826475]","Around[6.324622, 3.291009]","Around[4.207708, 3.049803]"
172,2122,4.117329361680391,2.971984850011066,"Around[4.117329361680391, 2.971984850011066]","Around[2.079966, 0.810056]","Around[6.168641, 3.226761]","Around[4.103382, 2.98869]"
173,2123,4.016835197817476,2.906798763245548,"Around[4.016835197817476, 2.906798763245548]","Around[2.033349, 0.793871]","Around[6.016078, 3.163297]","Around[4.001078, 2.928109]"
174,2124,3.9184373257109777,2.8426561259573795,"Around[3.9184373257109777, 2.8426561259573795]","Around[1.987658, 0.777917]","Around[5.866866, 3.100617]","Around[3.900788, 2.868076]"
175,2125,3.8221018735668815,2.7795479797764537,"Around[3.8221018735668815, 2.7795479797764537]","Around[1.942873, 0.762192]","Around[5.720936, 3.038724]","Around[3.802497, 2.80861]"
176,2126,3.7277938351694746,2.7174656290670707,"Around[3.7277938351694746, 2.7174656290670707]","Around[1.898974, 0.746692]","Around[5.578218, 2.977617]","Around[3.706189, 2.749729]"
177,2127,3.6354814636963826,2.6564013466965535,"Around[3.6354814636963826, 2.6564013466965535]","Around[1.855944, 0.731414]","Around[5.438653, 2.917298]","Around[3.611847, 2.691451]"
178,2128,3.5451340151329265,2.5963478688827455,"Around[3.5451340151329265, 2.5963478688827455]","Around[1.813764, 0.716354]","Around[5.302184, 2.857766]","Around[3.519455, 2.633791]"
179,2129,3.4567198430329373,2.537297943836714,"Around[3.4567198430329373, 2.537297943836714]","Around[1.772415, 0.701511]","Around[5.168751, 2.79902]","Around[3.428993, 2.576765]"
180,2130,3.3702067073125246,2.479244301583217,"Around[3.3702067073125246, 2.479244301583217]","Around[1.731881, 0.68688]","Around[5.038298, 2.741061]","Around[3.340441, 2.52039]"
181,2131,3.2855620129789207,2.4221796389127617,"Around[3.2855620129789207, 2.4221796389127617]","Around[1.692143, 0.672459]","Around[4.910767, 2.683888]","Around[3.253776, 2.464681]"
182,2132,3.202752976958681,2.366096609325353,"Around[3.202752976958681, 2.366096609325353]","Around[1.653186, 0.658244]","Around[4.786099, 2.6275]","Around[3.168974, 2.409652]"
183,2133,3.12174673705491,2.310987816818052,"Around[3.12174673705491, 2.310987816818052]","Around[1.614991, 0.644234]","Around[4.664237, 2.571898]","Around[3.086012, 2.355319]"
184,2134,3.0425104118603974,2.256845812921539,"Around[3.0425104118603974, 2.256845812921539]","Around[1.577543, 0.630426]","Around[4.545125, 2.51708]","Around[3.004863, 2.301694]"
185,2135,2.9650111302986253,2.203663085750772,"Around[2.9650111302986253, 2.203663085750772]","Around[1.540824, 0.616816]","Around[4.428707, 2.463046]","Around[2.925503, 2.24879]"
186,2136,2.8892165799642875,2.151431599434638,"Around[2.8892165799642875, 2.151431599434638]","Around[1.504819, 0.603403]","Around[4.314927, 2.409795]","Around[2.847904, 2.196619]"
187,2137,2.815095408783458,2.1001424403334634,"Around[2.815095408783458, 2.1001424403334634]","Around[1.469518, 0.590181]","Around[4.203731, 2.357326]","Around[2.772038, 2.145192]"
188,2138,2.742616744651157,2.049786559600045,"Around[2.742616744651157, 2.049786559600045]","Around[1.434906, 0.577147]","Around[4.095065, 2.305635]","Around[2.69788, 2.094517]"
189,2139,2.6717502614952138,2.000354642253287,"Around[2.6717502614952138, 2.000354642253287]","Around[1.400971, 0.564298]","Around[3.988876, 2.254722]","Around[2.625404, 2.044604]"
190,2140,2.6024654959305344,1.9518370881930673,"Around[2.6024654959305344, 1.9518370881930673]","Around[1.367701, 0.551629]","Around[3.885111, 2.204582]","Around[2.554584, 1.995459]"
191,2141,2.534731956523421,1.9042238605464683,"Around[2.534731956523421, 1.9042238605464683]","Around[1.335084, 0.539137]","Around[3.78372, 2.15521]","Around[2.485392, 1.94709]"
192,2142,2.4685191484059468,1.8575043083194662,"Around[2.4685191484059468, 1.8575043083194662]","Around[1.303106, 0.526819]","Around[3.684649, 2.106602]","Around[2.417802, 1.899502]"
193,2143,2.403796556843193,1.811666945011367,"Around[2.403796556843193, 1.811666945011367]","Around[1.271755, 0.514672]","Around[3.587849, 2.058747]","Around[2.351786, 1.852699]"
194,2144,2.340533575203529,1.7666989945925091,"Around[2.340533575203529, 1.7666989945925091]","Around[1.241018, 0.502694]","Around[3.493266, 2.011637]","Around[2.287317, 1.806686]"
195,2145,2.2787007717757564,1.7225895206380386,"Around[2.2787007717757564, 1.7225895206380386]","Around[1.210883, 0.490881]","Around[3.400853, 1.965262]","Around[2.224367, 1.761464]"
196,2146,2.218271528701895,1.6793353191472433,"Around[2.218271528701895, 1.6793353191472433]","Around[1.181337, 0.479232]","Around[3.310569, 1.919634]","Around[2.162908, 1.717037]"
197,2147,2.159219640883796,1.6369313911258574,"Around[2.159219640883796, 1.6369313911258574]","Around[1.15237, 0.467743]","Around[3.222376, 1.87476]","Around[2.102913, 1.673405]"
198,2148,2.101518885024137,1.5953710510979828,"Around[2.101518885024137, 1.5953710510979828]","Around[1.123971, 0.456409]","Around[3.13623, 1.830644]","Around[2.044356, 1.630567]"
199,2149,2.0451429552902645,1.554646432597999,"Around[2.0451429552902645, 1.554646432597999]","Around[1.096129, 0.445228]","Around[3.052092, 1.787286]","Around[1.987208, 1.588525]"
200,2150,1.9900655799728488,1.5147487307054426,"Around[1.9900655799728488, 1.5147487307054426]","Around[1.068835, 0.434196]","Around[2.969919, 1.744686]","Around[1.931443, 1.547276]"
201,2151,1.9362606038368095,1.47566839882848,"Around[1.9362606038368095, 1.47566839882848]","Around[1.042078, 0.423309]","Around[2.889671, 1.702841]","Around[1.877034, 1.506818]"
202,2152,1.883702048826024,1.4373953052942858,"Around[1.883702048826024, 1.4373953052942858]","Around[1.015847, 0.412566]","Around[2.811305, 1.661745]","Around[1.823954, 1.467148]"
203,2153,1.8323641574383847,1.3999188588415523,"Around[1.8323641574383847, 1.3999188588415523]","Around[0.990132, 0.401962]","Around[2.734783, 1.621392]","Around[1.772178, 1.428264]"
204,2154,1.7822214215976548,1.3632281102396335,"Around[1.7822214215976548, 1.3632281102396335]","Around[0.964923, 0.391496]","Around[2.660062, 1.581778]","Around[1.721679, 1.39016]"
205,2155,1.7332485992579203,1.3273118354341216,"Around[1.7332485992579203, 1.3273118354341216]","Around[0.940211, 0.381164]","Around[2.587105, 1.542893]","Around[1.67243, 1.352832]"
206,2156,1.6854207199040028,1.2921586046123692,"Around[1.6854207199040028, 1.2921586046123692]","Around[0.915985, 0.370965]","Around[2.515871, 1.50473]","Around[1.624406, 1.316275]"
207,2157,1.638713079192299,1.2577568407367574,"Around[1.638713079192299, 1.2577568407367574]","Around[0.892236, 0.360896]","Around[2.446323, 1.467281]","Around[1.577581, 1.280484]"
208,2158,1.593101456105643,1.224094830255448,"Around[1.593101456105643, 1.224094830255448]","Around[0.868953, 0.350955]","Around[2.378423, 1.430537]","Around[1.531928, 1.245451]"
209,2159,1.5485622655681783,1.1911607339564865,"Around[1.5485622655681783, 1.1911607339564865]","Around[0.846129, 0.34114]","Around[2.312133, 1.394489]","Around[1.487424, 1.211169]"
210,2160,1.50507218325325,1.1589426825751898,"Around[1.50507218325325, 1.1589426825751898]","Around[0.823753, 0.331448]","Around[2.247419, 1.359128]","Around[1.444045, 1.177632]"
211,2161,1.4626081892289209,1.1274287983003985,"Around[1.4626081892289209, 1.1274287983003985]","Around[0.801817, 0.321878]","Around[2.184243, 1.324445]","Around[1.401765, 1.144832]"
212,2162,1.4211476012993909,1.0966072135569698,"Around[1.4211476012993909, 1.0966072135569698]","Around[0.780311, 0.312427]","Around[2.122572, 1.29043]","Around[1.36056, 1.11276]"
213,2163,1.3806680989432791,1.0664660877539656,"Around[1.3806680989432791, 1.0664660877539656]","Around[0.759227, 0.303094]","Around[2.06237, 1.257073]","Around[1.320407, 1.081409]"
214,2164,1.3411477400634286,1.0369936223959464,"Around[1.3411477400634286, 1.0369936223959464]","Around[0.738557, 0.293877]","Around[2.003605, 1.224366]","Around[1.281281, 1.050768]"
215,2165,1.3025649722342993,1.0081780748464915,"Around[1.3025649722342993, 1.0081780748464915]","Around[0.718291, 0.284775]","Around[1.946244, 1.192298]","Around[1.24316, 1.02083]"
216,2166,1.2648986398965574,0.9800077708726204,"Around[1.2648986398965574, 0.9800077708726204]","Around[0.698422, 0.275785]","Around[1.890255, 1.16086]","Around[1.206019, 0.991584]"
217,2167,1.228127988309629,0.9524711162947754,"Around[1.228127988309629, 0.9524711162947754]","Around[0.678942, 0.266906]","Around[1.835606, 1.130043]","Around[1.169836, 0.963021]"
218,2168,1.1922326651673636,0.9255566077437237,"Around[1.1922326651673636, 0.9255566077437237]","Around[0.659843, 0.258138]","Around[1.782267, 1.099836]","Around[1.134588, 0.935131]"
219,2169,1.157192720427125,0.8992528427084057,"Around[1.157192720427125, 0.8992528427084057]","Around[0.641117, 0.249477]","Around[1.730208, 1.070231]","Around[1.100253, 0.907904]"
220,2170,1.1229886046479702,0.8735485290335961,"Around[1.1229886046479702, 0.8735485290335961]","Around[0.622757, 0.240923]","Around[1.679399, 1.041218]","Around[1.066811, 0.881329]"
221,2171,1.0896011663276035,0.8484324938327971,"Around[1.0896011663276035, 0.8484324938327971]","Around[0.604754, 0.232475]","Around[1.629811, 1.012787]","Around[1.034238, 0.855396]"
222,2172,1.0570116484549055,0.8238936919608005,"Around[1.0570116484549055, 0.8238936919608005]","Around[0.587103, 0.224132]","Around[1.581417, 0.98493]","Around[1.002515, 0.830095]"
223,2173,1.0252016843106864,0.7999212141370337,"Around[1.0252016843106864, 0.7999212141370337]","Around[0.569795, 0.215892]","Around[1.53419, 0.957638]","Around[0.971621, 0.805413]"
224,2174,0.9941532927073923,0.7765042947885623,"Around[0.9941532927073923, 0.7765042947885623]","Around[0.552824, 0.207754]","Around[1.488101, 0.9309]","Around[0.941535, 0.781341]"
225,2175,0.9638488729071832,0.7536323195640459,"Around[0.9638488729071832, 0.7536323195640459]","Around[0.536182, 0.199719]","Around[1.443126, 0.904708]","Around[0.912238, 0.757867]"
226,2176,0.9342711989914084,0.7312948327337924,"Around[0.9342711989914084, 0.7312948327337924]","Around[0.519865, 0.191785]","Around[1.399238, 0.879054]","Around[0.883711, 0.734981]"
227,2177,0.9054034143130296,0.7094815441979349,"Around[0.9054034143130296, 0.7094815441979349]","Around[0.503863, 0.183951]","Around[1.356412, 0.853927]","Around[0.855935, 0.71267]"
228,2178,0.8772290348408684,0.688182330962883,"Around[0.8772290348408684, 0.688182330962883]","Around[0.488172, 0.176218]","Around[1.314625, 0.829321]","Around[0.82889, 0.690924]"
229,2179,0.8497319902197669,0.6673872164260369,"Around[0.8497319902197669, 0.6673872164260369]","Around[0.472785, 0.168585]","Around[1.273852, 0.805225]","Around[0.802559, 0.669732]"
230,2180,0.8228966085850409,0.6470863831182636,"Around[0.8228966085850409, 0.6470863831182636]","Around[0.457697, 0.161052]","Around[1.234069, 0.781633]","Around[0.776924, 0.649082]"
231,2181,0.7967075622959144,0.6272702079047224,"Around[0.7967075622959144, 0.6272702079047224]","Around[0.442901, 0.15362]","Around[1.195254, 0.758534]","Around[0.751967, 0.628962]"
232,2182,0.7711498601218976,0.6079292693921658,"Around[0.7711498601218976, 0.6079292693921658]","Around[0.428392, 0.146289]","Around[1.157386, 0.735921]","Around[0.727672, 0.609363]"
233,2183,0.7462088450543053,0.5890543520805901,"Around[0.7462088450543053, 0.5890543520805901]","Around[0.414164, 0.139061]","Around[1.120441, 0.713786]","Around[0.704021, 0.590272]"
234,2184,0.7218701919494286,0.5706364506579564,"Around[0.7218701919494286, 0.5706364506579564]","Around[0.400212, 0.131937]","Around[1.084399, 0.692121]","Around[0.680999, 0.571678]"
235,2185,0.6981199045891692,0.5526667747786795,"Around[0.6981199045891692, 0.5526667747786795]","Around[0.386531, 0.124919]","Around[1.04924, 0.670918]","Around[0.658588, 0.55357]"
236,2186,0.6749443124422295,0.5351367541552245,"Around[0.6749443124422295, 0.5351367541552245]","Around[0.373115, 0.118011]","Around[1.014943, 0.650169]","Around[0.636775, 0.535937]"
237,2187,0.6523300673290916,0.5180380439072418,"Around[0.6523300673290916, 0.5180380439072418]","Around[0.35996, 0.111216]","Around[0.981488, 0.629867]","Around[0.615543, 0.518768]"
238,2188,0.6302641400747324,0.5013625301958018,"Around[0.6302641400747324, 0.5013625301958018]","Around[0.347059, 0.104539]","Around[0.948856, 0.610003]","Around[0.594877, 0.502053]"
239,2189,0.6087338168354135,0.485102336319056,"Around[0.6087338168354135, 0.485102336319056]","Around[0.334409, 0.097987]","Around[0.917029, 0.590572]","Around[0.574763, 0.48578]"
240,2190,0.5877266957441312,0.46924982901970025,"Around[0.5877266957441312, 0.46924982901970025]","Around[0.322005, 0.091568]","Around[0.885988, 0.571564]","Around[0.555187, 0.469938]"
241,2191,0.5672306832008942,0.45379762538745017,"Around[0.5672306832008942, 0.45379762538745017]","Around[0.309842, 0.085292]","Around[0.855716, 0.552974]","Around[0.536134, 0.454518]"
242,2192,0.5472339905237692,0.4387386000790028,"Around[0.5472339905237692, 0.4387386000790028]","Around[0.297915, 0.079174]","Around[0.826195, 0.534795]","Around[0.517591, 0.439508]"
243,2193,0.5277251304324898,0.4240658931647812,"Around[0.5277251304324898, 0.4240658931647812]","Around[0.28622, 0.073232]","Around[0.797409, 0.517019]","Around[0.499546, 0.424899]"
244,2194,0.5086929135784496,0.4097729186077658,"Around[0.5086929135784496, 0.4097729186077658]","Around[0.274754, 0.06749]","Around[0.769341, 0.49964]","Around[0.481984, 0.41068]"
245,2195,0.4901264452503824,0.395853373346949,"Around[0.4901264452503824, 0.395853373346949]","Around[0.26351, 0.06198]","Around[0.741975, 0.482651]","Around[0.464894, 0.396841]"
246,2196,0.4720151219936983,0.3823012472407107,"Around[0.4720151219936983, 0.3823012472407107]","Around[0.252487, 0.056745]","Around[0.715296, 0.466046]","Around[0.448263, 0.383373]"
247,2197,0.4543486279554892,0.3691108341195136,"Around[0.4543486279554892, 0.3691108341195136]","Around[0.241679, 0.05184]","Around[0.689288, 0.449819]","Around[0.43208, 0.370265]"
248,2198,0.4371169322332025,0.3562767430539402,"Around[0.4371169322332025, 0.3562767430539402]","Around[0.231082, 0.04734]","Around[0.663937, 0.433964]","Around[0.416332, 0.357508]"
249,2199,0.4203102843909064,0.34379391218953453,"Around[0.4203102843909064, 0.34379391218953453]","Around[0.220694, 0.04334]","Around[0.639229, 0.418474]","Around[0.401008, 0.345092]"
250,2200,0.40391921129744907,0.3316576227051456,"Around[0.40391921129744907, 0.3316576227051456]","Around[0.21051, 0.039959]","Around[0.615149, 0.403343]","Around[0.386098, 0.333009]"
251,2201,0.38793451288824937,0.3198635149995463,"Around[0.38793451288824937, 0.3198635149995463]","Around[0.200527, 0.037331]","Around[0.591686, 0.388567]","Around[0.371591, 0.321249]"
252,2202,0.3723472575319512,0.3084076066357803,"Around[0.3723472575319512, 0.3084076066357803]","Around[0.190741, 0.035589]","Around[0.568824, 0.37414]","Around[0.357476, 0.309804]"
253,2203,0.3571487769920526,0.2972863122979191,"Around[0.3571487769920526, 0.2972863122979191]","Around[0.181149, 0.034832]","Around[0.546553, 0.360056]","Around[0.343744, 0.298664]"
254,2204,0.3423306596540155,0.28649646697478975,"Around[0.3423306596540155, 0.28649646697478975]","Around[0.171748, 0.035091]","Around[0.52486, 0.346309]","Around[0.330385, 0.287822]"
255,2205,0.32788474304450466,0.27603535188246864,"Around[0.32788474304450466, 0.27603535188246864]","Around[0.162534, 0.036314]","Around[0.503732, 0.332896]","Around[0.317388, 0.277268]"
256,2206,0.3138031038184631,0.2659007249169014,"Around[0.3138031038184631, 0.2659007249169014]","Around[0.153503, 0.038382]","Around[0.48316, 0.319811]","Around[0.304746, 0.266996]"
257,2207,0.3000780453644581,0.25609085616549637,"Around[0.3000780453644581, 0.25609085616549637]","Around[0.144654, 0.041143]","Around[0.463131, 0.30705]","Around[0.292449, 0.256996]"
258,2208,0.2867020812306388,0.24660457050506976,"Around[0.2867020812306388, 0.24660457050506976]","Around[0.135981, 0.044447]","Around[0.443635, 0.294606]","Around[0.28049, 0.247262]"
259,2209,0.2736679145292491,0.2374412984863986,"Around[0.2736679145292491, 0.2374412984863986]","Around[0.127483, 0.048165]","Around[0.424663, 0.282477]","Around[0.268859, 0.237785]"
260,2210,0.26096840888541467,0.22860114050687552,"Around[0.26096840888541467, 0.22860114050687552]","Around[0.119154, 0.052195]","Around[0.406203, 0.270658]","Around[0.257548, 0.228559]"
261,2211,0.248596552564581,0.22008494542777282,"Around[0.248596552564581, 0.22008494542777282]","Around[0.110991, 0.056459]","Around[0.388247, 0.259143]","Around[0.246551, 0.219577]"
262,2212,0.23654540945368868,0.21189441215069718,"Around[0.23654540945368868, 0.21189441215069718]","Around[0.10299, 0.060902]","Around[0.370786, 0.247929]","Around[0.23586, 0.210832]"
263,2213,0.22480805466502923,0.2040322208670923,"Around[0.22480805466502923, 0.2040322208670923]","Around[0.095146, 0.065483]","Around[0.35381, 0.23701]","Around[0.225468, 0.202316]"
264,2214,0.21337748937372047,0.196502205623751,"Around[0.21337748937372047, 0.196502205623751]","Around[0.087452, 0.070179]","Around[0.337311, 0.226382]","Around[0.215369, 0.194025]"
265,2215,0.20224652951246003,0.18930958301507816,"Around[0.20224652951246003, 0.18930958301507816]","Around[0.079903, 0.074973]","Around[0.32128, 0.216039]","Around[0.205556, 0.185953]"
266,2216,0.1914076556758715,0.1824612618291991,"Around[0.1914076556758715, 0.1824612618291991]","Around[0.072491, 0.079862]","Around[0.305709, 0.205975]","Around[0.196023, 0.178092]"
267,2217,0.18085279718644573,0.1759661967718182,"Around[0.18085279718644573, 0.1759661967718182]","Around[0.065205, 0.084851]","Around[0.290589, 0.196182]","Around[0.186764, 0.170438]"
268,2218,0.17057365718964107,0.16983762285964035,"Around[0.17057365718964107, 0.16983762285964035]","Around[0.058034, 0.089954]","Around[0.275913, 0.186654]","Around[0.177774, 0.162987]"
269,2219,0.16056230773507132,0.16409634126982928,"Around[0.16056230773507132, 0.16409634126982928]","Around[0.050962, 0.095196]","Around[0.261677, 0.177395]","Around[0.169048, 0.155732]"
270,2220,0.15080948406173114,0.15876793607792694,"Around[0.15080948406173114, 0.15876793607792694]","Around[0.04397, 0.100613]","Around[0.247877, 0.168406]","Around[0.160581, 0.14867]"
271,2221,0.14130435517686513,0.15388452385372492,"Around[0.14130435517686513, 0.15388452385372492]","Around[0.037035, 0.106255]","Around[0.234509, 0.159686]","Around[0.152369, 0.141795]"
272,2222,0.13203397968676606,0.1494872774930313,"Around[0.13203397968676606, 0.1494872774930313]","Around[0.030126, 0.112192]","Around[0.221569, 0.151234]","Around[0.144407, 0.135104]"
273,2223,0.12298263475632343,0.14562963196271744,"Around[0.12298263475632343, 0.14562963196271744]","Around[0.023202, 0.118515]","Around[0.209053, 0.143048]","Around[0.136692, 0.128593]"
274,2224,0.11766578668011696,0.13364189794250328,"Around[0.11766578668011696, 0.13364189794250328]","Around[0.02682, 0.099552]","Around[0.196957, 0.135125]","Around[0.12922, 0.122257]"
275,2225,0.11030099289656477,0.12734831078336073,"Around[0.11030099289656477, 0.12734831078336073]","Around[0.023638, 0.097433]","Around[0.185277, 0.127462]","Around[0.121988, 0.116094]"
276,2226,0.10235052511227756,0.1233320807530866,"Around[0.10235052511227756, 0.1233320807530866]","Around[0.018052, 0.10149]","Around[0.174009, 0.120058]","Around[0.114991, 0.110097]"
277,2227,0.09466407622200214,0.11965539377593636,"Around[0.09466407622200214, 0.11965539377593636]","Around[0.012618, 0.105515]","Around[0.163148, 0.112908]","Around[0.108226, 0.104264]"
278,2228,0.08723782063590536,0.11631951419372659,"Around[0.08723782063590536, 0.11631951419372659]","Around[0.007334, 0.109509]","Around[0.152691, 0.106008]","Around[0.101689, 0.098589]"
279,2229,0.08006693350781226,0.11332502597225444,"Around[0.08006693350781226, 0.11332502597225444]","Around[0.002195, 0.113478]","Around[0.142632, 0.099353]","Around[0.095374, 0.093066]"
280,2230,0.07314515338303246,0.11067162047131437,"Around[0.07314515338303246, 0.11067162047131437]","Around[-0.002803, 0.11743]","Around[0.132963, 0.092937]","Around[0.089275, 0.087686]"
281,2231,0.06646439889842384,0.10835716955542819,"Around[0.06646439889842384, 0.10835716955542819]","Around[-0.007667, 0.121375]","Around[0.123677, 0.086752]","Around[0.083384, 0.082441]"
282,2232,0.06001388122581783,0.10637754955233805,"Around[0.06001388122581783, 0.10637754955233805]","Around[-0.012407, 0.125323]","Around[0.114758, 0.080785]","Around[0.07769, 0.077318]"
283,2233,0.05377817158859041,0.10472906516019237,"Around[0.05377817158859041, 0.10472906516019237]","Around[-0.017035, 0.129293]","Around[0.10619, 0.075018]","Around[0.07218, 0.072298]"
284,2234,0.04773545490432181,0.10340945776564432,"Around[0.04773545490432181, 0.10340945776564432]","Around[-0.021572, 0.133316]","Around[0.097945, 0.069428]","Around[0.066833, 0.06736]"
285,2235,0.04185557830773942,0.10241785829266623,"Around[0.04185557830773942, 0.10241785829266623]","Around[-0.026043, 0.137429]","Around[0.089986, 0.063979]","Around[0.061624, 0.062474]"
286,2236,0.03609690940053824,0.10175638630620948,"Around[0.03609690940053824, 0.10175638630620948]","Around[-0.030483, 0.141683]","Around[0.082258, 0.058622]","Around[0.056516, 0.057597]"
287,2237,0.030406421341968318,0.10143132618089744,"Around[0.030406421341968318, 0.10143132618089744]","Around[-0.034934, 0.146134]","Around[0.074688, 0.053298]","Around[0.051465, 0.052689]"
288,2238,0.024738843405481256,0.1014664646068695,"Around[0.024738843405481256, 0.1014664646068695]","Around[-0.039438, 0.150834]","Around[0.067216, 0.047985]","Around[0.046439, 0.047735]"
289,2239,0.01907781102020863,0.10190074958902982,"Around[0.01907781102020863, 0.10190074958902982]","Around[-0.044022, 0.155831]","Around[0.059825, 0.042707]","Around[0.041431, 0.042752]"
290,2240,0.013423084700816483,0.10278367811084743,"Around[0.013423084700816483, 0.10278367811084743]","Around[-0.048712, 0.161197]","Around[0.052529, 0.037484]","Around[0.036452, 0.037754]"
291,2241,0.007776680531559388,0.10418485690755577,"Around[0.007776680531559388, 0.10418485690755577]","Around[-0.053542, 0.167044]","Around[0.045352, 0.032333]","Around[0.03152, 0.032761]"
292,2242,0.0021433694498115227,0.10619057351697296,"Around[0.0021433694498115227, 0.10619057351697296]","Around[-0.058558, 0.173518]","Around[0.038325, 0.027283]","Around[0.026663, 0.027803]"
293,2243,-0.0034666643596876043,0.10890675590352564,"Around[-0.0034666643596876043, 0.10890675590352564]","Around[-0.063814, 0.180804]","Around[0.031494, 0.022372]","Around[0.02192, 0.022924]"
294,2244,-0.009036177051676355,0.11246386899359843,"Around[-0.009036177051676355, 0.11246386899359843]","Around[-0.069382, 0.189134]","Around[0.024927, 0.017656]","Around[0.017346, 0.018185]"
295,2245,-0.014537169147049707,0.11702378524886456,"Around[-0.014537169147049707, 0.11702378524886456]","Around[-0.075348, 0.198807]","Around[0.018723, 0.013207]","Around[0.013014, 0.013671]"
296,2246,-0.019927799816596314,0.1227887751563784,"Around[-0.019927799816596314, 0.1227887751563784]","Around[-0.081823, 0.210198]","Around[0.013014, 0.009125]","Around[0.009026, 0.009494]"
297,2247,-0.025147648953440613,0.13001350078299623,"Around[-0.025147648953440613, 0.13001350078299623]","Around[-0.088946, 0.22378]","Around[0.007985, 0.005549]","Around[0.005517, 0.005808]"
298,2248,-0.030111635872089076,0.13902004220874575,"Around[-0.030111635872089076, 0.13902004220874575]","Around[-0.096892, 0.24014]","Around[0.003886, 0.002667]","Around[0.002671, 0.002811]"
299,2249,-0.03468241109919625,0.15021507473290197,"Around[-0.03468241109919625, 0.15021507473290197]","Around[-0.105836, 0.26001]","Around[0.001062, 0.000719]","Around[0.000726, 0.000764]"
